Zip,Hour,Number of Trips
6450,10,1
6510,15,1
6514,5,1
6605,2,1
6605,9,1
6605,23,1
6615,6,1
6807,8,1
6807,11,1
6807,15,2
6807,19,1
6820,0,1
6820,10,2
6820,11,1
6820,20,1
6820,21,1
6824,21,1
6825,14,1
6830,3,1
6830,4,1
6830,5,1
6830,7,1
6830,9,1
6830,10,1
6830,11,2
6830,13,2
6830,14,1
6830,17,1
6830,18,1
6830,19,2
6830,21,5
6830,22,4
6831,2,1
6831,18,1
6840,8,1
6840,15,1
6840,21,1
6851,6,1
6851,11,1
6851,16,1
6853,13,1
6854,0,1
6854,8,1
6854,21,1
6855,0,1
6855,22,1
6870,4,1
6870,11,1
6870,13,1
6870,20,2
6870,21,1
6878,17,1
6878,21,2
6880,15,1
6880,19,3
6880,20,2
6880,23,1
6890,0,1
6890,7,1
6890,20,1
6897,12,1
6901,0,1
6901,1,1
6901,5,2
6901,7,2
6901,8,1
6901,9,1
6901,11,2
6901,13,2
6901,15,2
6901,16,1
6901,17,3
6901,18,2
6901,19,3
6901,20,3
6901,21,5
6901,22,3
6901,23,4
6902,0,1
6902,14,1
6902,20,1
6905,8,1
6905,15,1
6905,17,1
6906,15,1
6906,18,1
7001,0,1
7001,7,2
7001,9,3
7002,0,1
7002,2,1
7002,3,3
7002,4,3
7002,5,2
7002,6,2
7002,7,1
7002,8,5
7002,9,3
7002,10,5
7002,11,9
7002,12,12
7002,13,11
7002,14,7
7002,15,8
7002,16,11
7002,17,15
7002,18,7
7002,19,7
7002,20,4
7002,22,4
7002,23,1
7003,4,2
7003,5,2
7003,6,1
7003,7,1
7003,8,1
7003,9,1
7003,12,1
7003,13,1
7003,14,3
7003,16,1
7003,17,2
7003,18,1
7003,19,2
7003,20,1
7003,21,3
7004,0,2
7004,4,1
7004,6,1
7004,7,1
7004,9,2
7004,13,1
7004,15,1
7004,16,3
7004,20,3
7004,21,1
7004,23,2
7005,14,1
7005,16,1
7005,23,1
7006,3,1
7006,9,1
7006,11,3
7006,14,2
7006,15,1
7006,18,1
7006,21,1
7006,23,1
7008,2,1
7008,11,1
7008,12,1
7008,13,1
7008,17,1
7008,18,1
7008,22,1
7009,2,1
7009,9,1
7009,10,1
7009,12,1
7009,14,1
7009,16,2
7009,18,2
7009,20,3
7009,21,2
7009,22,3
7010,0,2
7010,1,1
7010,3,1
7010,4,2
7010,5,3
7010,6,1
7010,8,2
7010,9,2
7010,10,1
7010,12,1
7010,13,3
7010,14,5
7010,15,1
7010,16,3
7010,17,2
7010,18,4
7010,19,3
7010,20,5
7010,21,2
7010,22,2
7010,23,5
7011,2,1
7011,5,2
7011,21,1
7012,0,1
7012,1,1
7012,7,1
7012,10,2
7012,13,1
7012,14,1
7012,15,1
7012,17,2
7012,18,1
7012,19,2
7012,20,2
7012,21,4
7012,23,2
7013,0,2
7013,1,2
7013,8,1
7013,16,1
7013,18,1
7013,21,1
7014,0,2
7014,1,3
7014,3,1
7014,4,1
7014,7,1
7014,8,1
7014,9,1
7014,10,4
7014,11,2
7014,12,1
7014,13,3
7014,15,3
7014,17,1
7014,18,1
7014,19,1
7014,20,3
7014,21,3
7014,22,3
7014,23,1
7016,2,1
7016,5,1
7016,7,1
7016,8,1
7016,10,1
7016,11,1
7016,14,1
7016,16,1
7016,19,2
7016,20,1
7016,21,1
7016,22,1
7016,23,1
7017,0,1
7017,1,1
7017,2,1
7017,3,1
7017,5,1
7017,7,2
7017,8,1
7017,9,1
7017,12,1
7017,17,1
7017,18,1
7017,21,2
7017,22,1
7018,2,1
7018,7,1
7018,9,2
7018,10,1
7018,11,1
7018,12,1
7018,13,3
7018,15,3
7018,16,1
7018,17,1
7018,18,1
7018,19,1
7018,23,1
7020,2,3
7020,3,2
7020,4,1
7020,5,2
7020,7,3
7020,8,3
7020,9,4
7020,10,3
7020,11,1
7020,12,2
7020,13,1
7020,14,6
7020,15,1
7020,16,2
7020,17,5
7020,18,2
7020,19,3
7020,20,3
7020,21,3
7020,22,3
7020,23,3
7021,0,1
7021,1,1
7021,3,1
7021,4,1
7021,8,1
7021,12,1
7021,13,1
7021,14,2
7021,16,1
7021,20,1
7021,21,3
7021,22,1
7021,23,2
7022,0,4
7022,2,1
7022,3,1
7022,4,1
7022,5,2
7022,6,3
7022,8,1
7022,10,1
7022,11,2
7022,14,1
7022,15,1
7022,16,1
7022,17,5
7022,19,1
7022,20,2
7022,22,2
7022,23,1
7023,0,1
7023,1,1
7023,2,1
7023,6,1
7023,23,1
7024,0,3
7024,1,5
7024,2,1
7024,3,6
7024,4,3
7024,5,7
7024,6,10
7024,7,11
7024,8,9
7024,9,8
7024,10,10
7024,11,12
7024,12,10
7024,13,9
7024,14,3
7024,15,11
7024,16,12
7024,17,7
7024,18,10
7024,19,4
7024,20,1
7024,21,8
7024,22,5
7024,23,2
7026,6,1
7026,7,2
7026,9,1
7026,10,1
7026,13,3
7026,17,2
7026,20,1
7026,21,2
7026,22,2
7026,23,3
7027,0,1
7027,9,1
7027,17,2
7027,21,1
7027,22,2
7028,2,1
7028,3,3
7028,4,2
7028,5,1
7028,6,2
7028,7,1
7028,10,1
7028,11,1
7028,12,2
7028,13,3
7028,14,1
7028,15,4
7028,16,2
7028,17,1
7028,18,2
7028,20,2
7028,22,1
7028,23,2
7029,0,2
7029,2,1
7029,4,1
7029,7,2
7029,8,1
7029,9,1
7029,10,1
7029,12,3
7029,14,3
7029,15,4
7029,16,1
7029,20,3
7029,21,4
7030,0,172
7030,1,116
7030,2,42
7030,3,36
7030,4,67
7030,5,62
7030,6,54
7030,7,108
7030,8,49
7030,9,50
7030,10,60
7030,11,60
7030,12,63
7030,13,66
7030,14,70
7030,15,97
7030,16,109
7030,17,118
7030,18,158
7030,19,160
7030,20,192
7030,21,265
7030,22,231
7030,23,192
7031,0,1
7031,1,1
7031,2,1
7031,3,1
7031,5,1
7031,6,1
7031,12,2
7031,16,1
7031,18,2
7031,20,1
7031,21,1
7032,0,1
7032,4,1
7032,5,1
7032,9,1
7032,10,1
7032,11,1
7032,13,2
7032,14,1
7032,15,2
7032,18,2
7032,20,1
7032,21,1
7033,1,1
7033,8,1
7033,11,1
7033,12,1
7033,15,1
7033,16,2
7033,21,1
7033,22,3
7034,0,1
7035,4,1
7035,21,1
7036,2,1
7036,8,1
7036,10,1
7036,12,2
7036,13,2
7036,16,1
7036,18,1
7036,19,1
7036,20,1
7036,21,2
7039,4,1
7039,5,1
7039,6,1
7039,7,1
7039,8,2
7039,9,1
7039,10,1
7039,16,1
7039,17,6
7039,18,2
7039,19,3
7039,20,1
7039,21,4
7039,22,2
7040,3,2
7040,4,1
7040,5,1
7040,6,4
7040,7,1
7040,8,2
7040,9,3
7040,10,1
7040,12,1
7040,14,1
7040,15,2
7040,16,1
7040,17,4
7040,18,2
7040,19,2
7040,20,2
7040,21,1
7040,22,5
7040,23,2
7041,2,1
7041,5,1
7041,8,1
7041,9,1
7041,14,1
7041,17,2
7041,18,3
7041,20,2
7041,21,4
7041,22,1
7042,0,7
7042,1,1
7042,2,2
7042,3,2
7042,5,1
7042,6,1
7042,7,1
7042,8,1
7042,11,2
7042,13,2
7042,14,1
7042,15,1
7042,16,2
7042,17,4
7042,18,1
7042,20,2
7042,21,1
7042,22,5
7042,23,3
7043,4,1
7043,8,1
7043,9,1
7043,11,2
7043,12,1
7043,13,4
7043,14,1
7043,15,5
7043,16,2
7043,19,3
7043,20,1
7043,21,3
7043,22,3
7043,23,1
7044,6,2
7044,10,1
7044,12,2
7044,15,3
7044,16,2
7044,17,1
7044,18,3
7044,19,2
7044,20,1
7044,21,1
7044,22,1
7044,23,1
7045,3,1
7045,16,1
7045,23,1
7046,7,1
7046,12,1
7046,13,3
7046,14,2
7046,15,2
7046,16,4
7046,18,1
7047,0,3
7047,1,2
7047,2,5
7047,3,1
7047,4,4
7047,5,2
7047,6,2
7047,8,1
7047,10,1
7047,11,1
7047,13,3
7047,14,5
7047,15,4
7047,16,4
7047,17,2
7047,18,4
7047,19,3
7047,20,4
7047,21,5
7047,22,2
7047,23,5
7050,0,2
7050,1,1
7050,4,1
7050,5,1
7050,7,1
7050,9,2
7050,10,2
7050,12,2
7050,16,1
7050,17,3
7050,21,1
7050,22,2
7050,23,2
7052,0,3
7052,3,3
7052,5,2
7052,6,1
7052,7,3
7052,8,1
7052,9,3
7052,10,1
7052,11,1
7052,12,3
7052,13,2
7052,14,2
7052,15,2
7052,16,4
7052,17,1
7052,18,1
7052,19,1
7052,20,2
7052,21,1
7052,23,4
7054,0,1
7054,3,1
7054,5,1
7054,6,1
7054,7,5
7054,8,4
7054,9,1
7054,11,1
7054,12,3
7054,13,1
7054,14,1
7054,19,2
7055,1,1
7055,14,1
7055,15,2
7055,16,1
7055,18,1
7057,3,1
7057,4,1
7057,5,1
7057,16,1
7057,21,1
7057,22,1
7058,0,1
7058,2,1
7058,20,1
7058,23,1
7062,3,1
7062,19,1
7062,23,1
7063,2,1
7063,10,1
7063,22,1
7064,20,1
7065,2,1
7065,6,1
7065,7,1
7065,8,1
7065,10,1
7065,13,1
7065,14,1
7065,15,1
7065,16,1
7065,17,2
7065,18,1
7065,19,4
7065,20,3
7065,22,2
7065,23,1
7066,3,2
7066,5,2
7066,10,1
7066,11,2
7066,14,1
7066,15,2
7066,16,1
7066,17,1
7066,18,1
7067,5,1
7067,10,1
7067,11,1
7067,14,1
7068,3,2
7068,4,1
7068,9,1
7068,12,1
7068,13,1
7068,14,2
7068,16,2
7068,17,2
7068,18,1
7068,19,1
7068,22,1
7069,12,1
7069,13,1
7069,14,1
7069,15,1
7069,17,1
7070,0,2
7070,1,3
7070,2,1
7070,3,1
7070,4,3
7070,6,2
7070,7,3
7070,8,2
7070,9,8
7070,10,1
7070,11,3
7070,12,4
7070,13,4
7070,14,4
7070,15,8
7070,16,6
7070,17,5
7070,18,2
7070,19,2
7070,20,5
7070,21,4
7070,23,4
7071,7,1
7071,9,1
7071,10,3
7071,11,2
7071,17,2
7071,23,1
7072,0,3
7072,1,1
7072,2,3
7072,8,4
7072,9,9
7072,10,3
7072,11,7
7072,12,10
7072,13,8
7072,14,19
7072,15,13
7072,16,14
7072,17,13
7072,18,9
7072,19,6
7072,20,10
7072,21,19
7072,22,26
7072,23,9
7073,0,2
7073,4,2
7073,5,2
7073,11,4
7073,12,1
7073,13,4
7073,14,2
7073,15,5
7073,16,2
7073,17,4
7073,18,3
7073,19,4
7073,20,1
7073,22,3
7073,23,3
7074,3,1
7074,10,2
7074,11,2
7074,13,2
7074,14,2
7074,15,3
7074,16,5
7074,17,1
7074,18,1
7074,19,2
7074,23,1
7075,0,3
7075,6,1
7075,8,1
7075,10,1
7075,12,2
7075,16,2
7075,18,2
7075,19,1
7075,20,3
7076,7,1
7076,20,2
7076,21,1
7077,12,2
7077,22,1
7078,1,1
7078,4,2
7078,5,3
7078,6,3
7078,7,1
7078,8,1
7078,9,1
7078,10,2
7078,11,4
7078,12,6
7078,13,6
7078,14,8
7078,15,5
7078,16,6
7078,17,5
7078,18,6
7078,19,4
7078,20,5
7078,21,10
7078,22,3
7078,23,7
7079,0,2
7079,4,1
7079,5,3
7079,6,2
7079,7,1
7079,8,1
7079,9,4
7079,10,1
7079,11,3
7079,12,3
7079,13,3
7079,14,3
7079,15,1
7079,17,3
7079,18,6
7079,20,3
7079,21,8
7079,22,7
7079,23,1
7080,11,1
7080,14,3
7080,18,1
7080,19,1
7081,0,1
7081,5,1
7081,6,1
7081,7,1
7081,9,1
7081,11,1
7081,12,1
7081,13,1
7081,15,3
7081,16,1
7081,17,3
7081,18,2
7081,19,1
7081,20,2
7081,21,1
7083,0,2
7083,2,1
7083,11,1
7083,12,1
7083,13,2
7083,14,1
7083,16,1
7083,17,1
7083,19,1
7083,20,1
7083,22,2
7083,23,1
7086,0,11
7086,1,7
7086,2,10
7086,3,5
7086,4,2
7086,5,6
7086,6,6
7086,7,8
7086,8,3
7086,9,13
7086,10,7
7086,11,7
7086,12,10
7086,13,7
7086,14,6
7086,15,20
7086,16,15
7086,17,17
7086,18,15
7086,19,13
7086,20,24
7086,21,16
7086,22,12
7086,23,11
7087,0,8
7087,1,3
7087,2,3
7087,3,6
7087,4,5
7087,5,4
7087,6,7
7087,7,6
7087,8,8
7087,9,7
7087,10,7
7087,11,8
7087,12,11
7087,13,8
7087,14,8
7087,15,14
7087,16,6
7087,17,15
7087,18,14
7087,19,15
7087,20,11
7087,21,13
7087,22,12
7087,23,6
7088,5,1
7088,10,1
7088,11,1
7088,12,1
7088,14,1
7088,15,1
7088,16,1
7088,17,1
7088,21,1
7088,22,1
7090,0,1
7090,4,1
7090,5,1
7090,7,3
7090,9,2
7090,10,1
7090,15,2
7090,17,3
7090,18,1
7090,21,1
7092,0,1
7092,20,1
7092,22,1
7092,23,1
7093,0,4
7093,1,7
7093,2,4
7093,3,11
7093,4,7
7093,5,5
7093,6,5
7093,7,5
7093,8,5
7093,9,5
7093,10,6
7093,11,8
7093,12,8
7093,13,7
7093,14,10
7093,15,9
7093,16,13
7093,17,14
7093,18,16
7093,19,14
7093,20,9
7093,21,19
7093,22,3
7093,23,12
7094,0,10
7094,1,6
7094,3,1
7094,4,4
7094,5,5
7094,6,8
7094,7,4
7094,8,8
7094,9,4
7094,10,16
7094,11,12
7094,12,30
7094,13,13
7094,14,24
7094,15,16
7094,16,20
7094,17,17
7094,18,22
7094,19,7
7094,20,17
7094,21,9
7094,22,15
7094,23,9
7095,9,1
7095,11,2
7095,15,1
7095,16,1
7095,17,1
7095,20,1
7102,0,8
7102,1,9
7102,2,3
7102,3,5
7102,4,11
7102,5,6
7102,6,6
7102,7,16
7102,8,16
7102,9,11
7102,10,27
7102,11,13
7102,12,18
7102,13,27
7102,14,34
7102,15,38
7102,16,27
7102,17,40
7102,18,30
7102,19,31
7102,20,33
7102,21,26
7102,22,26
7102,23,14
7103,1,2
7103,2,1
7103,3,2
7103,5,3
7103,6,1
7103,7,1
7103,8,2
7103,9,2
7103,10,6
7103,11,3
7103,12,1
7103,13,5
7103,14,4
7103,15,1
7103,16,1
7103,17,1
7103,18,4
7103,20,1
7103,21,1
7104,1,1
7104,2,1
7104,3,1
7104,7,3
7104,8,1
7104,9,2
7104,11,1
7104,13,1
7104,14,1
7104,15,4
7104,16,1
7104,17,1
7104,19,2
7104,21,1
7104,22,1
7105,0,5
7105,1,3
7105,4,1
7105,5,1
7105,6,2
