Zip,Weekday,Hour,Number of Trips
6450,4,10,1
6510,1,15,1
6514,0,5,1
6605,1,23,1
6605,3,2,1
6605,4,9,1
6615,3,6,1
6807,2,8,1
6807,2,15,2
6807,3,11,1
6807,3,19,1
6820,1,20,1
6820,2,21,1
6820,4,10,1
6820,5,10,1
6820,5,11,1
6820,6,0,1
6824,5,21,1
6825,0,14,1
6830,0,14,1
6830,1,5,1
6830,1,9,1
6830,1,21,2
6830,2,18,1
6830,2,21,1
6830,3,3,1
6830,3,13,1
6830,3,19,1
6830,3,21,1
6830,3,22,1
6830,4,7,1
6830,4,10,1
6830,4,19,1
6830,4,22,2
6830,5,4,1
6830,5,11,2
6830,5,17,1
6830,5,21,1
6830,5,22,1
6830,6,13,1
6831,3,18,1
6831,5,2,1
6840,3,8,1
6840,4,21,1
6840,6,15,1
6851,1,16,1
6851,3,11,1
6851,4,6,1
6853,0,13,1
6854,2,8,1
6854,4,21,1
6854,6,0,1
6855,1,22,1
6855,2,0,1
6870,0,11,1
6870,1,20,1
6870,2,4,1
6870,2,20,1
6870,3,13,1
6870,3,21,1
6878,1,21,2
6878,4,17,1
6880,2,20,1
6880,4,20,1
6880,4,23,1
6880,5,15,1
6880,5,19,3
6890,1,7,1
6890,3,20,1
6890,5,0,1
6897,1,12,1
6901,0,21,1
6901,0,23,1
6901,1,5,1
6901,1,11,1
6901,1,13,1
6901,1,21,2
6901,1,22,1
6901,1,23,1
6901,2,11,1
6901,2,13,1
6901,2,18,2
6901,2,20,2
6901,3,5,1
6901,3,17,2
6901,3,19,1
6901,3,21,1
6901,3,22,1
6901,3,23,1
6901,4,8,1
6901,4,15,2
6901,4,17,1
6901,4,21,1
6901,4,23,1
6901,5,0,1
6901,5,7,1
6901,5,9,1
6901,5,16,1
6901,5,19,2
6901,5,20,1
6901,5,22,1
6901,6,1,1
6901,6,7,1
6902,2,0,1
6902,5,14,1
6902,5,20,1
6905,1,8,1
6905,2,15,1
6905,2,17,1
6906,1,15,1
6906,5,18,1
7001,0,9,1
7001,1,0,1
7001,1,7,2
7001,2,9,1
7001,6,9,1
7002,0,3,2
7002,0,6,1
7002,0,11,2
7002,0,12,1
7002,0,13,1
7002,0,15,2
7002,0,18,1
7002,0,19,1
