Zip,Weekday,Hour,Number of Trips
7030,6,0,1
7102,1,6,1
7114,2,15,1
7114,2,17,1
7114,2,20,1
7114,3,0,1
7114,3,10,1
7114,3,17,1
7114,3,22,1
7114,4,22,1
7114,5,16,2
7114,6,11,1
7114,6,15,1
7302,4,19,1
7306,5,20,1
7306,5,23,1
7306,6,16,1
7310,3,23,1
7310,4,6,1
7310,6,7,1
7311,1,23,1
10001,0,10,1
10001,0,13,1
10001,0,17,1
10001,0,19,1
10001,0,22,1
10001,1,11,2
10001,1,15,1
10001,1,19,1
10001,1,22,1
10001,1,23,1
10001,2,10,1
10001,2,14,1
10001,2,17,2
10001,2,18,1
10001,2,20,1
10001,2,22,1
10001,3,14,2
10001,3,16,1
10001,3,18,1
10001,3,20,1
10001,3,23,1
10001,4,14,1
10001,4,16,2
10001,4,18,1
10001,4,21,1
10001,4,22,1
10001,5,21,1
10001,5,23,1
10001,6,14,1
10001,6,17,1
10002,0,5,1
10002,0,7,1
10002,0,17,1
10002,1,20,2
10002,1,22,1
10002,2,6,1
10002,2,7,1
10002,2,8,2
10002,2,17,1
10002,2,18,1
10002,2,19,1
10002,2,20,2
10002,3,7,1
10002,3,10,1
10002,3,16,1
10002,3,17,1
10002,3,20,1
10002,3,22,1
10002,4,6,1
10002,4,7,1
10002,4,8,1
10002,4,17,2
10002,4,18,1
10002,4,20,1
10002,4,21,1
10002,4,23,1
10002,5,0,1
10002,5,15,2
10002,5,18,1
10002,5,19,1
10002,5,20,1
10002,5,21,1
10002,6,0,1
10002,6,6,1
10002,6,15,1
10003,0,15,1
10003,0,21,1
10003,1,7,1
10003,1,13,1
10003,1,15,2
10003,1,16,1
10003,2,9,1
10003,2,15,1
10003,2,16,2
10003,2,23,1
10003,3,7,1
10003,3,15,1
10003,3,21,1
10003,4,6,1
10003,4,13,3
10003,4,18,1
10003,4,22,2
10003,4,23,1
10003,5,1,1
10003,5,10,1
10003,5,19,2
10003,5,23,1
10003,6,12,1
10003,6,14,1
10003,6,18,1
10005,0,4,1
10005,2,12,1
10005,2,23,1
10005,3,21,1
10005,4,17,1
10005,4,19,1
10005,4,21,1
10005,5,14,1
10005,5,20,1
10006,1,13,1
10006,1,16,1
10006,1,19,1
10006,2,19,1
10006,3,18,1
10007,0,12,1
10007,1,13,1
10007,2,20,1
10007,3,19,1
10007,3,21,1
10007,4,23,1
10007,5,0,1
10007,5,15,1
10007,5,18,1
10009,0,8,1
10009,0,12,1
10009,1,5,1
10009,1,11,1
10009,1,21,1
10009,2,4,1
10009,2,5,1
10009,2,6,2
10009,2,7,1
10009,2,16,2
10009,2,20,2
10009,2,21,1
10009,2,22,1
10009,3,2,1
10009,4,8,1
10009,4,13,1
10009,4,20,1
10009,4,21,1
10009,4,22,1
10009,4,23,1
10009,5,11,1
10009,5,16,1
10009,5,17,1
10009,5,23,1
10009,6,11,1
10011,0,7,1
10011,0,13,1
10011,0,17,2
10011,0,18,2
10011,1,9,1
10011,1,11,1
10011,1,14,2
10011,1,17,1
10011,1,19,1
10011,1,22,1
10011,2,3,1
10011,2,9,2
10011,2,10,2
10011,2,11,1
10011,2,18,1
10011,2,23,1
10011,3,8,1
10011,3,10,1
10011,3,13,1
10011,3,14,1
10011,3,19,2
10011,3,21,3
10011,3,23,1
10011,4,2,1
10011,4,8,2
10011,4,14,2
10011,4,15,1
10011,4,19,1
10011,4,20,2
10011,5,8,1
10011,5,9,1
10011,5,11,1
10011,5,12,1
10011,5,13,1
10011,5,15,1
10011,5,16,2
10011,5,17,1
10011,5,22,1
10011,5,23,1
10011,6,0,1
10011,6,16,1
10011,6,17,1
10011,6,18,1
10011,6,21,1
10012,0,4,1
10012,0,6,1
10012,0,12,1
10012,0,13,1
10012,0,14,1
10012,0,16,1
10012,0,17,2
10012,0,19,1
10012,0,20,1
10012,1,5,1
10012,1,7,1
10012,1,11,1
10012,1,13,1
10012,1,16,1
10012,1,17,1
10012,1,18,1
10012,1,19,1
10012,1,20,3
10012,1,23,2
10012,2,14,2
10012,2,16,1
10012,2,23,1
10012,3,6,1
10012,3,8,1
10012,3,11,1
10012,3,12,2
10012,3,13,2
10012,3,14,1
10012,3,18,1
10012,3,20,1
10012,3,21,1
10012,3,22,1
10012,4,3,1
10012,4,9,1
10012,4,11,1
10012,4,14,1
10012,4,15,1
10012,4,17,1
10012,4,18,1
10012,4,19,1
10012,4,20,1
10012,4,22,2
10012,5,2,1
10012,5,14,1
10012,5,15,2
10012,5,17,1
10012,5,19,1
10012,5,22,2
10012,5,23,3
10012,6,8,1
10012,6,19,1
10013,0,16,1
10013,0,22,1
10013,1,17,1
10013,1,18,1
10013,1,20,1
10013,2,8,1
10013,2,20,1
10013,3,17,1
10013,3,19,1
10013,3,20,1
10013,4,15,1
10013,4,16,1
10013,4,21,1
10013,5,5,1
10013,5,17,1
10013,5,19,2
