Zip,Weekday,Hour,Number of Trips
6807,3,19,1
7002,4,20,1
7014,4,20,1
7030,0,11,1
7030,1,19,2
7030,1,20,1
7030,2,4,1
7030,2,21,1
7030,3,5,1
7030,4,22,2
7030,5,0,1
7030,5,1,1
7030,5,13,2
7030,5,21,1
7030,5,22,1
7030,5,23,1
7030,6,1,1
7030,6,17,1
7030,6,22,1
7039,0,18,1
7040,6,20,1
7042,3,1,1
7045,5,21,1
7050,6,9,1
7050,6,22,1
7072,1,19,1
7072,2,22,1
7073,5,14,1
7074,3,10,1
7078,0,17,1
7080,3,14,1
7086,2,18,1
7087,0,6,1
7087,1,14,1
7087,4,1,1
7087,6,10,1
7087,6,13,1
7087,6,19,1
7094,3,12,1
7094,4,23,1
7102,4,0,1
7102,5,2,1
7103,0,8,1
7114,0,7,1
7114,0,8,1
7114,0,13,1
7114,0,16,1
7114,0,20,1
7114,1,10,1
7114,1,15,1
7114,1,18,4
7114,1,22,1
7114,1,23,1
7114,2,0,1
7114,2,9,1
7114,2,10,1
7114,2,11,1
7114,2,13,1
7114,2,14,1
7114,2,15,1
7114,2,20,1
7114,2,21,1
7114,2,22,1
7114,2,23,1
7114,3,0,1
7114,3,1,1
7114,3,6,2
7114,3,12,1
7114,3,14,1
7114,3,16,1
7114,3,17,1
7114,3,18,1
7114,3,19,2
7114,3,20,1
7114,3,22,1
7114,3,23,1
7114,4,7,1
7114,4,9,1
7114,4,11,1
7114,4,12,1
7114,4,13,2
7114,4,14,2
7114,4,16,2
7114,5,4,1
7114,5,12,1
7114,5,13,1
7114,5,18,1
7114,6,8,1
7114,6,10,1
7114,6,12,2
7114,6,15,4
7114,6,16,1
7114,6,18,1
7114,6,19,1
7114,6,22,1
7114,6,23,3
7201,1,11,1
7202,2,6,1
7302,0,3,1
7302,3,4,1
7302,3,7,1
7302,5,22,1
7302,6,1,1
7304,0,15,1
7306,1,22,1
7306,2,11,1
7307,2,22,1
7307,6,7,1
7310,0,5,1
7310,0,14,1
7310,0,16,1
7310,0,22,1
7310,1,6,1
7310,1,18,1
7310,2,6,1
7310,2,12,1
7310,3,6,1
7310,3,19,1
7310,3,20,1
7310,4,5,1
7310,4,22,1
7310,5,0,1
7310,5,1,1
7310,5,6,1
7310,5,19,1
7310,5,21,1
7310,5,22,1
7310,5,23,1
7310,6,3,1
7310,6,7,1
7311,0,3,1
7311,0,22,1
7311,1,16,1
7311,1,17,1
7311,1,18,1
7311,1,20,1
7311,2,5,1
7311,6,21,1
7405,5,1,1
7432,1,13,1
7458,1,13,1
7458,2,20,1
7463,3,23,1
7508,3,11,1
7508,5,21,1
7601,5,23,1
7604,2,5,1
7605,6,10,1
7631,1,5,1
7631,6,23,1
7632,2,9,1
7644,3,9,1
7644,4,20,1
7660,1,18,1
7660,3,18,1
7704,5,22,1
7720,4,21,1
7756,5,22,1
7940,6,14,1
7960,6,20,1
8536,2,13,1
8542,2,1,1
8830,2,14,1
8837,1,15,1
8904,2,16,1
10001,0,0,1
10001,0,4,1
10001,0,5,1
10001,0,6,1
10001,0,7,2
10001,0,10,1
10001,0,11,2
10001,0,13,3
10001,0,14,3
10001,0,15,3
10001,0,16,3
10001,0,17,3
10001,0,18,6
10001,0,19,7
10001,0,20,2
10001,0,22,1
10001,0,23,2
10001,1,0,1
10001,1,2,1
10001,1,3,1
10001,1,4,1
10001,1,5,1
10001,1,6,1
10001,1,7,2
10001,1,8,4
10001,1,12,5
10001,1,13,4
10001,1,14,3
10001,1,15,4
10001,1,16,7
10001,1,17,4
10001,1,18,10
10001,1,19,9
10001,1,20,6
10001,1,21,2
10001,1,22,5
10001,1,23,4
10001,2,0,2
10001,2,1,1
10001,2,3,1
10001,2,6,3
10001,2,7,4
10001,2,8,2
