Zip,Weekday,Number of Trips
6807,3,1
7002,4,1
7014,4,1
7030,0,1
7030,1,3
7030,2,2
7030,3,1
7030,4,2
7030,5,7
7030,6,3
7039,0,1
7040,6,1
7042,3,1
7045,5,1
7050,6,2
7072,1,1
7072,2,1
7073,5,1
7074,3,1
7078,0,1
7080,3,1
7086,2,1
7087,0,1
7087,1,1
7087,4,1
7087,6,3
7094,3,1
7094,4,1
7102,4,1
7102,5,1
7103,0,1
7114,0,5
7114,1,8
7114,2,11
7114,3,14
7114,4,10
7114,5,4
7114,6,15
7201,1,1
7202,2,1
7302,0,1
7302,3,2
7302,5,1
7302,6,1
7304,0,1
7306,1,1
7306,2,1
7307,2,1
7307,6,1
7310,0,4
7310,1,2
7310,2,2
7310,3,3
7310,4,2
7310,5,7
7310,6,2
7311,0,2
7311,1,4
7311,2,1
7311,6,1
7405,5,1
7432,1,1
7458,1,1
7458,2,1
7463,3,1
7508,3,1
7508,5,1
7601,5,1
7604,2,1
7605,6,1
7631,1,1
7631,6,1
7632,2,1
7644,3,1
7644,4,1
7660,1,1
7660,3,1
7704,5,1
7720,4,1
7756,5,1
7940,6,1
7960,6,1
8536,2,1
8542,2,1
8830,2,1
8837,1,1
8904,2,1
10001,0,42
10001,1,75
10001,2,87
10001,3,73
10001,4,72
10001,5,51
10001,6,40
10002,0,43
10002,1,44
10002,2,45
10002,3,46
10002,4,53
10002,5,64
10002,6,49
10003,0,49
10003,1,55
10003,2,68
10003,3,80
10003,4,64
10003,5,61
10003,6,34
10005,0,7
10005,1,7
10005,2,12
10005,3,10
10005,4,10
10005,5,5
10005,6,7
10006,0,12
10006,1,4
10006,2,5
10006,3,8
10006,4,9
10006,5,4
10006,6,3
10007,0,15
10007,1,13
10007,2,17
10007,3,18
10007,4,12
10007,5,14
10007,6,4
10009,0,29
10009,1,28
10009,2,34
10009,3,30
10009,4,42
10009,5,35
10009,6,22
10011,0,59
10011,1,84
10011,2,91
10011,3,129
10011,4,111
10011,5,76
10011,6,60
10012,0,56
10012,1,86
10012,2,85
10012,3,94
10012,4,107
10012,5,93
10012,6,47
10013,0,19
10013,1,48
10013,2,38
10013,3,40
10013,4,33
10013,5,25
10013,6,16
10014,0,36
10014,1,41
10014,2,53
10014,3,52
10014,4,50
10014,5,66
10014,6,42
10016,0,7
10016,1,15
10016,2,8
10016,3,15
10016,4,24
10016,5,10
10016,6,5
10017,0,20
10017,1,37
10017,2,40
10017,3,41
10017,4,33
10017,5,37
10017,6,16
10018,0,33
10018,1,38
10018,2,43
10018,3,53
10018,4,51
10018,5,41
10018,6,36
10019,0,26
10019,1,24
10019,2,18
10019,3,32
10019,4,31
10019,5,21
10019,6,20
10020,0,17
10020,1,29
10020,2,28
10020,3,29
10020,4,16
10020,5,8
10020,6,7
10021,0,28
10021,1,34
10021,2,54
10021,3,28
10021,4,46
10021,5,25
10021,6,15
10022,0,17
10022,1,24
10022,2,35
10022,3,29
10022,4,23
10022,5,15
10022,6,12
10023,0,26
10023,1,33
10023,2,26
10023,3,31
10023,4,34
10023,5,23
10023,6,24
10024,0,2
10025,0,8
10025,1,3
10025,2,9
10025,3,9
10025,4,7
10025,5,11
10025,6,5
10026,0,1
10026,1,7
10026,2,6
10026,3,2
10026,4,5
10026,5,9
10026,6,5
10027,0,4
10027,1,3
10027,2,3
10027,3,4
10027,4,3
10027,5,4
10027,6,1
10028,0,30
10028,1,31
10028,2,29
10028,3,43
10028,4,38
10028,5,34
10028,6,22
10029,0,9
10029,1,10
10029,2,4
10029,3,5
10029,4,3
10029,5,6
10029,6,4
10030,0,2
10030,1,3
10030,2,2
10030,3,1
10030,4,4
10030,5,5
10030,6,2
10031,0,1
10031,1,2
10031,2,1
10031,4,1
10031,6,1
10032,0,1
10032,1,4
10032,2,1
10032,3,2
10032,4,3
10032,5,3
10032,6,3
10034,0,1
10034,1,1
10034,2,2
10034,5,3
10034,6,4
10035,0,2
10035,1,3
10035,3,1
10035,4,2
10035,5,7
10035,6,7
10037,1,2
10037,2,2
10037,4,2
10038,0,8
10038,1,12
10038,2,6
10038,3,9
10038,4,9
10038,5,3
10038,6,2
10039,0,1
10039,1,1
10039,2,1
10039,3,1
10039,6,2
10044,0,17
10044,1,9
10044,2,19
10044,3,11
10044,4,13
10044,5,12
10044,6,13
10065,0,17
10065,1,29
10065,2,19
10065,3,29
10065,4,25
10065,5,27
10065,6,17
10069,0,7
10069,1,12
10069,2,8
10069,3,4
10069,4,10
10069,5,4
10069,6,7
10103,0,17
10103,1,36
10103,2,31
10103,3,42
10103,4,19
10103,5,13
10103,6,14
10110,0,36
10110,1,54
10110,2,44
10110,3,63
10110,4,36
10110,5,23
10110,6,10
10111,0,10
10111,1,17
10111,2,25
10111,3,12
10111,4,14
10111,5,9
10111,6,4
10112,0,4
10112,1,5
10112,2,5
10112,3,6
10112,5,4
10115,0,2
10115,2,2
10115,3,1
10115,4,1
10115,5,6
10115,6,1
10119,0,16
10119,1,25
10119,2,24
10119,3,24
10119,4,29
10119,5,13
10119,6,14
10152,0,8
10152,1,17
10152,2,11
10152,3,13
10152,4,9
10152,5,2
10152,6,2
10153,0,33
10153,1,40
10153,2,41
10153,3,45
10153,4,29
10153,5,30
10153,6,10
10154,0,6
10154,1,9
10154,2,11
10154,3,16
10154,4,13
10154,5,3
10154,6,10
10162,0,14
10162,1,20
10162,2,18
10162,3,24
10162,4,17
10162,5,9
10162,6,12
10167,0,9
10167,1,24
10167,2,17
10167,3,22
10167,4,15
10167,5,1
10167,6,4
10171,0,13
10171,1,12
10171,2,9
10171,3,23
10171,4,20
10171,5,7
10171,6,6
10199,0,28
10199,1,27
10199,2,36
10199,3,44
10199,4,39
10199,5,29
10199,6,11
10271,0,11
10271,1,13
10271,2,15
10271,3,19
10271,4,14
10271,5,7
10271,6,6
10278,0,24
10278,1,15
10278,2,21
10278,3,15
10278,4,24
10278,5,14
10278,6,9
10280,0,5
10280,1,4
10280,2,4
10280,3,2
10280,4,5
10280,5,5
10280,6,3
10282,0,19
10282,1,18
10282,2,13
10282,3,20
10282,4,15
10282,5,15
10282,6,6
10301,3,1
10303,1,1
10310,5,1
10311,1,1
10451,0,1
10451,1,1
10451,4,2
10451,5,2
10452,0,1
10452,1,1
10452,3,2
10453,5,1
10454,0,1
10454,1,1
10454,2,2
10455,3,1
10456,1,1
10456,2,1
10456,6,1
10457,3,1
10458,3,1
10458,4,3
10458,5,1
10458,6,2
10460,1,1
10460,3,1
10460,4,1
10461,2,1
10461,3,2
10461,6,1
10462,1,1
10462,4,1
10462,5,1
10462,6,1
10463,0,2
10463,1,2
10463,2,1
10463,3,2
10463,5,1
10463,6,2
10465,1,1
10465,5,1
10466,5,1
10467,4,1
10467,6,1
10468,1,1
10468,2,1
10468,3,1
10468,4,1
10468,5,2
10468,6,1
10469,4,1
10471,1,1
10471,2,1
10471,3,1
10471,6,2
10472,0,1
10472,4,1
10473,1,1
10473,6,1
10475,1,1
10475,4,1
10523,3,1
10532,1,1
10538,3,1
10543,0,1
10543,5,1
10553,3,1
10577,2,1
10577,4,1
10580,1,1
10580,3,1
10580,4,1
10591,1,1
10591,6,1
10601,1,1
10601,2,1
10601,3,1
10601,5,1
10703,6,1
10705,0,1
10708,0,1
10801,1,1
10805,4,1
10805,5,1
10968,6,1
11010,1,1
11010,6,1
11020,6,1
11021,2,1
11021,5,1
11030,1,1
11030,3,1
11030,4,1
11042,3,1
11101,0,3
11101,1,5
11101,2,6
11101,3,4
11101,4,4
11101,5,5
11102,0,3
11102,1,1
11102,2,3
11102,3,2
11102,4,3
11102,5,4
11102,6,3
11103,1,2
11103,2,1
11103,3,3
11103,4,5
11103,5,6
11103,6,3
11104,0,2
11104,1,1
11104,2,3
11104,3,4
11104,4,3
11104,5,4
11104,6,2
11105,0,1
11105,1,2
11105,2,3
11105,3,2
11105,4,2
11105,5,2
11105,6,4
11106,0,3
11106,2,2
11106,3,3
11106,4,4
11106,5,2
11106,6,3
11109,0,2
11109,1,3
11109,2,4
11109,3,3
11109,4,4
11109,5,9
11109,6,8
11201,0,17
11201,1,16
11201,2,20
11201,3,28
11201,4,28
11201,5,19
11201,6,26
11203,0,1
11204,5,1
11205,0,9
11205,1,8
11205,2,8
11205,3,5
11205,4,11
11205,5,15
11205,6,10
11206,0,8
11206,1,8
11206,2,4
11206,3,9
11206,4,7
11206,5,19
11206,6,15
11207,0,1
11207,6,1
11209,0,1
11209,1,2
11209,2,1
11209,4,3
11209,5,2
11210,1,2
11210,2,1
11210,3,2
11210,4,3
11210,5,3
11211,0,25
11211,1,33
11211,2,33
11211,3,32
11211,4,48
11211,5,54
11211,6,40
11212,0,1
11212,3,1
11212,5,1
11213,0,1
11213,1,5
11213,2,2
11213,3,6
11213,4,3
11213,5,3
11213,6,5
11214,4,1
11214,5,1
11215,0,12
11215,1,11
11215,2,13
11215,3,8
11215,4,17
11215,5,14
11215,6,18
11216,0,4
11216,1,6
11216,2,7
11216,3,13
11216,4,5
11216,5,6
11216,6,11
11217,0,12
11217,1,21
11217,2,13
11217,3,14
11217,4,15
11217,5,30
11217,6,17
11218,0,5
11218,1,4
11218,2,5
11218,4,4
11218,5,3
11218,6,2
11219,6,1
11220,0,1
11220,1,2
11220,2,1
11220,3,1
11220,4,3
11220,5,4
11220,6,2
11221,0,2
11221,1,3
11221,2,1
11221,3,3
11221,4,3
11221,5,6
11221,6,3
11222,0,8
11222,1,14
11222,2,11
11222,3,14
11222,4,17
11222,5,32
11222,6,17
11223,0,3
11223,1,1
11223,2,1
11223,3,4
11223,4,1
11223,5,1
11223,6,1
11224,5,1
11225,0,2
11225,1,2
11225,2,2
11225,3,1
11225,4,2
11225,5,3
11225,6,2
11226,0,1
11226,1,1
11226,2,1
11226,4,2
11226,5,2
11226,6,5
11228,1,1
11228,4,1
11229,0,1
11229,2,1
11229,5,2
11229,6,1
11230,0,2
11230,1,1
11230,3,2
11230,6,1
11231,0,11
11231,1,9
11231,2,9
11231,3,9
11231,4,9
11231,5,21
11231,6,8
11233,0,2
11233,1,3
11233,2,2
11233,3,3
11233,4,5
11233,5,1
11233,6,5
11234,5,1
11235,0,1
11235,2,2
11236,1,1
11236,2,2
11236,5,3
11237,0,10
11237,1,8
11237,2,6
11237,3,3
11237,4,9
11237,5,9
11237,6,9
11238,0,13
11238,1,13
11238,2,8
11238,3,11
11238,4,17
11238,5,14
11238,6,13
11239,2,1
11239,3,1
11239,5,1
11239,6,1
11354,5,1
11355,0,2
11355,2,1
11355,4,2
11355,5,2
11356,1,1
11357,4,1
11357,6,1
11360,1,1
11360,3,1
11360,6,1
11362,5,1
11362,6,1
11363,4,1
11365,3,1
11366,1,2
11366,3,1
11366,4,1
11367,0,1
11367,3,3
11367,4,1
11367,5,1
11367,6,1
11368,0,2
11368,1,3
11368,2,1
11368,3,1
11368,4,1
11368,5,4
11368,6,2
11369,0,1
11369,5,1
11369,6,1
11370,0,8
11370,1,7
11370,2,7
11370,3,5
11370,4,4
11370,5,1
11370,6,3
11371,0,36
11371,1,23
11371,2,23
11371,3,40
11371,4,29
11371,5,4
11371,6,36
11372,0,1
11372,1,2
11372,3,1
11372,4,2
11372,5,2
11372,6,1
11373,0,1
11373,1,2
11373,2,2
11373,4,1
11373,5,2
11373,6,2
11374,0,1
11374,1,1
11374,3,1
11374,5,1
11374,6,4
11375,0,3
11375,1,1
11375,2,1
11375,3,1
11375,4,2
11375,5,5
11375,6,2
11377,0,1
11377,1,1
11377,3,6
11377,4,2
11377,5,1
11377,6,2
11378,2,1
11378,4,1
11379,4,1
11379,5,2
11385,4,1
11385,5,3
11385,6,1
11412,0,1
11413,5,2
11414,5,1
11415,0,3
11415,3,1
11415,5,2
11415,6,1
11416,1,1
11416,3,1
11416,6,2
11418,0,1
11418,1,1
11418,3,1
11418,4,1
11419,5,1
11421,6,1
11422,0,29
11422,1,34
11422,2,30
11422,3,28
11422,4,33
11422,5,23
11422,6,34
11423,1,1
11432,2,2
11432,4,2
11432,5,1
11434,2,1
11435,0,2
11435,1,1
11435,2,1
11435,6,4
11436,1,1
11436,6,2
11501,1,1
11507,1,1
11510,2,1
11514,4,1
11514,6,2
11516,0,1
11530,5,2
11545,3,1
11545,6,1
11548,4,2
11561,0,1
11566,6,1
11570,1,1
11576,3,1
11576,4,1
11576,5,1
11590,5,1
11596,4,1
11710,1,1
11714,0,1
11725,5,1
11732,5,1
11743,5,1
11747,1,1
11747,5,1
11796,6,1
11797,1,1
11801,2,1
11803,5,1
11803,6,1
11949,3,1
