Zip,Hour,Number of Trips
6514,5,1
6807,20,1
6830,13,2
6830,20,1
6830,21,2
6878,20,1
6901,5,1
6901,10,1
6901,15,1
6901,17,1
6901,19,1
6901,22,3
6902,14,1
6902,20,1
7001,20,1
7002,0,1
7002,4,1
7002,8,1
7002,9,1
7002,10,2
7002,11,1
7002,13,2
7002,15,1
7002,16,2
7002,18,1
7002,19,1
7003,21,1
7003,23,1
7004,7,1
7004,12,1
7006,11,1
7008,4,1
7008,12,1
7008,22,1
7009,10,1
7010,5,1
7010,8,1
7010,12,1
7010,14,1
7010,17,1
7010,20,1
7012,14,1
7012,17,1
7012,19,1
7013,0,1
7013,6,1
7014,10,1
7014,12,1
7014,21,1
7014,23,1
7016,0,1
7016,7,1
7016,23,1
7020,5,1
7020,6,1
7020,9,1
7020,11,1
7020,12,1
7020,14,1
7020,16,1
7020,17,2
7020,20,1
7020,21,1
7020,22,1
7021,4,1
7022,2,1
7023,0,1
7023,12,1
7023,23,1
7024,0,1
7024,3,1
7024,6,2
7024,9,1
7024,11,3
7024,13,1
7024,14,1
7024,16,2
7024,17,1
7024,19,1
7024,20,1
7024,21,1
7024,22,2
7026,15,1
7028,3,1
7028,5,1
7028,16,1
7028,19,1
7029,3,1
7029,12,1
7029,16,1
7029,19,1
7029,20,1
7030,0,19
7030,1,13
7030,2,1
7030,3,6
7030,4,5
7030,5,2
7030,6,6
7030,7,12
7030,8,8
7030,9,4
7030,10,7
7030,11,7
7030,12,6
7030,13,4
7030,14,9
7030,15,16
7030,16,9
7030,17,9
7030,18,23
7030,19,12
7030,20,19
7030,21,25
7030,22,31
7030,23,15
7031,16,1
7033,21,1
7039,9,1
7039,12,1
7039,19,1
7039,21,1
7039,23,1
7040,3,1
7040,4,1
7040,14,1
7042,5,1
7042,16,2
7042,21,1
7042,22,1
7042,23,1
7043,3,1
7043,13,1
7043,16,1
7043,21,1
7044,14,1
7045,7,1
7046,12,1
7046,18,1
7047,2,1
7047,4,2
7047,5,1
7047,8,1
7047,14,1
7047,16,1
7047,19,1
7050,4,1
7050,10,1
7050,21,1
7052,3,1
7052,7,1
7052,13,1
7052,18,2
7052,19,2
7052,23,1
7058,21,1
7062,3,1
7065,6,1
7066,19,1
7068,4,1
7068,16,1
7068,18,1
7069,9,1
7070,9,1
7070,10,1
7070,13,1
7070,16,2
7070,22,1
7072,1,1
7072,8,1
7072,9,1
7072,10,1
7072,13,2
7072,14,2
7072,15,1
7072,16,2
7072,21,4
7072,22,4
7072,23,1
7073,11,1
7073,13,1
7073,15,1
7074,11,1
7075,0,1
7075,9,1
7075,10,1
7075,16,1
7078,1,1
7078,15,1
7078,17,2
7078,20,1
7078,21,1
7078,22,1
7079,4,1
7079,13,1
7079,21,3
7080,11,1
7081,15,1
7081,20,1
7081,22,1
7083,0,1
7083,2,1
7083,23,1
7086,0,2
7086,2,1
7086,4,1
7086,5,1
7086,10,2
7086,12,1
7086,13,1
7086,14,3
7086,15,1
7086,16,2
7086,17,1
7086,19,1
7086,20,1
7086,21,2
7086,22,1
7087,0,1
7087,2,1
7087,3,3
7087,4,2
7087,5,2
7087,9,1
7087,11,1
7087,12,1
7087,15,2
7087,16,2
7087,17,2
7087,18,1
7087,19,1
7087,20,1
7087,21,1
7087,22,1
7088,11,1
7088,19,1
7090,8,1
7090,12,1
7093,3,1
7093,4,1
7093,6,1
7093,7,1
7093,9,2
7093,10,1
7093,13,1
7093,17,1
7093,18,4
7093,19,1
7093,20,1
7093,21,2
7093,22,3
7093,23,1
7094,0,1
7094,4,1
7094,5,1
7094,6,1
7094,9,2
7094,12,2
7094,13,3
7094,14,4
7094,17,1
7094,18,2
7094,20,1
7094,21,2
7094,22,2
7095,19,1
7102,0,1
7102,2,1
7102,3,1
7102,4,1
7102,6,3
7102,7,2
7102,9,2
7102,10,1
7102,11,3
7102,12,4
7102,13,1
7102,14,3
7102,15,1
7102,16,5
7102,17,4
7102,19,5
7102,20,3
7102,21,2
7102,23,1
7103,10,1
7103,13,1
7104,20,1
7105,1,1
7105,7,1
7105,14,1
7105,16,1
7105,20,1
7106,6,1
7106,10,1
7106,16,1
7106,18,1
7106,21,1
7108,9,1
7110,16,2
7110,22,1
7110,23,1
7111,0,1
7111,16,2
7111,21,1
7112,0,1
7112,18,1
7114,0,21
7114,1,10
7114,2,2
7114,3,2
7114,4,14
7114,5,22
7114,6,13
7114,7,20
7114,8,19
7114,9,18
7114,10,24
7114,11,37
7114,12,33
7114,13,46
7114,14,44
7114,15,62
7114,16,46
7114,17,40
7114,18,41
7114,19,46
7114,20,29
7114,21,45
7114,22,42
7114,23,39
7201,1,1
7201,6,3
7201,11,1
7201,14,2
7201,18,2
7201,19,1
7201,23,2
7202,1,1
7202,13,1
7202,15,1
7203,4,1
7203,11,1
7204,15,1
7205,6,1
7205,11,1
7205,23,1
7206,13,1
7206,14,1
7206,15,1
7208,5,1
7208,14,2
7208,17,1
7302,0,5
7302,1,5
7302,4,2
7302,5,4
7302,7,2
7302,9,5
7302,10,2
7302,11,2
7302,13,1
7302,14,5
7302,15,4
7302,16,8
7302,17,1
7302,18,6
7302,19,4
7302,20,8
7302,21,6
7302,22,5
7302,23,9
7304,1,2
7304,3,1
7304,4,1
7304,5,3
7304,6,1
7304,7,2
7304,9,1
7304,10,3
7304,12,1
7304,13,1
7304,14,1
7304,15,1
7304,16,2
7304,18,1
7304,20,1
7304,21,1
7304,22,1
7304,23,2
7305,5,1
7305,9,1
7305,13,1
7305,14,1
7305,15,1
7305,18,1
7305,21,1
7306,0,1
7306,2,1
7306,4,1
7306,5,1
7306,6,1
7306,7,3
7306,8,3
7306,9,1
7306,11,3
7306,12,1
7306,13,1
7306,14,3
7306,15,3
7306,16,1
7306,17,3
7306,18,2
7306,19,3
7306,20,1
7306,21,1
7306,22,1
7307,0,2
7307,2,1
7307,4,1
7307,5,1
7307,6,1
7307,9,3
7307,11,1
7307,13,1
7307,14,1
7307,15,1
7307,16,3
7307,17,1
7307,18,1
7307,20,2
7307,21,1
7307,22,3
7307,23,3
7310,0,16
7310,1,8
7310,2,3
