Zip,Weekday,Hour,Number of Trips
6830,3,23,1
7002,3,9,1
7010,3,14,1
7012,3,23,1
7017,1,13,1
7020,1,13,1
7020,2,6,1
7024,0,18,1
7024,4,8,1
7024,5,8,1
7030,0,9,1
7030,0,19,1
7030,0,21,1
7030,0,22,1
7030,1,6,1
7030,1,20,1
7030,2,21,2
7030,3,18,1
7030,3,21,1
7030,4,7,1
7030,4,9,1
7030,4,19,1
7030,4,23,1
7030,5,0,1
7030,5,1,1
7030,5,11,1
7030,5,13,1
7030,5,18,1
7030,5,22,1
7030,5,23,3
7030,6,1,1
7030,6,2,1
7030,6,13,1
7032,0,11,1
7052,5,16,1
7063,6,3,1
7068,5,19,1
7070,1,6,1
7070,3,0,1
7070,5,18,1
7072,2,16,1
7072,5,22,1
7073,3,17,1
7074,3,20,1
7086,1,6,1
7086,4,14,1
7087,2,16,1
7087,6,11,1
7093,1,20,1
7093,2,21,1
7093,5,23,1
7093,6,1,1
7094,1,13,1
7094,3,15,1
7102,1,7,1
7102,1,11,1
7102,1,14,2
7102,1,20,2
7102,3,0,1
7102,4,15,1
7102,5,17,1
7102,6,0,1
7112,2,7,1
7114,0,7,1
7114,0,8,1
7114,0,10,1
7114,0,11,1
7114,0,12,1
7114,0,14,1
7114,0,15,2
7114,0,17,3
7114,0,21,1
7114,0,23,2
7114,1,7,1
7114,1,11,1
7114,1,12,1
7114,1,13,2
7114,1,16,1
7114,1,17,2
7114,1,20,1
7114,1,21,2
7114,2,12,1
7114,2,15,3
7114,2,17,1
7114,2,19,1
7114,2,21,2
7114,3,7,1
7114,3,9,3
7114,3,11,1
7114,3,12,1
7114,3,13,1
7114,3,15,2
7114,3,18,1
7114,3,19,2
7114,3,20,2
7114,3,21,1
7114,3,22,2
7114,3,23,3
7114,4,0,1
7114,4,12,1
7114,4,13,1
7114,4,15,1
7114,4,16,1
7114,4,21,1
7114,5,21,1
7114,5,22,1
7114,6,11,1
7114,6,14,2
7114,6,16,2
7114,6,17,2
7114,6,19,4
7114,6,20,2
7114,6,21,1
7114,6,22,1
7114,6,23,2
7201,1,11,1
7204,6,17,1
7206,2,11,1
7302,0,19,1
7302,1,3,1
7302,1,17,1
7302,2,20,1
7302,2,23,1
7302,4,1,1
7302,4,18,1
7302,4,23,1
7302,5,0,1
7302,5,18,1
7302,6,13,1
7304,6,0,1
7304,6,19,1
7305,3,18,1
7305,5,6,1
7306,0,5,1
7307,2,23,1
7307,5,23,1
7310,0,15,1
7310,1,5,1
7310,2,7,1
7310,2,16,1
7310,3,5,1
7310,3,8,1
7310,3,16,1
7310,4,0,1
7310,4,3,1
7310,4,11,1
7310,4,12,1
7310,4,13,1
7310,4,22,1
7310,5,0,1
7310,5,4,1
7310,5,13,1
7310,6,10,2
7310,6,16,1
7310,6,21,1
7311,0,5,1
7311,1,13,1
7311,2,6,1
7311,3,13,1
7311,3,15,1
7311,3,16,1
7311,3,18,1
7311,3,21,1
7311,3,22,1
7311,5,3,1
7311,5,21,1
7452,5,21,1
7470,5,21,1
7506,5,22,1
7514,6,21,1
7601,4,12,1
7604,1,22,1
7604,4,19,1
7606,3,12,1
7608,1,17,1
7632,0,14,1
7632,2,10,1
7660,6,6,1
7670,2,14,1
7717,4,22,1
7755,6,16,1
7960,4,10,1
8817,4,13,1
8830,4,6,1
8837,2,10,1
10001,0,1,1
10001,0,7,5
10001,0,8,1
10001,0,9,5
10001,0,10,1
10001,0,11,4
10001,0,12,2
10001,0,13,2
10001,0,14,3
10001,0,15,4
10001,0,16,6
10001,0,17,3
10001,0,18,5
10001,0,19,6
10001,0,20,4
10001,0,21,1
10001,0,22,3
10001,1,0,3
10001,1,5,2
10001,1,6,1
10001,1,7,2
10001,1,8,1
10001,1,9,4
10001,1,10,2
10001,1,11,3
10001,1,12,1
10001,1,13,7
10001,1,14,4
10001,1,15,3
10001,1,16,10
10001,1,17,12
10001,1,18,8
10001,1,19,7
10001,1,20,6
10001,1,21,2
10001,1,22,3
10001,1,23,1
10001,2,0,1
10001,2,1,1
10001,2,5,2
10001,2,7,2
10001,2,8,2
10001,2,9,1
10001,2,10,1
10001,2,11,2
10001,2,12,4
10001,2,13,1
10001,2,14,6
10001,2,15,6
10001,2,16,5
10001,2,17,9
10001,2,18,10
10001,2,19,2
10001,2,20,8
10001,2,21,9
10001,2,22,5
10001,2,23,1
10001,3,0,1
10001,3,6,4
10001,3,7,2
10001,3,9,1
10001,3,10,5
10001,3,11,1
10001,3,12,2
10001,3,13,4
10001,3,14,5
10001,3,15,9
10001,3,16,8
10001,3,17,11
10001,3,18,9
10001,3,19,5
10001,3,20,2
10001,3,21,5
10001,3,22,6
10001,3,23,3
10001,4,0,1
10001,4,2,1
10001,4,3,1
10001,4,4,1
10001,4,7,2
10001,4,8,3
10001,4,9,1
10001,4,10,2
10001,4,11,4
10001,4,13,4
