Zip,Hour,Number of Trips
6850,11,1
7002,9,1
7030,1,1
7030,12,1
7030,18,1
7030,21,1
7030,22,4
7102,18,1
7102,21,1
7110,8,1
7114,6,2
7114,11,1
7114,13,2
7114,15,1
7114,16,2
7114,21,2
7114,23,1
7302,10,1
7302,14,3
7310,10,1
7310,13,1
7310,14,1
7311,1,1
7311,7,1
10001,0,1
10001,2,3
10001,5,1
10001,6,1
10001,7,4
10001,8,1
10001,12,1
10001,13,3
10001,14,2
10001,15,2
10001,16,2
10001,17,6
10001,18,2
10001,19,6
10001,20,6
10001,21,1
10001,22,4
10001,23,2
10002,0,3
10002,1,2
10002,2,1
10002,3,1
10002,4,2
10002,5,1
10002,7,1
10002,8,2
10002,10,1
10002,11,1
10002,13,1
10002,14,1
10002,15,2
10002,16,2
10002,17,1
10002,18,4
10002,19,2
10002,21,4
10002,22,3
10002,23,1
10003,0,1
10003,5,3
10003,6,1
10003,7,3
10003,8,6
10003,9,3
10003,10,2
10003,11,2
10003,12,1
10003,13,1
10003,14,2
10003,15,1
10003,16,3
10003,17,3
10003,18,4
10003,19,3
10003,20,2
10003,21,7
10003,22,1
10003,23,2
10005,11,1
10005,14,2
10005,15,2
10005,20,1
10006,17,1
10006,18,1
10006,22,1
10007,9,1
10007,13,1
10007,14,1
10007,15,1
10007,17,1
10007,18,1
10007,19,1
10007,20,2
10009,1,1
10009,2,1
10009,8,2
10009,9,3
10009,10,1
10009,12,1
10009,13,1
10009,14,2
10009,18,3
10009,20,1
10009,21,3
10009,22,1
10011,0,3
10011,2,1
10011,4,1
10011,6,2
10011,7,3
10011,8,5
10011,9,4
10011,10,6
10011,11,1
10011,12,2
10011,13,1
10011,14,2
10011,15,4
10011,16,3
10011,17,4
10011,18,4
10011,19,5
10011,20,5
10011,21,4
10011,22,4
10011,23,3
10012,0,1
10012,1,1
10012,2,2
10012,6,2
10012,7,2
10012,8,3
10012,9,3
10012,11,2
10012,12,1
10012,13,1
10012,14,5
10012,15,3
10012,16,2
10012,17,5
10012,18,1
10012,19,5
10012,20,2
10012,21,3
10012,22,2
10012,23,2
10013,4,1
10013,7,1
10013,8,1
10013,13,1
10013,15,2
10013,16,1
10013,17,2
10013,18,2
10013,19,4
10013,20,2
10013,22,2
10014,1,1
10014,2,1
10014,5,2
10014,8,2
10014,9,1
10014,11,1
10014,12,1
10014,13,1
10014,15,1
10014,16,4
10014,18,2
10014,19,1
10014,20,5
10014,21,2
10014,22,3
10014,23,3
10016,3,1
10016,12,1
10016,17,1
10016,19,3
10017,7,1
10017,10,1
10017,12,1
10017,13,1
10017,14,1
10017,15,2
10017,16,2
10017,17,3
10017,18,1
10017,19,1
10017,20,1
10017,21,1
10017,22,1
10017,23,1
10018,2,2
10018,4,1
10018,7,1
10018,8,2
10018,10,2
10018,11,3
10018,13,2
10018,15,3
10018,16,1
10018,19,1
10018,21,2
10018,22,1
10019,6,1
10019,8,1
10019,9,1
10019,10,2
10019,14,1
10019,15,2
10019,16,2
10019,17,1
10019,18,2
10019,19,1
10019,21,2
10020,7,1
10020,12,2
10020,15,1
10020,16,1
10020,18,2
10020,19,1
10020,21,2
10020,23,1
10021,4,1
10021,5,1
10021,7,1
10021,8,1
10021,9,2
10021,10,1
10021,12,2
10021,13,1
10021,16,1
10021,17,2
10021,18,2
10021,19,1
10021,20,1
10021,22,1
10022,1,1
10022,11,1
10022,12,1
10022,13,1
10022,14,3
10022,16,1
10022,17,2
10022,18,1
10022,19,3
10023,7,3
10023,8,6
10023,10,2
10023,11,1
10023,12,1
10023,13,3
10023,14,2
10023,15,3
10023,16,1
10023,17,1
10023,18,1
10023,19,1
10023,21,1
10023,22,1
10025,7,1
10025,12,1
10025,13,1
10025,14,1
10025,23,1
10026,0,1
10026,22,1
10026,23,1
10027,20,1
10028,4,1
10028,6,1
10028,7,3
10028,8,1
10028,9,1
10028,10,1
10028,13,1
10028,14,1
10028,17,1
10028,18,2
10028,19,1
10029,4,1
10029,11,1
10029,19,1
10029,21,1
10029,23,1
10030,6,1
10030,21,1
10031,7,1
10032,11,1
10032,12,1
10032,18,1
10034,21,1
10035,8,1
10035,17,1
10035,20,1
10037,3,1
10037,19,1
10038,4,1
10038,8,1
10038,9,1
10038,16,1
10038,22,1
10038,23,1
10039,6,1
10039,22,1
10044,7,1
10044,14,1
10044,15,1
10044,16,2
10044,18,1
10065,7,3
10065,8,1
10065,9,1
10065,11,3
10065,12,2
10065,14,1
10065,15,1
10065,16,1
10069,6,1
10069,11,2
10069,12,1
10069,16,1
10069,17,1
10069,20,1
10103,6,1
10103,7,1
10103,11,1
10103,14,1
10103,16,6
10103,17,4
10103,19,2
10103,21,1
10103,22,1
10110,6,1
10110,7,1
10110,8,3
10110,9,1
10110,10,1
10110,12,1
10110,13,1
10110,14,3
10110,15,2
10110,16,4
10110,17,9
10110,18,5
10110,19,3
10110,20,2
10110,21,1
10111,11,1
10111,12,1
10111,14,1
10111,16,2
10111,19,1
10111,20,2
10112,11,1
10112,20,1
10112,23,1
10115,3,1
10115,11,1
10119,5,1
10119,8,1
10119,14,1
10119,16,1
10119,18,2
10119,19,1
10119,21,1
10119,22,1
10152,15,1
10152,17,2
10152,18,2
10152,19,3
10153,6,1
10153,8,2
10153,9,2
10153,11,2
10153,14,1
10153,15,2
10153,16,1
10153,17,5
10153,18,5
10153,19,1
10153,20,1
10153,21,1
10153,22,2
10154,8,1
10154,10,1
10154,11,1
10154,13,1
10154,14,1
10154,17,1
10154,18,3
10154,19,1
10162,7,2
10162,8,1
10162,9,1
10162,11,1
10162,14,2
10162,18,1
10162,19,1
10162,22,1
10162,23,1
10167,14,1
10167,16,1
10167,17,1
10167,19,4
10167,20,2
10171,6,1
10171,10,2
10171,17,2
10171,18,5
10171,19,1
10171,20,1
10199,5,1
10199,8,1
10199,9,1
10199,10,1
10199,11,1
10199,12,2
10199,14,1
10199,15,4
10199,16,2
10199,17,2
10199,18,2
10199,19,1
10199,20,1
10199,21,3
10271,4,1
10271,11,1
10271,12,1
10271,14,1
10271,15,1
10271,19,1
10271,22,1
10278,7,1
10278,9,1
10278,10,1
10278,13,1
10278,15,3
10278,16,3
10278,17,2
10278,18,1
10278,19,3
10278,20,2
10278,23,2
10280,17,1
10280,19,1
10282,0,2
10282,2,1
10282,4,1
10282,8,1
10282,14,1
10282,15,1
10282,16,2
10282,18,1
10282,21,1
10455,23,1
10456,2,1
10458,21,1
10472,15,1
10595,14,1
10601,17,1
10801,18,1
11004,8,1
11101,4,1
11101,14,1
11101,15,1
11101,20,1
11102,5,1
11102,20,1
11102,22,1
11102,23,1
11103,11,1
11103,21,1
11105,21,1
11106,20,1
11109,9,2
11109,21,1
11201,0,1
11201,4,1
11201,8,1
11201,12,2
11201,13,1
11201,15,1
11201,16,1
11201,18,2
11201,19,4
11201,21,1
11205,15,1
11205,16,1
11205,17,1
11205,18,1
11205,20,1
11205,23,1
11206,0,1
11206,17,1
11206,18,1
11207,7,1
11209,9,1
11209,11,1
11210,7,1
11210,16,1
11210,19,1
11210,22,1
11211,0,2
11211,1,2
11211,2,1
11211,5,1
11211,6,1
11211,7,1
11211,8,4
11211,11,1
11211,13,2
11211,14,1
11211,15,1
11211,16,2
11211,17,1
11211,18,1
11211,19,2
11211,20,2
11211,21,4
11211,22,1
11211,23,2
11213,7,1
11213,12,1
11213,19,1
11214,19,1
11215,7,1
11215,18,1
11215,19,1
11216,2,1
11216,8,1
11217,0,1
11217,5,1
11217,8,1
11217,15,1
11217,17,1
11217,18,1
11217,19,1
11217,20,1
11217,21,1
11217,22,1
11218,17,1
11220,16,1
11221,1,1
11221,10,1
11221,13,1
11221,17,1
11221,19,1
11221,21,1
11221,23,1
11222,1,2
11222,3,1
11222,6,1
11222,7,1
11222,16,1
11222,17,2
11222,21,1
11222,22,1
11222,23,2
11223,20,1
11225,7,1
11229,22,1
11230,7,1
11230,12,1
11231,8,1
11231,14,1
11231,17,1
11231,19,1
11231,22,1
11233,12,1
11235,0,1
11237,9,1
11237,10,1
11237,12,1
11237,16,1
11237,22,1
11238,8,1
11238,11,1
11238,12,1
11238,21,2
11238,22,2
11355,5,1
11355,21,1
11357,14,1
11364,13,1
11364,22,1
11367,12,1
11370,15,1
11371,7,1
11371,9,2
11371,10,2
11371,12,1
11371,14,1
11371,16,1
11371,17,1
11371,18,1
11371,20,2
11371,21,1
11371,22,2
11371,23,1
11372,6,1
11374,8,1
11374,11,1
11375,10,1
11375,16,1
11377,8,1
11379,12,1
11379,19,1
11414,20,1
11415,8,1
11417,16,1
11418,2,1
11422,0,1
11422,5,1
11422,6,1
11422,7,1
11422,9,1
11422,14,3
11422,15,1
11422,16,2
11422,18,3
11422,19,2
11427,23,1
11430,23,1
11436,15,1
11436,17,1
11530,21,1
11803,10,1
