Zip,Hour,Number of Trips
6461,19,1
6604,13,1
6605,0,1
6605,14,1
6605,15,1
6606,8,1
6615,6,1
6807,0,1
6807,4,1
6807,7,2
6807,11,1
6807,15,1
6807,19,1
6820,1,1
6820,11,1
6820,21,1
6824,9,1
6830,0,1
6830,3,1
6830,5,1
6830,6,1
6830,8,2
6830,9,1
6830,10,1
6830,11,2
6830,14,3
6830,15,1
6830,16,1
6830,17,1
6830,19,2
6830,20,3
6830,21,2
6830,22,7
6830,23,1
6831,17,1
6840,15,1
6840,21,1
6850,11,1
6851,21,1
6854,21,1
6855,0,1
6870,9,1
6870,12,1
6870,14,1
6870,18,1
6870,22,1
6870,23,1
6878,22,4
6880,12,1
6880,15,1
6880,16,1
6880,19,3
6890,0,1
6890,20,1
6890,22,1
6901,0,2
6901,1,2
6901,4,1
6901,6,1
6901,7,1
6901,8,1
6901,9,2
6901,10,1
6901,12,1
6901,15,2
6901,16,3
6901,17,1
6901,18,1
6901,19,1
6901,20,1
6901,21,2
6901,22,8
6901,23,4
6902,5,1
6902,12,1
6902,17,2
6902,19,1
6902,20,1
6902,22,1
6902,23,1
6905,11,1
6905,12,1
6906,22,1
7001,3,1
7001,9,1
7001,23,1
7002,2,1
7002,3,3
7002,4,2
7002,5,1
7002,6,3
7002,7,4
7002,8,5
7002,9,4
7002,10,12
7002,11,4
7002,12,7
7002,13,3
7002,14,10
7002,15,3
7002,16,7
7002,17,10
7002,18,5
7002,19,6
7002,20,4
7002,21,4
7002,22,2
7002,23,4
7003,4,1
7003,5,1
7003,6,1
7003,9,2
7003,10,1
7003,16,2
7003,17,2
7003,18,1
7003,19,1
7003,20,1
7003,21,2
7003,22,1
7003,23,1
7004,0,1
7004,7,2
7004,9,1
7004,10,1
7004,12,1
7004,14,2
7004,15,1
7004,21,1
7005,0,1
7005,14,1
7005,19,1
7006,6,2
7006,10,2
7006,11,1
7006,14,1
7006,15,1
7006,16,2
7006,17,1
7006,18,1
7006,21,1
7006,23,1
7008,0,1
7008,4,1
7008,11,1
7008,17,1
7008,21,1
7008,22,1
7009,12,1
7009,15,1
7009,16,1
7009,20,1
7009,21,1
7009,22,4
7010,0,5
7010,1,1
7010,2,2
7010,3,1
