Zip,Weekday,Number of Trips
6461,6,1
6604,4,1
6605,5,2
6605,6,1
6606,4,1
6615,3,1
6807,1,1
6807,2,3
6807,3,3
6820,1,1
6820,6,2
6824,3,1
6830,0,1
6830,1,3
6830,2,8
6830,3,6
6830,4,5
6830,5,8
6831,6,1
6840,4,1
6840,6,1
6850,4,1
6851,0,1
6854,4,1
6855,6,1
6870,0,1
6870,1,1
6870,3,1
6870,4,1
6870,5,2
6878,0,1
6878,1,1
6878,3,2
6880,2,1
6880,4,2
6880,5,3
6890,3,2
6890,5,1
6901,0,3
6901,1,2
6901,2,7
6901,3,3
6901,4,8
6901,5,5
6901,6,7
6902,1,1
6902,3,4
6902,4,1
6902,5,2
6905,1,1
6905,4,1
6906,0,1
7001,2,1
7001,6,2
7002,0,13
7002,1,13
7002,2,14
7002,3,15
7002,4,20
7002,5,22
7002,6,7
7003,0,1
7003,1,1
7003,2,1
7003,3,5
7003,4,2
7003,5,4
7003,6,3
7004,0,1
7004,1,2
7004,2,2
7004,5,3
7004,6,2
7005,0,1
7005,2,1
7005,6,1
7006,0,3
7006,1,1
7006,2,1
7006,3,1
7006,4,3
7006,5,1
7006,6,3
7008,1,1
7008,3,1
7008,4,2
7008,5,1
7008,6,1
7009,0,1
7009,2,1
7009,3,1
7009,4,3
7009,5,1
7009,6,2
7010,0,8
7010,1,5
7010,2,7
7010,3,9
7010,4,12
7010,5,16
7010,6,11
7011,4,1
7011,5,2
7012,0,5
7012,1,3
7012,2,5
7012,3,5
7012,4,4
7012,5,6
7012,6,3
7013,1,2
7013,2,2
7013,3,1
7013,4,2
7013,5,5
7013,6,2
7014,0,6
7014,1,8
7014,2,6
7014,3,4
7014,4,6
7014,5,10
7014,6,9
7016,0,2
7016,1,3
7016,2,1
7016,5,2
7016,6,3
7017,0,2
7017,1,2
7017,2,2
7017,3,3
7017,4,2
7018,0,1
7018,1,5
7018,2,2
7018,3,1
7018,4,3
7018,5,3
7018,6,4
7020,0,10
7020,1,10
7020,2,4
7020,3,6
7020,4,7
7020,5,12
7020,6,14
7021,0,2
7021,1,2
7021,2,1
7021,3,2
7021,4,7
7021,5,3
7021,6,2
7022,0,6
7022,1,3
7022,2,6
7022,3,7
7022,4,7
7022,5,6
7022,6,7
7023,2,1
7023,4,2
7023,5,3
7023,6,1
7024,0,22
7024,1,18
7024,2,19
7024,3,24
7024,4,16
7024,5,29
7024,6,24
7026,1,1
7026,2,3
7026,3,1
7026,4,4
7026,5,4
7026,6,1
7027,1,2
7027,2,1
7027,4,3
7027,5,2
7028,0,5
7028,1,3
7028,2,3
7028,3,4
7028,4,7
7028,5,6
7028,6,7
7029,0,1
7029,1,6
7029,2,5
7029,3,3
7029,4,2
7029,5,7
7029,6,2
7030,0,227
7030,1,240
7030,2,232
7030,3,316
7030,4,381
7030,5,666
7030,6,483
7031,0,2
7031,2,2
7031,3,1
7031,4,1
7031,5,6
7031,6,6
7032,0,3
7032,1,2
7032,2,1
7032,3,1
7032,4,1
7032,5,1
7033,0,2
7033,1,2
7033,2,2
7033,3,3
7033,4,1
7033,5,3
7034,0,1
7034,2,1
7035,3,1
7035,5,1
7035,6,1
7036,0,1
7036,1,4
7036,2,1
7036,3,1
7036,4,2
7036,5,2
7039,0,3
7039,1,3
7039,2,6
7039,3,3
7039,4,1
7039,5,12
7039,6,2
7040,0,3
7040,1,7
7040,2,5
7040,3,6
7040,4,5
7040,5,5
7040,6,6
7041,0,5
7041,1,5
7041,2,3
7041,3,2
7041,4,2
7041,5,4
7041,6,2
7042,0,7
7042,1,4
7042,2,4
7042,3,8
7042,4,11
7042,5,10
7042,6,7
7043,0,2
7043,1,4
7043,2,1
7043,3,6
7043,4,7
7043,5,5
7043,6,8
7044,0,1
7044,2,1
7044,3,2
7044,4,2
7044,5,5
7044,6,3
7046,0,1
7046,1,3
7046,2,3
7046,3,3
7046,4,4
7046,5,1
7047,0,8
7047,1,8
7047,2,8
7047,3,9
7047,4,8
7047,5,8
7047,6,10
7050,0,3
7050,1,1
7050,2,4
7050,3,3
7050,4,3
7050,5,4
7050,6,4
7052,0,4
7052,1,2
7052,2,5
7052,3,8
7052,4,5
7052,5,13
7052,6,5
7054,0,3
7054,1,3
7054,2,4
7054,3,5
7054,4,1
7054,5,2
7054,6,1
7055,0,4
7055,1,1
7055,2,2
7055,3,3
7055,4,1
7055,5,4
7055,6,1
7057,0,1
7057,1,1
7057,2,1
7057,3,2
7057,4,1
7057,5,4
7058,3,1
7058,4,1
7058,5,1
7058,6,2
7059,2,1
7059,6,1
7060,3,1
7062,0,1
7062,2,1
7062,4,1
7063,2,1
7063,3,1
7063,5,1
7064,6,1
7065,1,1
7065,2,1
7065,3,4
7065,4,2
7065,5,4
7065,6,3
7066,0,1
7066,2,1
7066,3,2
7066,4,3
7066,5,2
7067,2,2
7067,3,1
7067,5,1
7067,6,1
7068,0,6
7068,1,4
7068,2,2
7068,3,3
7068,4,4
7068,5,2
7069,0,1
7069,4,1
7069,5,2
7069,6,1
7070,0,13
7070,1,9
7070,2,13
7070,3,14
7070,4,7
7070,5,6
7070,6,10
7071,0,3
7071,1,1
7071,2,3
7071,3,3
7071,4,1
7071,5,3
7072,0,13
7072,1,22
7072,2,11
7072,3,20
7072,4,20
7072,5,36
7072,6,46
7073,0,2
7073,2,5
7073,3,3
7073,4,9
7073,5,2
7073,6,7
7074,0,7
7074,1,2
7074,2,4
7074,3,2
7074,4,3
7074,5,2
7074,6,5
7075,0,4
7075,1,5
7075,2,4
7075,3,1
7075,5,5
7076,2,1
7076,3,1
7076,5,1
7077,6,1
7078,0,10
7078,1,11
7078,2,13
7078,3,12
7078,4,8
7078,5,11
7078,6,4
7079,0,4
7079,1,9
7079,2,8
7079,3,11
7079,4,7
7079,5,13
7079,6,14
7080,0,2
7080,2,1
7080,5,1
7081,0,3
7081,1,3
7081,2,1
7081,3,3
7081,4,7
7081,5,4
7082,0,1
7083,0,1
7083,1,1
7083,2,2
7083,3,4
7083,4,2
7083,5,3
7086,0,27
7086,1,32
7086,2,30
7086,3,32
7086,4,39
7086,5,47
7086,6,39
7087,0,19
7087,1,18
7087,2,22
7087,3,36
7087,4,35
7087,5,33
7087,6,31
7088,0,2
7088,1,5
7088,2,3
7088,3,3
7088,4,1
7088,5,3
7088,6,1
7090,0,2
7090,1,7
7090,2,2
7090,3,3
7090,4,2
7090,5,3
7090,6,2
7092,1,3
7092,2,2
7092,4,1
7092,5,1
7092,6,1
7093,0,29
7093,1,16
7093,2,23
7093,3,24
7093,4,41
7093,5,42
7093,6,35
7094,0,39
7094,1,51
7094,2,33
7094,3,48
7094,4,33
7094,5,33
7094,6,35
7095,0,5
7095,1,3
7095,2,1
7095,4,2
7095,6,1
7102,0,61
7102,1,76
7102,2,88
7102,3,96
7102,4,75
7102,5,54
7102,6,40
7103,0,5
7103,1,6
7103,2,7
7103,3,6
7103,4,5
7103,5,9
7103,6,7
7104,0,3
7104,1,3
7104,2,3
7104,3,2
7104,5,5
7104,6,1
7105,0,4
7105,1,6
7105,2,8
7105,3,5
7105,4,6
7105,5,8
7105,6,11
7106,0,1
7106,1,5
7106,2,1
7106,3,4
7106,4,2
7106,6,3
7107,0,1
7107,1,2
7107,2,1
7107,3,3
7107,4,2
7107,5,3
7107,6,1
7108,1,6
7108,2,1
7108,3,3
7108,4,3
7108,5,3
7108,6,3
7109,0,2
7109,2,1
7109,3,2
7109,4,2
7109,5,4
7109,6,2
7110,0,3
7110,1,3
7110,3,5
7110,4,3
7110,5,8
7110,6,4
7111,0,2
7111,1,1
7111,2,2
7111,3,3
7111,4,6
7111,5,4
7111,6,2
7112,0,2
7112,1,4
7112,2,1
7112,3,2
7112,4,2
7112,5,2
7112,6,2
7114,0,1266
7114,1,982
7114,2,938
7114,3,1110
7114,4,1025
7114,5,521
7114,6,1183
7201,0,24
7201,1,27
7201,2,33
7201,3,21
7201,4,14
7201,5,14
7201,6,14
7202,0,5
7202,1,1
7202,2,5
7202,3,2
7202,4,2
7202,5,4
7202,6,7
7203,0,2
7203,1,2
7203,3,1
7203,4,1
7203,5,3
7203,6,1
7204,0,3
7204,2,2
7204,3,1
7204,4,1
7204,5,2
7204,6,3
7205,0,2
7205,1,2
7205,2,1
7205,3,1
7205,4,5
7205,5,1
7205,6,1
7206,0,3
7206,1,4
7206,2,4
7206,3,4
7206,4,4
7206,5,3
7206,6,4
7208,0,4
7208,1,2
7208,2,5
7208,3,4
7208,4,5
7208,5,9
7208,6,2
7302,0,95
7302,1,71
7302,2,92
7302,3,99
7302,4,165
7302,5,236
7302,6,170
7304,0,28
7304,1,23
7304,2,38
7304,3,40
7304,4,42
7304,5,53
7304,6,46
7305,0,7
7305,1,11
7305,2,7
7305,3,21
7305,4,18
7305,5,11
7305,6,11
7306,0,38
7306,1,46
7306,2,42
7306,3,46
7306,4,36
7306,5,37
7306,6,40
7307,0,25
7307,1,20
7307,2,26
7307,3,23
7307,4,52
7307,5,69
7307,6,47
7310,0,207
7310,1,233
7310,2,241
7310,3,262
7310,4,324
7310,5,491
7310,6,374
7311,0,139
7311,1,146
7311,2,161
7311,3,167
7311,4,182
7311,5,182
7311,6,163
7401,1,1
7401,3,2
7401,4,2
7401,5,3
7405,5,1
7407,0,3
7407,1,2
7407,2,1
7407,3,1
7410,1,1
7410,5,1
7410,6,1
7417,0,1
7417,2,2
7417,3,2
7417,4,1
7417,6,1
7423,0,2
7423,1,1
7423,2,1
7423,3,2
7423,4,2
7423,5,2
7423,6,2
7424,0,3
7424,1,1
7424,3,2
7424,4,3
7424,5,2
7424,6,1
7430,0,1
7430,2,2
7430,3,1
7430,4,1
7430,5,1
7432,1,2
7432,3,1
7432,4,3
7436,5,1
7436,6,2
7440,5,1
7440,6,1
7442,2,1
7442,3,1
7442,6,1
7444,1,1
7444,2,1
7444,3,1
7446,0,2
7446,1,2
7446,2,3
7446,3,3
7446,4,3
7446,5,3
7450,0,5
7450,1,1
7450,2,5
7450,3,4
7450,4,7
7450,5,3
7450,6,6
7452,0,2
7452,1,1
7452,2,2
7452,4,2
7452,5,2
7452,6,2
7457,6,4
7458,0,2
7458,1,5
7458,2,6
7458,3,3
7458,4,2
7458,5,1
7458,6,1
7463,1,2
7463,3,1
7463,4,5
7463,6,1
7470,0,2
7470,2,3
7470,3,3
7470,5,2
7470,6,2
7481,1,5
7481,3,1
7481,4,3
7481,5,2
7481,6,3
7495,1,1
7495,2,1
7495,3,1
7495,5,1
7501,0,1
7501,1,1
7501,2,1
7501,4,2
7501,5,5
7502,0,1
7502,2,1
7502,5,2
7503,1,1
7503,2,1
7505,3,2
7505,5,2
7506,2,2
7506,5,2
7506,6,1
7508,4,1
7512,0,3
7512,1,2
7512,2,3
7512,3,5
7512,4,2
7512,5,5
7512,6,1
7513,3,1
7513,5,1
7514,2,1
7514,3,1
7514,5,1
7524,5,1
7601,0,7
7601,1,5
7601,2,13
7601,3,11
7601,4,12
7601,5,7
7601,6,5
7603,0,2
7603,1,3
7603,2,2
7603,3,2
7603,4,3
7603,5,1
7603,6,2
7604,0,7
7604,1,5
7604,2,8
7604,3,4
7604,4,1
7604,5,6
7604,6,2
7605,0,6
7605,1,9
7605,2,9
7605,3,9
7605,4,8
7605,5,8
7605,6,7
7606,0,3
7606,1,1
7606,2,1
7606,3,1
7606,4,4
7606,5,1
7606,6,1
7607,0,3
7607,1,3
7607,2,1
7607,3,2
7607,4,1
7607,5,4
7607,6,6
7608,0,2
7608,1,4
7608,2,5
7608,3,4
7608,4,2
7608,5,3
7608,6,3
7621,0,3
7621,1,1
7621,2,4
7621,3,3
7621,4,2
7621,5,2
7621,6,2
7624,1,1
7624,3,1
7624,4,1
7624,5,1
7624,6,1
7626,0,1
7626,2,1
7626,3,2
7626,4,4
7626,5,4
7627,2,2
7627,3,2
7627,4,1
7627,5,1
7627,6,1
7628,0,2
7628,2,2
7628,3,1
7628,4,1
7628,6,2
7630,3,1
7631,0,9
7631,1,9
7631,2,8
7631,3,16
7631,4,13
7631,5,12
7631,6,12
7632,0,8
7632,1,13
7632,2,17
7632,3,20
7632,4,16
7632,5,6
7632,6,4
7640,3,1
7640,4,1
7640,5,2
7640,6,1
7642,2,1
7642,4,4
7642,5,3
7642,6,1
7643,0,1
7643,1,2
7643,3,1
7643,4,4
7643,5,2
7643,6,3
7644,0,3
7644,1,2
7644,2,2
7644,3,4
7644,4,2
7644,5,4
7644,6,4
7645,1,1
7645,2,3
7645,3,3
7645,4,2
7645,5,2
7646,0,1
7646,2,2
7646,3,3
7646,4,1
7646,5,3
7647,2,1
7647,3,4
7647,5,2
7647,6,1
7648,0,1
7648,2,4
7648,3,4
7648,4,2
7648,5,5
7648,6,3
7649,0,2
7649,3,1
7649,4,2
7649,5,3
7649,6,1
7650,0,3
7650,1,1
7650,2,6
7650,3,5
7650,4,5
7650,5,8
7650,6,3
7652,0,2
7652,1,3
7652,2,4
7652,3,11
7652,4,7
7652,5,2
7652,6,5
7656,2,1
7656,5,1
7657,0,2
7657,2,1
7657,3,1
7657,4,2
7657,5,1
7657,6,1
7660,0,4
7660,1,7
7660,2,9
7660,3,11
7660,4,9
7660,5,3
7660,6,2
7661,0,2
7661,1,3
7661,2,2
7661,3,4
7661,5,7
7661,6,3
7662,0,2
7662,1,7
7662,2,6
7662,3,5
7662,4,5
7662,5,3
7662,6,2
7663,0,4
7663,1,1
7663,2,1
7663,3,1
7663,4,3
7663,5,2
7663,6,1
7666,0,6
7666,1,2
7666,2,3
7666,3,5
7666,4,5
7666,5,3
7666,6,8
7670,0,8
7670,1,7
7670,2,8
7670,3,6
7670,4,9
7670,5,12
7670,6,6
7675,1,1
7675,3,1
7675,5,1
7675,6,1
7676,0,2
7676,2,2
7676,3,1
7676,4,5
7676,5,5
7676,6,1
7677,1,1
7677,2,1
7677,4,1
7677,5,1
7701,0,1
7701,5,4
7701,6,3
7702,4,1
7702,5,2
7702,6,1
7704,3,1
7704,4,1
7711,4,4
7711,5,3
7712,5,2
7712,6,2
7716,6,1
7717,4,5
7717,5,19
7717,6,9
7719,6,1
7720,0,1
7720,3,1
7720,4,2
7720,5,1
7720,6,2
7721,2,1
7721,5,1
7722,5,1
7723,4,2
7723,6,3
7724,4,1
7726,5,1
7727,2,1
7728,3,1
7728,5,1
7730,0,1
7730,6,1
7732,0,1
7732,4,2
7732,6,1
7733,1,1
7733,4,1
7733,5,1
7733,6,1
7737,0,1
7738,4,1
7738,5,1
7739,5,2
7740,4,1
7740,5,4
7740,6,1
7746,2,1
7747,4,1
7747,5,1
7748,4,1
7748,5,1
7750,4,3
7750,5,3
7750,6,1
7751,2,1
7751,6,1
7753,5,2
7755,4,1
7755,5,1
7756,4,2
7756,5,7
7756,6,5
7757,5,1
7760,4,2
7760,5,6
7760,6,1
7762,1,1
7762,4,3
7762,5,10
7762,6,2
7764,3,1
7764,4,1
7764,5,1
7801,2,1
7801,3,2
7801,4,1
7821,5,1
7834,0,1
7834,1,1
7834,2,1
7834,3,1
7834,4,1
7834,5,1
7840,3,1
7849,2,1
7866,1,1
7866,3,1
7869,0,1
7869,5,2
7901,0,7
7901,1,12
7901,2,12
7901,3,13
7901,4,10
7901,5,5
7901,6,2
7921,0,1
7921,1,4
7921,2,1
7921,4,2
7921,5,1
7922,0,3
7922,1,3
7922,3,3
7922,4,2
7922,5,1
7924,2,1
7924,3,1
7924,4,1
7924,5,2
7924,6,2
7927,0,1
7927,1,3
7927,2,1
7927,3,5
7927,4,3
7927,5,6
7927,6,2
7928,0,1
7928,1,4
7928,2,3
7928,3,4
7928,4,3
7928,5,1
7928,6,3
7931,3,1
7932,0,1
7932,1,1
7932,2,5
7932,3,6
7932,4,2
7932,5,2
7932,6,2
7933,3,2
7936,0,3
7936,1,2
7936,2,4
7936,3,2
7936,4,1
7936,5,2
7936,6,1
7939,0,2
7939,1,1
7939,2,1
7939,3,1
7939,5,2
7940,0,5
7940,1,6
7940,2,2
7940,3,7
7940,4,7
7940,5,3
7940,6,5
7950,0,4
7950,1,4
7950,2,2
7950,4,1
7950,6,2
7960,0,5
7960,1,3
7960,2,2
7960,3,4
7960,4,4
7960,5,9
7960,6,12
7974,0,4
7974,2,2
7974,3,1
7974,6,2
7976,2,1
7976,3,2
7980,1,2
7980,4,1
7980,5,1
7981,0,1
7981,1,2
7981,2,2
7981,3,1
7981,4,1
7981,5,1
7981,6,1
8502,0,1
8512,3,1
8512,5,2
8514,2,1
8535,2,1
8536,0,2
8536,1,2
8536,2,3
8536,3,2
8536,4,4
8536,5,2
8536,6,2
8542,0,1
8542,1,2
8542,2,2
8542,3,1
8542,4,9
8542,5,5
8542,6,3
8550,2,2
8550,4,1
8550,5,2
8553,3,1
8553,6,1
8701,1,1
8722,6,1
8723,5,1
8730,0,1
8730,5,4
8734,5,1
8735,4,1
8735,5,3
8735,6,2
8736,1,1
8738,4,2
8741,3,1
8742,0,1
8742,4,1
8742,5,5
8750,0,1
8750,4,3
8750,5,9
8750,6,4
8751,6,1
8752,5,1
8753,5,1
8755,6,1
8805,2,2
8805,3,1
8807,0,1
8807,1,1
8807,2,1
8807,3,2
8807,6,1
8812,4,1
8812,5,1
8816,2,1
8816,5,1
8817,0,3
8817,2,4
8817,4,4
8817,5,2
8817,6,2
8820,0,2
8820,3,1
8820,4,1
8820,5,1
8820,6,1
8823,0,1
8824,0,1
8828,0,1
8828,1,1
8830,0,5
8830,1,12
8830,2,8
8830,3,12
8830,4,10
8830,5,3
8830,6,2
8831,6,1
8832,1,1
8832,2,1
8836,0,1
8836,4,1
8837,0,2
8837,1,2
8837,2,8
8837,3,3
8837,4,2
8837,5,1
8837,6,1
8840,0,4
8840,3,1
8840,4,1
8840,6,4
8844,6,1
8846,1,1
8846,4,1
8850,3,1
8850,5,1
8853,2,1
8854,0,5
8854,1,2
8854,2,1
8854,3,1
8854,4,2
8854,5,3
8854,6,3
8857,3,1
8857,5,2
8859,0,2
8859,1,1
8861,0,2
8861,4,1
8861,5,1
8863,0,1
8863,1,1
8863,3,2
8863,4,1
8863,5,1
8863,6,1
8869,0,3
8869,1,1
8869,2,2
8869,3,2
8869,4,3
8872,6,1
8873,3,2
8873,6,3
8876,3,1
8876,4,1
8879,0,1
8879,1,2
8879,2,2
8879,3,1
8879,4,1
8880,1,2
8880,2,1
8880,3,2
8880,4,3
8880,5,2
8880,6,2
8882,2,2
8882,5,1
8882,6,1
8889,2,1
8901,0,3
8901,1,2
8901,2,3
8901,3,3
8901,4,2
8901,5,3
8901,6,1
8902,2,1
8902,4,1
8902,5,1
8904,0,7
8904,1,2
8904,2,6
8904,3,4
8904,4,8
8904,5,12
8904,6,5
10001,0,5287
10001,1,7332
10001,2,8102
10001,3,8529
10001,4,7365
10001,5,4754
10001,6,3497
10002,0,3381
10002,1,3996
10002,2,4340
10002,3,4805
10002,4,5614
10002,5,6162
10002,6,4665
10003,0,4453
10003,1,5860
10003,2,6199
10003,3,7227
10003,4,7603
10003,5,6795
10003,6,4371
10004,0,17
10004,1,14
10004,2,12
10004,3,20
10004,4,21
10004,5,30
10004,6,29
10005,0,692
10005,1,1008
10005,2,1025
10005,3,1216
10005,4,995
10005,5,872
10005,6,519
10006,0,629
10006,1,857
10006,2,890
10006,3,973
10006,4,942
10006,5,739
10006,6,456
10007,0,991
10007,1,1281
10007,2,1377
10007,3,1518
10007,4,1492
10007,5,1196
10007,6,708
10009,0,2959
10009,1,3270
10009,2,3442
10009,3,3795
10009,4,4484
10009,5,3985
10009,6,2660
10011,0,6212
10011,1,8418
10011,2,8970
10011,3,10276
10011,4,10217
10011,5,8502
10011,6,5558
10012,0,6227
10012,1,8614
10012,2,9139
10012,3,10321
10012,4,9787
10012,5,8271
10012,6,5169
10013,0,2541
10013,1,3550
10013,2,3835
10013,3,4004
10013,4,3580
10013,5,2839
10013,6,1930
10014,0,3324
10014,1,4640
10014,2,4877
10014,3,5405
10014,4,5098
10014,5,5153
10014,6,3926
10016,0,1003
10016,1,1087
10016,2,1185
10016,3,1363
10016,4,1643
10016,5,1558
10016,6,966
10017,0,2419
10017,1,3174
10017,2,3239
10017,3,3846
10017,4,3780
10017,5,2746
10017,6,1827
10018,0,3335
10018,1,4187
10018,2,4630
10018,3,4916
10018,4,4805
10018,5,4637
10018,6,3412
10019,0,2263
10019,1,2552
10019,2,2699
10019,3,2872
10019,4,2979
10019,5,2740
10019,6,1911
10020,0,1546
10020,1,2340
10020,2,2375
10020,3,2434
10020,4,1843
10020,5,1017
10020,6,712
10021,0,3169
10021,1,4078
10021,2,4130
10021,3,4172
10021,4,4182
10021,5,3189
10021,6,1986
10022,0,1850
10022,1,2509
10022,2,2670
10022,3,2614
10022,4,2374
10022,5,1533
10022,6,971
10023,0,2599
10023,1,3110
10023,2,3162
10023,3,3311
10023,4,3175
10023,5,2884
10023,6,1944
10024,0,29
10024,1,33
10024,2,26
10024,3,25
10024,4,30
10024,5,35
10024,6,20
10025,0,612
10025,1,668
10025,2,705
10025,3,718
10025,4,747
10025,5,665
10025,6,575
10026,0,391
10026,1,377
10026,2,384
10026,3,463
10026,4,495
10026,5,574
10026,6,443
10027,0,299
10027,1,272
10027,2,303
10027,3,351
10027,4,392
10027,5,386
10027,6,286
10028,0,2582
10028,1,3131
10028,2,3187
10028,3,3265
10028,4,3265
10028,5,2602
10028,6,1739
10029,0,561
10029,1,685
10029,2,699
10029,3,712
10029,4,736
10029,5,638
10029,6,448
10030,0,204
10030,1,232
10030,2,228
10030,3,244
10030,4,293
10030,5,336
10030,6,250
10031,0,118
10031,1,112
10031,2,97
10031,3,129
10031,4,135
10031,5,221
10031,6,174
10032,0,226
10032,1,273
10032,2,191
10032,3,239
10032,4,272
10032,5,285
10032,6,237
10034,0,183
10034,1,181
10034,2,157
10034,3,223
10034,4,231
10034,5,296
10034,6,297
10035,0,221
10035,1,220
10035,2,201
10035,3,296
10035,4,392
10035,5,446
10035,6,400
10037,0,204
10037,1,201
10037,2,218
10037,3,202
10037,4,241
10037,5,282
10037,6,225
10038,0,538
10038,1,652
10038,2,748
10038,3,774
10038,4,847
10038,5,781
10038,6,477
10039,0,172
10039,1,209
10039,2,227
10039,3,163
10039,4,229
10039,5,198
10039,6,188
10044,0,1349
10044,1,1788
10044,2,1722
10044,3,1826
10044,4,1817
10044,5,1373
10044,6,861
10065,0,1869
10065,1,2530
10065,2,2510
10065,3,2619
10065,4,2593
10065,5,2124
10065,6,1341
10069,0,846
10069,1,972
10069,2,1024
10069,3,1032
10069,4,996
10069,5,825
10069,6,613
10103,0,2321
10103,1,3094
10103,2,3500
10103,3,3628
10103,4,2917
10103,5,1816
10103,6,1331
10110,0,3527
10110,1,5159
10110,2,5549
10110,3,5634
10110,4,4236
10110,5,1861
10110,6,1333
10111,0,904
10111,1,1363
10111,2,1412
10111,3,1456
10111,4,1141
10111,5,483
10111,6,328
10112,0,332
10112,1,422
10112,2,502
10112,3,484
10112,4,328
10112,5,110
10112,6,98
10115,0,168
10115,1,171
10115,2,161
10115,3,194
10115,4,215
10115,5,209
10115,6,164
10119,0,1837
10119,1,2374
10119,2,2612
10119,3,2800
10119,4,2269
10119,5,1315
10119,6,1520
10152,0,876
10152,1,1281
10152,2,1291
10152,3,1374
10152,4,948
10152,5,289
10152,6,188
10153,0,2878
10153,1,3781
10153,2,4121
10153,3,3997
10153,4,3449
10153,5,2218
10153,6,1499
10154,0,985
10154,1,1263
10154,2,1353
10154,3,1472
10154,4,1257
10154,5,710
10154,6,454
10162,0,1347
10162,1,1668
10162,2,1552
10162,3,1672
10162,4,1662
10162,5,1207
10162,6,912
10167,0,1297
10167,1,1749
10167,2,1958
10167,3,2045
10167,4,1450
10167,5,446
10167,6,331
10171,0,1128
10171,1,1542
10171,2,1647
10171,3,1752
10171,4,1479
10171,5,765
10171,6,592
10199,0,2971
10199,1,3672
10199,2,3560
10199,3,3688
10199,4,3544
10199,5,2796
10199,6,2227
10271,0,925
10271,1,1298
10271,2,1473
10271,3,1470
10271,4,1392
10271,5,1131
10271,6,689
10278,0,1382
10278,1,1752
10278,2,1868
10278,3,2008
10278,4,2131
10278,5,1750
10278,6,1236
10280,0,431
10280,1,566
10280,2,590
10280,3,618
10280,4,699
10280,5,720
10280,6,473
10282,0,1084
10282,1,1319
10282,2,1424
10282,3,1447
10282,4,1267
10282,5,1099
10282,6,718
10301,0,2
10301,1,4
10301,2,4
10301,3,6
10301,4,2
10301,5,7
10301,6,5
10302,1,3
10302,2,2
10302,4,3
10303,0,2
10303,1,4
10303,2,2
10303,3,4
10303,4,3
10303,5,1
10304,0,6
10304,1,7
10304,2,6
10304,3,5
10304,4,2
10304,5,4
10304,6,7
10305,0,6
10305,1,9
10305,2,10
10305,3,13
10305,4,8
10305,5,14
10305,6,9
10306,2,1
10306,3,2
10306,4,3
10306,5,2
10306,6,1
10308,0,1
10308,4,1
10309,4,1
10309,6,1
10310,1,1
10310,2,1
10310,3,1
10310,4,1
10310,5,3
10311,0,3
10311,1,2
10311,3,2
10311,4,2
10311,5,2
10311,6,1
10312,0,1
10312,4,1
10314,0,1
10314,5,4
10314,6,1
10451,0,77
10451,1,102
10451,2,124
10451,3,114
10451,4,121
10451,5,121
10451,6,95
10452,0,47
10452,1,46
10452,2,61
10452,3,46
10452,4,53
10452,5,69
10452,6,48
10453,0,18
10453,1,27
10453,2,21
10453,3,29
10453,4,20
