Zip,Weekday,Number of Trips
6820,2,1
6824,5,1
6830,1,1
6830,4,1
6851,4,1
6855,1,1
6870,3,1
6870,4,1
6890,2,1
6901,3,1
6901,5,1
6902,1,1
6905,2,1
6907,5,1
7002,0,3
7002,2,1
7002,3,4
7002,4,3
7002,5,4
7002,6,1
7003,0,2
7003,3,1
7004,0,1
7004,3,1
7004,4,1
7004,6,1
7006,0,1
7006,5,1
7008,4,1
7009,5,1
7010,3,1
7010,5,3
7011,5,1
7012,2,1
7013,2,1
7014,2,1
7014,4,1
7016,3,1
7016,5,1
7017,6,1
7018,0,1
7018,1,1
7018,2,1
7018,5,2
7020,2,1
7020,5,1
7022,5,1
7024,0,5
7024,1,5
7024,2,1
7024,3,2
7024,4,3
7024,5,2
7024,6,3
7026,2,1
7026,3,1
7028,3,2
7029,0,1
7029,3,1
7030,0,21
7030,1,25
7030,2,21
7030,3,25
7030,4,34
7030,5,74
7030,6,44
7032,3,2
7032,4,1
7033,0,1
7033,1,1
7035,6,1
7039,0,1
7039,1,1
7039,5,2
7040,0,1
7040,1,2
7040,2,1
7040,5,1
7041,1,1
7042,0,1
7042,4,2
7042,5,2
7043,0,1
7043,3,1
7043,5,1
7043,6,2
7044,0,1
7044,1,1
7044,4,1
7045,6,1
7046,2,1
7047,0,2
7047,1,1
7047,2,1
7047,4,2
7047,6,1
7050,0,1
7050,1,1
7050,2,1
7050,3,2
7052,6,1
7054,1,1
7055,5,1
7057,0,2
7058,0,1
7065,5,1
7066,1,1
7068,1,2
7068,2,2
7068,6,1
7070,0,1
7070,1,1
7070,2,1
7071,1,1
7072,0,2
7072,1,1
7072,2,2
7072,3,3
7072,4,1
7072,5,5
7072,6,4
7074,2,2
7074,3,2
7075,4,1
7077,5,1
7078,0,1
7078,2,1
7078,4,1
7079,3,2
7079,5,1
7079,6,1
7080,6,1
7081,0,2
7081,4,1
7081,5,1
7083,3,1
7083,4,1
7083,6,1
7086,0,3
7086,1,4
7086,2,5
7086,3,7
7086,4,4
7086,5,11
7086,6,4
7087,0,3
7087,1,3
7087,2,1
7087,3,2
7087,4,3
7087,5,4
7087,6,3
7088,0,1
