Zip,Weekday,Hour,Number of Trips
6820,2,21,1
6824,5,11,1
6830,1,13,1
6830,4,17,1
6851,4,6,1
6855,1,18,1
6870,3,14,1
6870,4,23,1
6890,2,11,1
6901,3,21,1
6901,5,14,1
6902,1,12,1
6905,2,15,1
6907,5,18,1
7002,0,5,1
7002,0,10,1
7002,0,15,1
7002,2,8,1
7002,3,14,1
7002,3,18,1
7002,3,19,1
7002,3,22,1
7002,4,12,1
7002,4,13,1
7002,4,14,1
7002,5,11,1
7002,5,14,1
7002,5,17,1
7002,5,19,1
7002,6,13,1
7003,0,7,1
7003,0,18,1
7003,3,21,1
7004,0,12,1
7004,3,0,1
7004,4,20,1
7004,6,0,1
7006,0,6,1
7006,5,19,1
7008,4,4,1
7009,5,5,1
7010,3,15,1
7010,5,4,1
7010,5,14,1
7010,5,20,1
7011,5,7,1
7012,2,19,1
7013,2,0,1
7014,2,18,1
7014,4,22,1
7016,3,12,1
7016,5,23,1
7017,6,21,1
7018,0,5,1
7018,1,10,1
7018,2,13,1
7018,5,1,1
7018,5,17,1
7020,2,16,1
7020,5,12,1
7022,5,20,1
7024,0,1,1
7024,0,10,2
7024,0,11,1
7024,0,21,1
7024,1,7,2
7024,1,12,1
7024,1,13,1
7024,1,18,1
7024,2,3,1
7024,3,8,1
7024,3,12,1
7024,4,13,1
7024,4,15,1
7024,4,22,1
7024,5,9,1
7024,5,16,1
7024,6,1,1
7024,6,19,1
7024,6,22,1
7026,2,2,1
7026,3,5,1
7028,3,10,1
7028,3,15,1
7029,0,3,1
7029,3,20,1
7030,0,3,1
7030,0,4,1
7030,0,5,2
7030,0,6,2
7030,0,7,2
7030,0,10,1
7030,0,12,1
7030,0,14,1
7030,0,17,1
7030,0,18,2
7030,0,20,2
7030,0,21,5
7030,1,5,2
7030,1,6,2
7030,1,7,2
7030,1,9,1
7030,1,13,1
7030,1,16,3
7030,1,17,3
7030,1,19,1
7030,1,20,2
7030,1,21,4
7030,1,22,1
7030,1,23,3
7030,2,0,2
7030,2,5,1
7030,2,6,1
7030,2,7,1
7030,2,10,1
7030,2,15,1
7030,2,18,2
7030,2,19,1
7030,2,20,3
7030,2,21,5
7030,2,22,2
7030,2,23,1
7030,3,0,4
7030,3,5,1
7030,3,6,2
7030,3,11,1
7030,3,15,1
7030,3,17,2
7030,3,18,2
7030,3,20,2
7030,3,21,4
7030,3,22,2
7030,3,23,4
7030,4,0,2
7030,4,2,2
7030,4,3,1
7030,4,7,3
7030,4,14,3
7030,4,15,1
7030,4,16,2
7030,4,17,4
7030,4,18,1
7030,4,19,4
7030,4,20,2
7030,4,21,1
7030,4,22,2
7030,4,23,6
7030,5,0,5
7030,5,1,4
7030,5,2,2
7030,5,6,2
7030,5,7,1
7030,5,8,2
7030,5,10,3
7030,5,11,6
7030,5,12,1
7030,5,13,2
7030,5,14,4
7030,5,15,2
7030,5,16,5
7030,5,17,2
7030,5,18,6
7030,5,19,5
7030,5,20,5
7030,5,21,1
7030,5,22,11
7030,5,23,5
7030,6,0,6
7030,6,1,7
7030,6,2,2
7030,6,3,1
7030,6,5,2
7030,6,6,1
7030,6,8,1
7030,6,9,1
7030,6,10,2
7030,6,12,2
7030,6,13,3
7030,6,15,2
7030,6,16,3
7030,6,17,1
7030,6,18,3
