Zip,Hour,Number of Trips
6450,10,1
6511,1,1
6606,8,1
6807,3,1
6807,4,1
6807,11,1
6820,14,1
6820,21,1
6824,21,1
6830,0,1
6830,11,1
6830,16,1
6830,17,1
6830,19,2
6830,20,1
6830,21,2
6831,17,1
6855,0,1
6855,22,1
6870,21,1
6870,22,2
6878,18,1
6880,15,1
6880,20,1
6901,9,1
6901,10,1
6901,11,1
6901,17,1
6901,19,1
6901,20,1
6901,21,1
6901,22,1
6907,16,1
7002,3,1
7002,4,1
7002,5,1
7002,8,1
7002,9,1
7002,11,1
7002,12,2
7002,14,1
7002,15,4
7002,16,1
7002,17,1
7002,18,3
7002,19,2
7002,22,1
7003,5,1
7003,8,2
7003,12,1
7003,17,1
7004,7,1
7004,12,1
7004,19,1
7004,21,1
7004,22,1
7005,7,1
7006,0,2
7006,5,1
7006,11,2
7008,13,1
7008,21,2
7008,22,1
7009,22,2
7010,0,1
7010,4,2
7010,8,2
7010,9,1
7010,12,1
7010,13,1
7010,15,1
7010,18,3
7010,19,1
7010,23,2
7011,16,1
7012,20,1
7012,21,2
7013,1,1
7013,6,1
7013,23,1
7014,0,1
7014,1,1
7014,3,1
7014,4,1
7014,7,2
7014,10,1
7014,15,1
7014,18,1
7014,20,2
7014,22,1
7014,23,1
7016,17,1
7016,21,1
7017,13,1
7017,16,1
7017,22,1
7017,23,1
7018,9,1
7018,10,1
7018,11,1
7018,12,1
7018,14,1
7018,17,1
7020,0,1
7020,3,2
7020,4,1
7020,5,1
7020,6,2
7020,9,1
7020,11,1
7020,16,1
7020,17,2
7020,19,4
7020,21,1
7020,22,1
7020,23,3
7021,14,1
7022,3,1
7022,10,1
7022,11,1
7022,14,2
7022,16,1
7023,22,1
7023,23,1
7024,0,4
7024,3,1
7024,4,2
7024,5,3
7024,7,4
7024,8,1
7024,9,5
7024,10,1
7024,11,2
7024,12,5
7024,13,1
7024,14,1
7024,15,4
7024,16,3
7024,17,1
7024,18,3
7024,19,1
7024,20,2
7024,21,1
7024,22,1
7024,23,1
7026,0,1
7026,6,1
7026,7,1
7026,9,1
7026,11,1
7026,20,1
7027,0,1
7027,13,1
7027,14,1
7027,19,1
7027,22,1
7028,4,1
7028,5,1
7028,17,1
7028,19,1
7028,20,1
7028,22,2
7028,23,1
7029,11,1
7029,20,1
7029,21,2
7030,0,43
7030,1,22
7030,2,9
7030,3,10
7030,4,13
7030,5,16
7030,6,11
7030,7,26
7030,8,15
7030,9,17
7030,10,14
7030,11,18
7030,12,9
7030,13,13
7030,14,17
7030,15,18
7030,16,20
