Zip,Weekday,Hour,Number of Trips
6410,4,14,1
6510,1,15,1
6511,6,11,1
6515,4,9,1
6605,1,23,1
6605,3,2,1
6605,4,9,1
6606,4,8,1
6807,1,11,1
6807,5,3,1
6820,2,12,1
6820,6,1,1
6824,2,22,1
6824,5,11,1
6830,0,13,1
6830,0,14,1
6830,0,17,1
6830,1,20,1
6830,2,7,1
6830,2,11,1
6830,2,19,1
6830,3,14,2
6830,3,18,1
6830,3,21,1
6830,3,22,1
6830,3,23,1
6830,4,10,1
6830,4,20,2
6830,4,22,2
6830,5,11,1
6830,5,16,1
6830,6,13,1
6831,5,17,1
6831,6,17,1
6840,3,8,1
6840,6,15,1
6850,5,16,1
6851,0,21,1
6851,3,10,1
6854,2,8,1
6855,1,18,1
6855,2,0,2
6855,3,0,1
6855,3,23,1
6870,0,23,1
6870,2,20,1
6870,6,6,1
6878,0,22,1
6878,1,20,1
6878,4,17,1
6878,5,18,1
6878,5,23,1
6878,6,14,1
6880,4,19,2
6880,4,20,1
6880,5,19,2
6897,4,20,1
6897,6,12,1
6901,0,19,1
6901,0,22,1
6901,0,23,1
6901,1,21,2
6901,1,22,2
6901,2,6,1
6901,2,17,1
6901,2,18,3
6901,2,19,1
6901,2,20,1
6901,2,21,2
6901,3,21,2
6901,3,22,2
6901,3,23,1
6901,4,0,1
6901,4,8,2
6901,4,15,1
6901,4,17,2
6901,4,18,1
6901,4,19,1
6901,5,0,1
6901,5,7,1
6901,5,19,1
6901,5,21,1
6901,5,22,1
6901,6,0,1
6901,6,1,1
6901,6,7,1
6901,6,12,1
6901,6,13,1
6901,6,15,1
6901,6,22,1
6902,0,23,1
6902,1,21,1
6902,3,22,1
6902,3,23,1
6902,4,22,2
6902,5,13,1
6905,3,11,1
6905,5,23,1
6906,5,7,1
6907,4,5,1
6907,5,18,1
6907,5,20,1
6907,5,22,1
7001,0,9,1
7001,1,7,1
7001,5,12,1
7002,0,3,1
7002,0,6,1
7002,0,7,1
7002,0,9,2
7002,0,10,2
7002,0,11,1
7002,0,13,2
7002,0,14,1
7002,0,16,3
7002,0,18,1
7002,0,20,1
7002,1,2,1
7002,1,6,1
7002,1,9,3
7002,1,13,1
7002,1,14,1
7002,2,4,1
7002,2,7,1
7002,2,8,1
7002,2,9,1
7002,2,11,2
7002,2,12,1
7002,2,15,3
7002,2,16,1
7002,2,19,1
7002,2,20,1
7002,2,23,1
7002,3,3,2
7002,3,5,1
7002,3,6,1
7002,3,8,1
7002,3,9,1
7002,3,11,1
7002,3,13,1
7002,3,17,1
7002,3,18,2
7002,3,22,1
7002,4,5,1
7002,4,6,1
7002,4,7,1
7002,4,8,1
7002,4,9,2
7002,4,12,1
7002,4,15,1
7002,4,16,1
7002,4,17,1
7002,4,18,1
7002,4,19,1
7002,4,21,1
7002,5,7,1
7002,5,8,2
7002,5,9,1
7002,5,10,4
7002,5,11,3
7002,5,12,1
7002,5,13,1
7002,5,14,2
7002,5,15,2
7002,5,17,4
7002,5,19,2
7002,5,20,1
7002,5,21,2
7002,5,22,1
7002,5,23,2
7002,6,0,1
7002,6,1,1
7002,6,7,1
7002,6,8,2
7002,6,10,2
7002,6,11,1
7002,6,16,2
7002,6,17,1
7002,6,19,1
7003,0,5,1
7003,0,14,1
7003,0,19,1
7003,1,5,1
7003,1,6,1
7003,1,8,1
7003,2,2,1
7003,2,7,1
7003,3,1,1
7003,3,9,1
7003,3,10,1
7003,3,23,1
7003,4,6,2
7003,4,18,1
7003,4,23,1
7003,5,13,1
7003,5,14,1
7003,5,20,1
7003,5,21,1
7003,6,9,1
7003,6,16,1
7004,1,15,1
7004,1,23,1
7004,2,7,1
7004,2,12,1
7004,2,15,1
7004,3,0,1
7004,3,22,1
7004,4,20,1
7004,5,7,1
7004,5,10,1
7004,6,9,1
7004,6,10,1
7005,6,16,1
7006,0,6,1
7006,0,10,1
7006,1,1,1
7006,1,7,1
7006,2,8,1
7006,2,11,1
7006,3,14,1
7006,4,5,1
7006,4,18,1
7006,4,22,1
7006,6,14,1
7008,0,4,1
7008,0,14,1
7008,0,17,1
7008,1,14,1
7008,2,17,1
7008,3,4,1
7008,4,8,1
7008,5,6,1
7008,6,2,1
7009,0,13,1
7009,3,0,1
7009,3,22,1
7009,4,8,1
7009,4,20,1
7009,4,22,2
7009,5,0,1
7009,5,7,1
7009,5,21,1
7009,5,22,1
7009,6,2,1
7009,6,16,2
7010,0,5,1
7010,0,12,1
7010,0,19,1
7010,0,20,1
7010,1,4,1
7010,1,12,1
7010,1,20,2
7010,1,23,1
7010,2,4,1
7010,2,6,1
7010,2,7,1
7010,2,8,1
7010,2,23,1
7010,3,5,1
7010,3,8,1
7010,3,9,1
7010,3,14,2
7010,3,16,1
7010,3,18,1
7010,3,23,2
7010,4,1,1
7010,4,4,3
7010,4,12,1
7010,4,16,1
7010,4,17,2
7010,4,20,3
7010,4,21,1
7010,5,4,1
7010,5,9,1
7010,5,10,1
7010,5,11,1
7010,5,13,1
7010,5,14,2
7010,5,15,1
7010,5,16,1
7010,5,17,1
7010,5,18,2
7010,5,19,1
7010,5,20,3
7010,5,22,2
7010,6,10,1
7010,6,11,2
7010,6,14,1
7010,6,15,1
7010,6,18,1
7010,6,19,1
7010,6,20,1
7010,6,21,1
7010,6,22,1
7011,1,13,1
7011,4,2,1
7011,4,5,1
7011,5,13,1
7011,5,14,1
7011,5,16,1
7011,5,18,1
7012,0,4,1
7012,0,21,1
7012,0,23,1
7012,1,10,1
7012,1,19,2
7012,1,22,1
7012,2,9,1
7012,2,19,1
7012,2,20,2
7012,3,0,1
7012,3,19,1
7012,3,22,1
7012,4,19,1
7012,4,21,1
7012,5,5,1
7012,5,21,1
7012,6,20,1
7013,0,3,1
7013,2,0,1
7013,2,8,1
7013,4,9,1
7013,5,1,3
7013,5,6,1
7013,6,19,1
7014,0,17,1
7014,0,21,1
7014,1,7,1
7014,1,10,2
7014,1,14,1
7014,1,15,1
7014,1,18,1
7014,2,1,1
7014,3,6,1
7014,3,11,1
7014,3,12,1
7014,3,13,1
7014,3,14,1
7014,3,17,1
7014,3,19,1
7014,3,21,1
7014,4,0,1
7014,4,23,1
7014,5,0,1
7014,5,1,1
7014,5,10,1
7014,5,11,1
7014,5,14,1
7014,5,17,1
7014,5,20,1
7014,5,21,1
7014,6,1,2
7014,6,2,2
7014,6,14,1
7014,6,18,1
7016,0,2,1
7016,0,8,1
7016,0,20,1
7016,1,10,1
7016,1,11,1
7016,3,20,1
7016,5,2,1
7016,5,16,1
7016,5,23,1
7016,6,1,1
7017,0,7,1
7017,1,0,1
7017,1,5,1
7017,1,16,1
7017,1,21,1
7017,2,23,1
7017,4,2,1
7017,4,6,1
7017,4,18,1
7017,4,22,1
7017,4,23,1
7017,5,0,2
7017,5,11,1
7018,0,15,1
7018,0,22,1
7018,1,7,1
7018,1,16,1
7018,2,18,1
7018,4,16,1
7018,5,1,1
7018,5,17,1
7018,5,20,2
7018,5,22,1
7020,0,1,1
7020,0,6,1
7020,0,9,1
7020,0,10,1
7020,0,11,2
7020,0,14,1
7020,0,16,1
7020,0,19,1
7020,0,21,1
7020,1,6,1
7020,1,7,1
7020,1,8,1
7020,1,9,2
7020,1,13,1
7020,1,19,2
7020,1,22,2
7020,2,6,2
7020,2,8,2
7020,2,12,1
7020,2,14,1
7020,2,17,1
7020,2,21,2
7020,2,22,1
7020,3,14,1
7020,3,19,1
7020,3,23,1
7020,4,3,1
7020,4,7,2
7020,4,15,1
7020,4,23,1
7020,5,1,1
7020,5,9,1
7020,5,14,1
7020,5,21,1
7020,5,23,3
7020,6,1,1
7020,6,5,1
7020,6,7,1
7020,6,9,1
7020,6,10,1
7020,6,12,1
7020,6,14,3
7020,6,15,2
7020,6,16,1
7020,6,17,1
7020,6,18,1
7020,6,21,1
7020,6,23,1
7021,0,3,1
7021,0,4,1
7021,0,8,1
7021,3,13,1
7021,3,21,1
7021,4,14,1
7021,4,20,2
7021,4,22,1
7021,5,8,1
7021,5,17,1
7021,5,19,2
7021,5,21,1
7021,5,22,2
7021,5,23,1
7021,6,0,1
7021,6,10,1
7021,6,13,1
7021,6,16,1
7022,0,13,1
7022,0,15,1
7022,0,17,1
7022,1,10,1
7022,1,16,2
7022,1,17,1
7022,1,20,1
7022,2,3,1
7022,2,15,1
7022,2,22,1
7022,4,0,1
7022,4,9,1
7022,4,16,1
7022,5,11,1
7022,5,12,1
7022,5,14,1
7022,5,17,3
7022,5,20,1
7022,5,21,3
7022,6,3,1
7022,6,9,1
7022,6,16,1
7022,6,18,1
7023,1,12,1
7023,2,22,1
7023,4,5,1
7023,5,0,1
7023,5,22,1
7023,6,0,1
7023,6,1,1
7024,0,5,1
7024,0,6,1
7024,0,7,5
7024,0,8,2
7024,0,9,1
7024,0,10,2
7024,0,11,1
7024,0,12,4
7024,0,13,1
7024,0,14,1
7024,0,15,2
7024,0,16,1
7024,0,18,2
7024,0,19,1
7024,0,20,1
7024,0,21,1
7024,0,22,1
7024,0,23,1
7024,1,0,1
7024,1,3,1
7024,1,5,1
7024,1,6,1
7024,1,7,1
7024,1,8,1
7024,1,9,2
7024,1,10,1
7024,1,11,1
7024,1,12,2
7024,1,13,5
7024,1,14,1
7024,1,15,1
7024,1,16,3
7024,1,18,1
7024,1,19,1
7024,1,20,2
7024,1,22,1
7024,2,5,1
7024,2,6,2
7024,2,7,1
7024,2,9,1
7024,2,10,1
7024,2,11,4
7024,2,12,2
7024,2,15,1
7024,2,17,1
7024,2,19,1
7024,2,20,2
7024,2,23,1
7024,3,0,1
7024,3,6,5
7024,3,7,4
7024,3,8,2
7024,3,9,1
7024,3,10,1
7024,3,11,1
7024,3,12,5
7024,3,13,1
7024,3,14,2
7024,3,16,1
7024,3,18,1
7024,3,19,1
7024,3,20,2
7024,3,22,1
7024,4,1,1
7024,4,3,1
7024,4,4,1
7024,4,7,2
7024,4,9,2
7024,4,11,2
7024,4,13,1
7024,4,14,1
7024,4,15,1
7024,4,18,1
7024,4,22,2
7024,5,2,1
7024,5,5,1
7024,5,6,1
7024,5,8,1
7024,5,10,1
7024,5,11,2
7024,5,14,1
7024,5,16,2
7024,5,17,2
7024,5,18,3
7024,5,21,3
7024,5,22,1
7024,5,23,1
7024,6,1,1
7024,6,3,2
7024,6,4,1
7024,6,6,2
7024,6,8,2
7024,6,9,2
7024,6,10,1
7024,6,12,2
7024,6,14,3
7024,6,15,3
7024,6,19,1
7024,6,20,1
7024,6,21,2
7024,6,22,1
7026,2,6,1
7026,2,10,1
7026,2,15,1
7026,3,5,1
7026,3,17,1
7026,4,12,1
7026,4,14,1
7026,5,22,1
7026,5,23,2
7026,6,0,1
7026,6,6,1
7027,0,4,1
7027,2,14,1
7027,4,9,1
7027,4,14,1
7027,4,22,1
7027,5,20,1
7027,5,21,1
7028,0,4,1
7028,0,5,1
7028,0,9,2
7028,0,23,1
7028,1,7,1
7028,1,8,2
7028,1,19,2
7028,1,20,1
7028,2,6,1
7028,2,15,2
7028,2,20,1
7028,2,21,1
7028,3,19,1
7028,3,20,1
7028,3,21,1
7028,3,23,1
7028,4,7,1
7028,4,12,1
7028,4,15,1
7028,4,16,1
7028,4,17,1
7028,4,19,1
7028,4,23,2
7028,5,0,1
7028,5,11,1
7028,5,18,3
7028,5,21,2
7028,5,22,2
7028,6,5,2
7028,6,9,1
7028,6,11,1
7028,6,12,1
7028,6,13,1
7028,6,17,1
7028,6,20,1
7028,6,23,1
7029,0,7,1
7029,0,8,1
7029,0,20,1
7029,1,0,1
7029,1,14,1
7029,2,11,1
7029,2,15,1
7029,2,19,1
7029,2,21,3
7029,3,12,1
7029,4,2,1
7029,4,4,1
7029,4,7,1
7029,4,15,1
7029,4,19,1
7029,5,11,1
7029,5,17,1
7029,5,20,1
7029,5,22,2
7029,6,16,1
7029,6,20,1
7030,0,0,6
7030,0,1,1
7030,0,2,2
7030,0,3,10
7030,0,4,17
7030,0,5,14
7030,0,6,18
7030,0,7,18
7030,0,8,11
7030,0,9,4
7030,0,10,4
7030,0,11,8
7030,0,12,7
7030,0,13,5
7030,0,14,9
7030,0,15,6
7030,0,16,8
7030,0,17,10
7030,0,18,14
7030,0,19,12
7030,0,20,22
7030,0,21,30
7030,0,22,11
7030,0,23,2
7030,1,0,10
7030,1,1,3
7030,1,2,1
7030,1,4,6
7030,1,5,12
7030,1,6,8
7030,1,7,20
7030,1,8,11
7030,1,9,4
7030,1,10,4
7030,1,11,3
7030,1,12,6
7030,1,13,6
7030,1,14,2
7030,1,15,10
7030,1,16,9
7030,1,17,7
7030,1,18,18
7030,1,19,13
7030,1,20,26
7030,1,21,42
7030,1,22,24
7030,1,23,18
7030,2,0,6
7030,2,1,3
7030,2,2,2
7030,2,3,3
7030,2,4,9
7030,2,5,11
7030,2,6,3
7030,2,7,7
7030,2,8,4
7030,2,10,1
7030,2,11,4
7030,2,12,3
7030,2,13,4
7030,2,14,4
7030,2,15,4
7030,2,16,10
7030,2,17,8
7030,2,18,13
7030,2,19,17
7030,2,20,31
7030,2,21,39
7030,2,22,31
7030,2,23,15
7030,3,0,10
7030,3,1,2
7030,3,2,2
7030,3,3,5
7030,3,4,6
7030,3,5,12
7030,3,6,11
7030,3,7,11
7030,3,8,7
7030,3,9,2
7030,3,10,4
7030,3,11,3
7030,3,12,1
7030,3,13,6
7030,3,14,10
7030,3,15,7
7030,3,16,6
7030,3,17,19
7030,3,18,19
7030,3,19,22
7030,3,20,31
7030,3,21,43
7030,3,22,41
7030,3,23,26
7030,4,0,33
7030,4,1,10
7030,4,2,4
7030,4,3,1
7030,4,4,4
7030,4,5,7
7030,4,6,16
7030,4,7,11
7030,4,8,7
7030,4,9,8
7030,4,10,5
7030,4,11,2
7030,4,12,4
7030,4,13,9
7030,4,14,17
7030,4,15,12
7030,4,16,17
7030,4,17,29
7030,4,18,26
7030,4,19,38
7030,4,20,26
7030,4,21,35
7030,4,22,53
7030,4,23,41
7030,5,0,36
7030,5,1,44
7030,5,2,17
7030,5,3,12
7030,5,4,13
7030,5,5,9
7030,5,6,11
7030,5,7,10
7030,5,8,9
7030,5,9,18
7030,5,10,19
7030,5,11,14
7030,5,12,12
7030,5,13,24
7030,5,14,19
7030,5,15,16
7030,5,16,37
7030,5,17,31
7030,5,18,50
7030,5,19,41
7030,5,20,34
7030,5,21,64
7030,5,22,87
7030,5,23,65
7030,6,0,57
7030,6,1,48
7030,6,2,20
7030,6,3,12
7030,6,4,9
7030,6,5,10
7030,6,6,6
7030,6,7,7
7030,6,8,9
7030,6,9,21
7030,6,10,21
7030,6,11,25
7030,6,12,23
7030,6,13,21
7030,6,14,11
7030,6,15,30
7030,6,16,27
7030,6,17,15
7030,6,18,25
7030,6,19,19
7030,6,20,29
7030,6,21,16
7030,6,22,13
7030,6,23,12
7031,0,7,1
7031,0,8,1
7031,2,0,1
7031,2,5,1
7031,2,16,1
7031,3,22,1
7031,4,10,1
