Zip,Hour,Number of Trips
6410,14,1
6510,15,1
6511,11,1
6515,9,1
6605,2,1
6605,9,1
6605,23,1
6606,8,1
6807,3,1
6807,11,1
6820,1,1
6820,12,1
6824,11,1
6824,22,1
6830,7,1
6830,10,1
6830,11,2
6830,13,2
6830,14,3
6830,16,1
6830,17,1
6830,18,1
6830,19,1
6830,20,3
6830,21,1
6830,22,3
6830,23,1
6831,17,2
6840,8,1
6840,15,1
6850,16,1
6851,10,1
6851,21,1
6854,8,1
6855,0,3
6855,18,1
6855,23,1
6870,6,1
6870,20,1
6870,23,1
6878,14,1
6878,17,1
6878,18,1
6878,20,1
6878,22,1
6878,23,1
6880,19,4
6880,20,1
6897,12,1
6897,20,1
6901,0,3
6901,1,1
6901,6,1
6901,7,2
6901,8,2
6901,12,1
6901,13,1
6901,15,2
6901,17,3
6901,18,4
6901,19,4
6901,20,1
6901,21,7
6901,22,7
6901,23,2
6902,13,1
6902,21,1
6902,22,3
6902,23,2
6905,11,1
6905,23,1
6906,7,1
6907,5,1
6907,18,1
6907,20,1
6907,22,1
7001,7,1
7001,9,1
7001,12,1
7002,0,1
7002,1,1
7002,2,1
7002,3,3
7002,4,1
7002,5,2
7002,6,4
7002,7,5
7002,8,7
7002,9,10
7002,10,8
7002,11,8
7002,12,3
7002,13,5
7002,14,4
7002,15,6
7002,16,7
7002,17,7
7002,18,4
7002,19,5
7002,20,3
7002,21,3
7002,22,2
7002,23,3
7003,1,1
7003,2,1
7003,5,2
7003,6,3
7003,7,1
7003,8,1
7003,9,2
7003,10,1
7003,13,1
7003,14,2
7003,16,1
7003,18,1
7003,19,1
7003,20,1
7003,21,1
7003,23,2
7004,0,1
7004,7,2
7004,9,1
7004,10,2
7004,12,1
7004,15,2
7004,20,1
7004,22,1
7004,23,1
7005,16,1
7006,1,1
7006,5,1
7006,6,1
7006,7,1
7006,8,1
7006,10,1
7006,11,1
7006,14,2
7006,18,1
7006,22,1
7008,2,1
7008,4,2
7008,6,1
7008,8,1
7008,14,2
7008,17,2
7009,0,2
7009,2,1
7009,7,1
7009,8,1
7009,13,1
7009,16,2
7009,20,1
7009,21,1
7009,22,4
7010,1,1
7010,4,6
7010,5,2
7010,6,1
7010,7,1
7010,8,2
7010,9,2
7010,10,2
7010,11,3
7010,12,3
7010,13,1
7010,14,5
7010,15,2
7010,16,3
7010,17,3
7010,18,4
7010,19,3
7010,20,10
7010,21,2
7010,22,3
7010,23,4
7011,2,1
7011,5,1
7011,13,2
7011,14,1
7011,16,1
7011,18,1
7012,0,1
7012,4,1
7012,5,1
7012,9,1
7012,10,1
7012,19,5
7012,20,3
7012,21,3
7012,22,2
7012,23,1
7013,0,1
7013,1,3
7013,3,1
7013,6,1
7013,8,1
7013,9,1
7013,19,1
7014,0,2
7014,1,4
7014,2,2
7014,6,1
7014,7,1
7014,10,3
7014,11,2
7014,12,1
7014,13,1
7014,14,4
7014,15,1
7014,17,3
7014,18,2
7014,19,1
7014,20,1
7014,21,3
7014,23,1
7016,1,1
7016,2,2
7016,8,1
7016,10,1
7016,11,1
7016,16,1
7016,20,2
7016,23,1
7017,0,3
7017,2,1
7017,5,1
7017,6,1
7017,7,1
7017,11,1
7017,16,1
7017,18,1
7017,21,1
7017,22,1
7017,23,2
7018,1,1
7018,7,1
7018,15,1
7018,16,2
7018,17,1
7018,18,1
7018,20,2
7018,22,2
7020,1,3
7020,3,1
7020,5,1
7020,6,4
7020,7,4
7020,8,3
7020,9,5
7020,10,2
7020,11,2
7020,12,2
7020,13,1
7020,14,7
7020,15,3
7020,16,2
7020,17,2
7020,18,1
7020,19,4
7020,21,5
7020,22,3
7020,23,6
7021,0,1
7021,3,1
7021,4,1
7021,8,2
7021,10,1
7021,13,2
7021,14,1
7021,16,1
7021,17,1
7021,19,2
7021,20,2
7021,21,2
7021,22,3
7021,23,1
7022,0,1
7022,3,2
7022,9,2
7022,10,1
7022,11,1
7022,12,1
7022,13,1
7022,14,1
7022,15,2
7022,16,4
7022,17,5
7022,18,1
7022,20,2
7022,21,3
7022,22,1
7023,0,2
7023,1,1
7023,5,1
7023,12,1
7023,22,2
7024,0,2
7024,1,2
7024,2,1
7024,3,4
7024,4,2
7024,5,4
7024,6,12
7024,7,13
7024,8,8
7024,9,9
7024,10,7
7024,11,11
7024,12,15
7024,13,8
7024,14,9
7024,15,8
7024,16,7
7024,17,3
7024,18,8
7024,19,5
7024,20,8
7024,21,6
7024,22,7
7024,23,3
7026,0,1
7026,5,1
7026,6,2
7026,10,1
7026,12,1
7026,14,1
7026,15,1
7026,17,1
7026,22,1
7026,23,2
7027,4,1
7027,9,1
7027,14,2
7027,20,1
7027,21,1
7027,22,1
7028,0,1
7028,4,1
7028,5,3
7028,6,1
7028,7,2
7028,8,2
7028,9,3
7028,11,2
7028,12,2
7028,13,1
7028,15,3
7028,16,1
7028,17,2
7028,18,3
7028,19,4
7028,20,4
7028,21,4
7028,22,2
7028,23,5
7029,0,1
7029,2,1
7029,4,1
7029,7,2
7029,8,1
7029,11,2
7029,12,1
7029,14,1
7029,15,2
7029,16,1
7029,17,1
7029,19,2
7029,20,3
7029,21,3
7029,22,2
7030,0,158
7030,1,111
7030,2,48
7030,3,43
7030,4,64
7030,5,75
7030,6,73
7030,7,84
7030,8,58
7030,9,57
7030,10,58
7030,11,59
7030,12,56
7030,13,75
7030,14,72
7030,15,85
7030,16,114
7030,17,119
7030,18,165
7030,19,162
7030,20,199
7030,21,269
7030,22,260
7030,23,179
7031,0,1
7031,5,1
7031,7,1
7031,8,1
