Zip,Weekday,Number of Trips
1566,6,1
6605,1,1
6605,5,1
6807,1,1
6820,6,1
6830,2,1
6830,3,2
6830,5,1
6850,4,1
6851,0,1
6854,2,1
6870,0,1
6870,2,1
6870,3,1
6878,1,1
6878,2,1
6880,0,1
6880,5,2
6890,3,1
6901,0,1
6901,1,1
6901,2,1
6901,3,1
6901,4,2
6901,5,1
6902,3,1
6902,5,3
6906,0,1
7001,1,1
7002,0,2
7002,1,5
7002,2,2
7002,3,2
7002,4,6
7002,5,3
7002,6,1
7003,0,2
7003,1,1
7003,2,1
7003,3,2
7003,5,1
7003,6,1
7004,2,1
7006,4,2
7009,3,2
7009,5,2
7009,6,1
7010,0,2
7010,1,3
7010,2,5
7010,3,4
7010,4,3
7010,5,6
7010,6,1
7011,5,1
7012,2,1
7012,3,1
7012,4,1
7013,5,1
7014,2,1
7014,5,1
7014,6,2
7016,0,2
7016,3,1
7016,5,2
7017,4,1
7018,0,1
7018,1,1
7020,0,2
7020,1,6
7020,2,1
7020,3,3
7020,4,3
7020,5,3
7020,6,3
7021,2,1
7021,4,1
7021,5,1
7021,6,1
7022,0,3
7022,2,2
7022,4,2
7022,5,1
7022,6,3
7023,3,1
7023,6,1
7024,0,8
7024,1,10
7024,2,4
7024,3,5
7024,4,8
7024,5,9
7024,6,11
7026,5,1
7026,6,1
7028,0,1
7028,4,3
7028,5,1
7028,6,2
7029,1,1
7029,2,1
7029,4,1
7029,5,4
7029,6,1
7030,0,58
7030,1,66
7030,2,56
7030,3,76
7030,4,109
7030,5,168
7030,6,111
7031,1,1
7031,3,1
7031,5,1
7031,6,3
7032,1,1
7033,2,1
7033,4,1
7033,5,1
7035,1,1
7035,5,1
7036,0,1
7036,1,1
7039,1,2
7039,2,1
7039,4,1
7039,5,2
7039,6,1
7040,0,2
7040,1,3
7040,2,1
7040,3,1
7040,4,2
7040,5,1
7041,0,1
7041,2,1
7041,6,1
7042,2,2
7042,3,1
7042,4,2
7042,5,3
7043,1,2
7043,3,1
7043,4,1
7043,5,1
7044,0,2
7044,5,3
7045,6,1
7046,0,1
7046,1,1
7046,2,1
7046,5,1
7047,2,1
7047,3,4
