Zip,Hour,Number of Trips
1566,8,1
6605,22,1
6605,23,1
6807,11,1
6820,11,1
6830,16,1
6830,18,1
6830,21,1
6830,22,1
6850,11,1
6851,21,1
6854,8,1
6870,13,1
6870,20,1
6870,23,1
6878,21,1
6878,22,1
6880,9,1
6880,19,2
6890,2,1
6901,4,1
6901,6,1
6901,8,1
6901,11,1
6901,14,1
6901,19,1
6901,22,1
6902,13,1
6902,17,1
6902,20,1
6902,22,1
6906,22,1
7001,7,1
7002,2,1
7002,4,1
7002,5,2
7002,6,1
7002,8,1
7002,10,2
7002,11,1
7002,12,1
7002,13,2
7002,15,2
7002,16,1
7002,17,3
7002,18,1
7002,20,2
7003,1,1
7003,4,1
7003,5,1
7003,6,1
7003,7,1
7003,16,1
7003,18,1
7003,22,1
7004,12,1
7006,20,1
7006,21,1
7009,10,1
7009,13,1
7009,19,1
7009,21,1
7009,22,1
7010,0,1
7010,4,1
7010,5,2
7010,6,1
7010,7,1
7010,8,1
7010,10,2
7010,13,3
7010,14,2
7010,16,1
7010,19,3
7010,20,3
7010,21,2
7010,22,1
7011,18,1
7012,17,1
7012,19,1
7012,23,1
7013,21,1
7014,10,1
7014,11,1
7014,17,1
7014,20,1
7016,0,1
7016,4,1
7016,12,1
7016,19,1
7016,22,1
7017,23,1
7018,13,2
7020,1,1
7020,6,2
7020,7,1
7020,8,1
7020,10,2
7020,13,1
7020,14,2
7020,15,1
7020,16,1
7020,18,1
7020,19,3
7020,21,2
7020,22,2
7020,23,1
7021,20,1
7021,21,1
7021,22,2
7022,0,1
7022,6,1
7022,8,1
7022,10,1
7022,11,1
7022,15,1
7022,17,5
7023,5,1
7023,12,1
7024,0,1
7024,2,1
7024,3,1
7024,5,1
7024,6,2
7024,7,2
7024,8,5
7024,9,3
7024,10,3
7024,11,3
7024,12,3
7024,13,4
7024,14,2
7024,15,4
7024,16,1
7024,17,3
7024,18,2
7024,19,1
7024,20,3
7024,21,5
7024,22,4
7024,23,1
7026,7,1
7026,21,1
7028,5,2
7028,18,1
7028,19,2
7028,21,1
7028,22,1
7029,0,1
7029,10,1
7029,15,1
7029,16,1
7029,17,1
7029,21,2
7029,22,1
7030,0,43
7030,1,25
7030,2,9
7030,3,15
7030,4,18
7030,5,15
7030,6,21
7030,7,21
7030,8,17
7030,9,12
7030,10,13
7030,11,13
7030,12,9
7030,13,12
7030,14,20
7030,15,22
7030,16,24
7030,17,27
7030,18,38
7030,19,37
7030,20,46
7030,21,67
7030,22,67
7030,23,53
7031,0,1
7031,1,2
7031,6,1
7031,12,1
7031,18,1
7032,18,1
7033,6,1
7033,18,1
7033,22,1
7035,2,1
7035,21,1
7036,13,2
7039,5,1
7039,14,1
7039,17,1
7039,19,2
7039,21,2
7040,4,1
7040,6,3
7040,10,1
7040,14,1
7040,15,1
7040,16,1
7040,18,1
7040,23,1
7041,11,1
7041,16,1
7041,18,1
7042,0,1
7042,3,1
7042,12,1
7042,14,1
7042,17,1
7042,19,2
7042,20,1
7043,18,1
7043,19,2
7043,20,1
7043,22,1
7044,5,1
7044,11,1
7044,15,1
7044,19,1
7044,23,1
7045,2,1
7046,15,1
7046,18,1
7046,19,1
7046,20,1
7047,0,2
7047,2,1
7047,4,1
7047,9,1
7047,10,1
7047,14,2
7047,15,2
7047,16,1
7047,18,1
7047,20,1
7047,22,1
7047,23,2
7050,4,1
7050,10,1
7050,16,1
7050,19,1
7050,21,1
7050,23,1
7052,0,1
7052,5,1
7052,11,1
7052,14,2
7052,17,1
7052,18,1
7054,7,1
7055,13,1
7055,15,1
7055,20,1
7057,16,1
7057,17,1
7057,18,1
7062,0,1
7065,13,1
7066,6,1
7066,10,1
7066,11,2
7067,19,1
7068,4,1
7068,12,1
7068,14,1
7068,16,1
7068,17,1
7068,18,1
7069,18,1
7070,2,1
7070,3,1
7070,8,1
7070,10,2
7070,12,3
7070,13,1
7070,16,2
7070,18,2
7070,19,1
7070,23,1
7071,11,2
7071,12,1
7072,0,1
7072,8,1
7072,9,1
7072,10,1
7072,12,1
7072,15,6
7072,17,1
7072,18,2
7072,19,1
7072,20,3
7072,21,4
7072,22,4
7072,23,2
7073,5,1
7073,8,1
7073,12,1
7073,16,2
7073,17,2
7073,18,1
7073,21,2
7074,8,1
7074,12,1
7074,13,2
7074,17,1
7074,19,1
7075,4,1
7075,19,1
7075,22,1
7076,1,1
7077,15,1
7078,5,1
7078,6,1
7078,7,1
7078,8,1
7078,10,1
7078,11,1
7078,12,2
7078,13,1
7078,14,1
7078,15,1
7078,17,1
7078,19,3
7078,20,3
7078,21,1
7078,23,2
7079,3,1
7079,14,1
7079,15,1
7079,16,1
7079,17,2
7079,18,1
7079,19,3
7079,21,3
7079,22,1
7079,23,1
7080,14,1
7080,15,2
7081,16,1
7081,18,1
7081,21,1
7083,2,2
7083,3,1
7083,15,1
7083,22,3
7086,0,1
7086,1,4
7086,2,1
7086,3,3
7086,4,1
7086,5,1
7086,9,2
7086,10,2
7086,11,4
7086,12,2
7086,13,1
7086,14,2
7086,15,1
7086,16,1
7086,17,7
7086,18,3
7086,19,2
7086,20,1
7086,21,6
7086,22,2
7086,23,3
7087,0,1
7087,1,1
7087,3,3
7087,4,1
7087,6,3
7087,7,2
7087,8,2
7087,9,4
7087,10,4
7087,11,2
7087,13,3
7087,14,1
7087,15,3
7087,16,2
7087,17,2
7087,18,2
7087,19,3
7087,20,2
7087,21,3
7087,22,2
7088,13,1
7088,15,3
7088,16,1
7088,22,1
7090,7,1
7090,8,1
7090,9,1
7090,14,1
7090,23,1
7092,17,1
7092,22,1
7093,0,3
7093,1,2
7093,2,1
7093,3,2
7093,4,3
7093,5,1
7093,6,1
7093,7,3
7093,8,1
7093,9,5
7093,10,2
7093,11,1
7093,12,3
7093,14,4
7093,15,2
7093,16,2
7093,17,3
7093,18,3
7093,19,4
7093,20,4
7093,21,8
7093,22,2
7093,23,2
7094,0,2
7094,1,2
7094,2,1
7094,4,1
7094,5,1
7094,6,3
7094,8,3
7094,10,2
7094,11,4
7094,12,3
7094,13,7
7094,14,3
7094,15,4
7094,16,3
7094,17,7
7094,18,8
7094,19,2
7094,20,6
7094,21,1
7094,22,5
7094,23,5
7095,3,1
7095,6,1
7102,0,4
7102,2,2
7102,3,1
7102,4,2
7102,5,2
7102,6,2
7102,7,6
7102,8,9
7102,9,1
7102,10,3
7102,11,5
7102,12,8
7102,13,9
7102,14,6
7102,15,7
7102,16,3
7102,17,11
7102,18,5
7102,19,4
7102,20,8
7102,21,5
7102,22,5
7102,23,3
7103,3,1
7103,6,2
7103,7,1
7103,11,2
7103,13,2
7103,18,2
7103,20,1
7104,12,1
7104,13,1
7104,15,1
7104,19,1
7105,0,1
7105,1,1
7105,5,1
7105,6,1
7105,8,1
7105,9,1
7105,11,1
7105,13,1
7105,14,1
7105,18,3
7105,19,2
7105,21,2
7105,22,2
7105,23,1
7106,8,1
7106,11,1
7106,13,1
7106,14,1
7106,15,1
7107,21,1
7107,23,1
7108,6,3
7108,7,2
7108,8,1
7108,9,1
7108,14,1
7109,0,1
7109,13,2
7109,18,1
7109,22,1
7110,6,1
7110,7,1
7110,8,1
7110,10,1
7110,12,1
7110,16,1
7110,18,2
7110,19,1
7110,20,1
7110,21,1
7111,9,1
7111,17,1
7111,19,1
7111,23,1
7112,2,1
7112,13,2
7112,18,1
7112,19,1
7112,22,1
7114,0,46
7114,1,15
7114,2,5
7114,3,4
7114,4,44
7114,5,35
7114,6,46
7114,7,45
7114,8,46
7114,9,35
7114,10,56
7114,11,74
7114,12,67
7114,13,87
7114,14,101
7114,15,154
7114,16,139
7114,17,87
7114,18,112
7114,19,115
7114,20,109
7114,21,89
7114,22,103
7114,23,85
7201,1,1
7201,6,4
7201,7,2
7201,9,1
7201,10,3
7201,11,2
7201,12,1
7201,13,1
7201,14,2
7201,15,1
7201,16,5
7201,17,1
7201,18,3
7201,19,3
7201,21,1
7202,8,1
7202,12,1
7202,14,1
7202,16,2
7203,2,1
7203,6,1
7203,9,1
7204,3,1
7204,12,1
7205,6,2
7205,17,1
7206,12,1
7206,13,1
7206,15,1
7206,16,1
7206,18,1
7208,2,1
7208,4,1
7208,5,1
7208,9,1
7208,17,2
7208,19,1
7208,20,1
7302,0,16
7302,1,12
7302,2,1
7302,3,6
7302,4,7
7302,5,8
7302,6,5
7302,7,11
7302,8,14
7302,9,7
7302,10,9
7302,11,3
7302,12,3
7302,13,7
7302,14,5
7302,15,12
7302,16,11
7302,17,10
7302,18,14
7302,19,6
7302,20,23
7302,21,16
7302,22,29
7302,23,13
7304,0,2
7304,1,2
7304,2,1
7304,3,1
7304,4,2
7304,5,2
7304,6,1
7304,7,6
7304,8,5
7304,9,3
7304,10,4
7304,11,6
7304,12,5
7304,13,5
7304,14,2
7304,15,3
7304,16,7
7304,17,3
7304,18,3
7304,19,4
7304,20,3
7304,21,1
7304,23,3
7305,4,2
7305,6,1
7305,7,1
7305,8,2
7305,10,1
7305,11,1
7305,13,1
7305,14,2
7305,15,2
7305,16,2
7305,17,2
7305,19,1
7305,22,3
7305,23,1
7306,2,1
7306,4,3
7306,5,1
7306,6,1
7306,8,6
7306,9,1
7306,10,1
7306,11,7
7306,12,4
7306,13,4
7306,14,4
7306,15,3
7306,16,3
7306,17,8
7306,18,3
7306,19,6
7306,20,3
7306,21,2
7306,22,3
7306,23,6
7307,2,1
7307,3,1
7307,4,2
7307,5,2
7307,6,2
7307,7,3
7307,8,4
7307,9,3
7307,10,4
7307,11,3
7307,12,3
7307,14,1
7307,15,2
7307,17,4
7307,18,7
7307,19,5
7307,20,2
7307,21,4
7307,22,5
7307,23,3
7310,0,27
7310,1,31
7310,2,17
7310,3,12
7310,4,11
7310,5,11
7310,6,14
7310,7,18
7310,8,19
7310,9,14
7310,10,8
7310,11,11
7310,12,19
7310,13,16
7310,14,25
7310,15,14
7310,16,42
7310,17,35
7310,18,32
7310,19,33
7310,20,33
7310,21,40
7310,22,38
7310,23,26
7311,0,13
7311,1,1
7311,2,3
7311,3,7
7311,4,11
7311,5,7
7311,6,11
7311,7,15
7311,8,4
7311,9,11
7311,10,9
7311,11,14
7311,12,15
7311,13,14
7311,14,21
7311,15,18
7311,16,27
7311,17,10
7311,18,16
7311,19,22
7311,20,12
7311,21,19
7311,22,14
7311,23,15
7401,8,1
7401,10,1
7401,13,1
7401,20,2
7407,10,1
7410,16,1
7410,22,1
7417,13,1
7417,14,1
7417,15,1
7417,20,1
7423,8,1
7423,14,1
7423,16,1
7424,0,1
7424,14,1
7424,21,1
7424,22,1
7436,10,1
7436,12,1
7440,8,1
7446,7,1
7446,15,1
7450,0,1
7450,6,1
7450,11,1
7450,19,1
7450,20,2
7450,23,2
7452,3,1
7452,11,1
7452,15,1
7457,1,1
7458,1,1
7458,11,1
7458,12,1
7458,16,1
7458,17,1
7463,7,1
7463,22,1
7470,2,2
7470,5,1
7470,13,1
7470,14,1
7470,15,1
7470,17,1
7470,21,3
7470,22,1
7481,0,1
7481,9,1
7481,21,1
7495,17,1
7495,20,1
7501,16,1
7502,23,1
7506,2,1
7506,14,1
7506,18,1
7508,14,1
7508,23,1
7512,0,1
7512,11,1
7512,23,1
7513,16,1
7522,14,1
7601,4,1
7601,6,1
7601,7,1
7601,10,2
7601,12,3
7601,13,1
7601,16,2
7601,17,2
7601,18,2
7601,21,2
7603,1,1
7603,6,1
7603,11,1
7603,12,1
7603,13,2
7603,14,1
7603,15,1
7603,16,1
7603,22,2
7603,23,1
7604,6,1
7604,9,1
7604,10,1
7604,13,1
7604,15,1
7604,16,1
7604,17,4
7604,20,1
7604,23,1
7605,2,1
7605,4,1
7605,7,1
7605,10,1
7605,12,2
7605,13,1
7605,19,1
7605,20,1
7605,22,1
7605,23,1
7606,10,1
7606,17,1
7606,19,1
7606,20,1
7607,0,1
7607,1,2
7607,5,1
7607,9,1
7607,11,1
7607,20,2
7607,21,2
7608,8,1
7608,11,2
7608,14,2
7608,20,1
7621,3,1
7621,11,1
7621,13,1
7621,14,1
7621,15,1
7621,23,1
7624,12,1
7626,6,1
7626,7,1
7626,10,1
7626,18,1
7626,21,1
7626,23,1
7627,0,2
7627,9,1
7627,17,1
7627,19,1
7627,21,1
7627,23,1
7628,21,1
7631,4,1
7631,6,1
7631,8,1
7631,9,1
7631,11,4
7631,13,4
7631,15,4
7631,17,1
7631,19,1
7631,20,2
7631,21,1
7631,22,2
7631,23,3
7632,0,1
7632,1,1
7632,3,1
7632,9,1
7632,12,3
7632,13,3
7632,15,5
7632,16,4
7632,20,1
7632,21,1
7632,22,1
7632,23,2
7640,23,1
7642,12,1
7643,4,1
7643,10,1
7643,12,1
7643,15,1
7643,16,1
7644,2,1
7644,6,1
7644,10,1
7645,8,1
7645,11,1
7645,16,1
7645,21,1
7647,18,1
7648,22,1
7649,8,1
7649,14,1
7650,0,1
7650,4,1
7650,6,2
7650,9,2
7650,11,1
7650,12,2
7650,13,1
7650,18,2
7650,19,1
7652,12,1
7652,13,1
7652,16,1
7652,20,4
7657,12,1
7657,16,1
7660,7,3
7660,10,1
7660,11,1
7660,12,1
7660,15,1
7660,18,1
7660,20,1
7660,21,1
7660,22,3
7661,9,2
7661,19,1
7662,0,1
7662,7,1
7662,15,2
7662,17,3
7662,18,1
7663,6,1
7663,7,1
7663,8,1
7663,9,1
7663,12,1
7663,15,2
7663,17,1
7663,18,1
7666,5,1
7666,13,1
7666,16,1
7666,17,1
7666,20,1
7666,22,1
7670,3,2
7670,4,2
7670,7,2
7670,8,1
7670,11,1
7670,14,1
7670,17,3
7670,19,1
7670,21,1
7670,22,2
7676,12,1
7676,15,2
7676,23,1
7677,18,2
7701,15,1
7701,16,1
7704,21,1
7717,0,2
7717,1,2
7717,17,4
7717,18,1
7717,21,2
7717,23,1
7721,19,1
7724,20,1
7731,22,1
7733,22,1
7739,19,1
7740,14,1
7746,10,1
7747,1,1
7748,16,1
7750,21,1
7750,22,1
7753,22,1
7755,20,1
7756,0,1
7756,20,1
7757,17,1
7760,17,1
7760,19,1
7760,21,1
7762,18,1
7762,22,1
7764,18,1
7764,20,1
7803,23,1
7834,0,1
7901,5,1
7901,8,1
7901,13,1
7901,14,1
7901,16,2
7901,18,2
7901,19,1
7901,20,3
7901,21,2
7901,22,2
7901,23,1
7920,11,1
7921,14,1
7921,16,1
7922,5,1
7922,10,1
7922,14,1
7924,8,1
7927,8,1
7927,10,1
7927,22,1
7927,23,1
7928,0,1
7928,7,1
7928,16,1
7928,18,1
7928,19,1
7928,20,1
7928,21,1
7932,10,1
7932,14,1
7932,21,1
7932,23,1
7936,9,1
7936,14,1
7936,15,1
7936,18,1
7936,22,1
7940,8,2
7940,11,1
7940,13,1
7940,15,1
7940,16,1
7940,18,2
7940,19,1
7940,21,1
7950,10,1
7950,21,1
7960,0,5
7960,1,2
7960,6,1
7960,12,1
7960,16,1
7960,19,3
7960,21,1
7960,22,2
7974,4,1
7974,16,1
7976,18,1
7980,8,1
7980,20,1
7981,7,1
8540,19,1
8542,0,1
8542,1,2
8542,2,1
8542,13,1
8542,15,1
8542,17,1
8542,19,1
8542,20,1
8542,23,1
8550,21,1
8730,0,1
8730,21,1
8734,22,1
8735,22,1
8738,0,1
8750,0,1
8750,20,1
8751,1,1
8755,1,1
8807,11,1
8807,19,1
8817,2,1
8817,10,1
8817,12,1
8817,16,1
8817,18,1
8817,20,1
8830,0,1
8830,1,1
8830,6,2
8830,12,2
8830,13,2
8830,15,2
8830,21,1
8837,3,1
8837,12,1
8837,14,1
8837,17,1
8840,14,1
8840,19,1
8850,1,1
8850,11,1
8854,8,1
8854,12,1
8854,13,1
8854,17,1
8857,19,1
8859,11,1
8863,10,2
8863,12,1
8863,15,1
8869,8,1
8872,4,1
8879,1,1
8879,8,1
8880,4,1
8880,15,1
8882,20,1
8901,14,1
8904,1,1
8904,2,1
8904,4,1
8904,5,1
8904,7,1
8904,13,1
8904,15,2
8904,16,1
8904,19,1
8904,23,3
10001,0,229
10001,1,140
10001,2,81
10001,3,87
10001,4,78
10001,5,113
10001,6,168
10001,7,289
10001,8,332
10001,9,350
10001,10,411
10001,11,442
10001,12,419
10001,13,504
10001,14,560
10001,15,734
10001,16,988
10001,17,1200
10001,18,1037
10001,19,789
10001,20,653
10001,21,611
10001,22,551
10001,23,383
10002,0,392
10002,1,291
10002,2,220
10002,3,150
10002,4,123
10002,5,176
10002,6,259
10002,7,352
10002,8,394
10002,9,302
10002,10,244
10002,11,272
10002,12,265
10002,13,313
