Zip,Weekday,Number of Trips
6450,4,1
6511,6,1
6606,4,1
6807,2,1
6807,3,2
6820,0,1
6820,4,1
6820,6,1
6830,1,1
6830,2,1
6830,3,4
6830,4,1
6830,5,2
6831,3,1
6840,2,1
6840,4,1
6850,4,1
6851,1,1
6851,4,1
6870,0,1
6870,5,1
6878,0,1
6878,1,1
6878,4,1
6878,5,1
6880,5,1
6901,0,1
6901,1,2
6901,2,1
6901,3,3
6901,4,2
6901,5,4
6901,6,1
6902,3,1
6902,4,1
6902,5,1
6905,1,1
6905,2,1
6906,5,1
6907,5,1
6907,6,1
7001,1,1
7001,6,1
7002,0,5
7002,1,6
7002,2,4
7002,3,11
7002,4,10
7002,5,8
7002,6,10
7003,0,2
7003,2,2
7003,3,4
7003,5,1
7003,6,1
7004,1,1
7004,2,2
7004,3,1
7004,4,1
7004,5,1
7004,6,2
7005,2,1
7005,5,1
7006,4,2
7006,5,3
7008,0,1
7008,1,2
7008,2,1
7008,3,1
7008,4,1
7008,5,1
7009,0,1
7009,3,1
7009,4,4
7009,5,3
7010,0,3
7010,1,2
7010,2,2
7010,3,4
7010,4,6
7010,5,8
7010,6,3
7011,4,2
7012,0,3
7012,2,3
7012,3,3
7012,4,1
7012,5,2
7012,6,1
7013,1,1
7013,5,3
7013,6,2
7014,1,2
7014,2,2
7014,3,1
7014,4,1
7014,5,5
7014,6,1
7016,0,1
7016,2,1
7016,3,1
7016,4,1
7016,6,2
7017,0,4
7017,1,1
7017,2,3
7017,3,1
7017,5,1
7017,6,1
7018,0,2
7018,1,1
7018,2,1
7018,4,1
7018,5,1
7020,0,7
7020,1,9
7020,2,2
7020,3,5
7020,4,3
7020,5,4
7020,6,6
7021,0,1
7021,4,2
7021,5,2
7021,6,2
7022,0,5
7022,1,1
7022,2,2
7022,3,2
7022,4,6
7022,5,3
7023,1,1
7023,2,1
7023,3,1
7023,5,1
7024,0,10
7024,1,14
7024,2,9
7024,3,11
7024,4,11
7024,5,11
7024,6,18
7026,0,2
7026,1,1
7026,2,1
7026,3,1
7026,5,2
7027,4,1
7027,5,2
7028,0,1
7028,2,3
7028,3,3
7028,4,3
7028,5,3
7028,6,3
7029,0,1
7029,1,3
7029,2,2
7029,3,1
7029,4,1
7029,6,1
7030,0,113
7030,1,137
7030,2,126
7030,3,157
7030,4,218
7030,5,315
7030,6,251
7031,2,2
7031,4,1
7032,0,1
7032,1,1
7032,2,1
7033,1,1
7033,3,4
7033,6,1
7036,1,2
7036,3,1
7036,4,1
7036,5,1
7039,0,1
7039,1,3
7039,2,2
7039,3,2
7039,4,1
7039,5,2
7040,0,5
7040,1,3
7040,2,3
7040,3,2
7040,4,3
7040,5,2
7040,6,2
7041,0,2
7041,1,2
7041,2,1
7041,3,3
7041,4,3
7041,5,1
7041,6,1
7042,0,2
7042,1,1
7042,2,4
7042,3,7
7042,4,3
7042,5,8
7042,6,2
7043,0,2
7043,1,2
7043,3,2
7043,4,2
7043,5,2
7043,6,1
7044,1,4
7044,2,2
7044,3,2
7044,4,2
7044,5,4
7044,6,3
7046,0,1
7046,1,2
7046,2,1
7046,4,1
7047,0,4
7047,1,1
7047,2,5
7047,3,5
7047,4,4
7047,5,7
7047,6,5
7050,0,1
7050,2,3
7050,5,1
7050,6,1
7052,0,3
7052,1,2
7052,2,4
7052,3,2
7052,4,3
7052,5,8
7054,0,3
7054,2,3
7054,3,1
7054,5,2
7055,3,2
7055,4,1
7057,0,1
7057,1,1
7057,5,2
7057,6,2
7058,3,1
7058,5,1
7058,6,1
7059,1,1
7059,2,1
7059,6,1
7062,4,1
7062,5,1
7063,0,1
7065,0,1
7065,4,1
7065,5,1
7065,6,1
7066,1,1
7066,2,2
7066,4,3
7066,5,1
7067,1,1
7067,4,1
7068,0,1
7068,1,1
7068,3,2
7068,4,2
7069,6,1
7070,0,3
7070,1,4
7070,2,7
7070,3,3
7070,4,3
7070,5,4
7070,6,4
7071,0,3
7071,1,3
7071,2,1
7071,3,1
7072,0,16
7072,1,2
7072,2,5
7072,3,13
7072,4,16
7072,5,21
7072,6,21
7073,0,3
7073,1,3
7073,2,3
7073,3,2
7073,4,2
7073,5,5
7073,6,2
7074,0,3
7074,1,1
7074,2,2
7074,3,1
7074,4,4
7074,5,1
7075,3,1
7075,5,2
7075,6,1
7077,5,1
7078,0,2
7078,1,4
7078,2,3
7078,3,9
7078,4,11
7078,5,4
7078,6,4
7079,0,2
7079,1,5
7079,2,3
7079,3,4
7079,4,9
7079,5,9
7079,6,2
7080,0,1
7080,2,1
7081,0,1
7081,1,3
7081,2,1
7081,4,2
7081,5,1
7081,6,1
7083,0,1
7083,2,1
7083,3,3
7083,4,1
7083,5,1
7086,0,12
7086,1,18
7086,2,17
7086,3,19
7086,4,15
7086,5,22
7086,6,24
7087,0,8
7087,1,9
7087,2,8
7087,3,13
7087,4,13
7087,5,17
7087,6,23
7088,0,1
7088,1,1
7088,2,3
7088,4,1
7088,5,1
7090,0,1
7090,1,1
7090,2,1
7090,3,2
7090,5,2
7092,1,1
7092,3,1
7093,0,11
7093,1,9
7093,2,13
7093,3,7
7093,4,17
7093,5,19
7093,6,17
7094,0,19
7094,1,22
7094,2,21
7094,3,25
7094,4,14
7094,5,17
7094,6,25
7095,1,2
7095,3,1
7095,5,1
7102,0,37
7102,1,27
7102,2,47
7102,3,51
7102,4,25
7102,5,27
7102,6,27
7103,0,4
7103,1,3
7103,3,2
7103,4,2
7103,5,2
7103,6,4
7104,1,2
7104,3,1
7104,4,1
7104,5,2
7104,6,2
7105,0,2
7105,1,3
7105,2,6
7105,3,8
7105,4,4
7105,5,2
7105,6,7
7106,1,2
7106,3,1
7106,4,6
7106,5,1
7106,6,1
7107,2,1
7107,3,1
7107,4,1
7107,5,1
7108,0,1
7108,1,4
7108,2,1
7108,3,3
7108,4,1
7108,5,2
7109,0,1
7109,2,1
7109,3,2
7109,4,2
7109,5,3
7110,1,1
7110,2,1
7110,3,2
7110,4,2
7110,5,4
7110,6,4
7111,0,2
7111,1,2
7111,2,1
7111,3,1
7111,4,2
7111,5,1
7111,6,1
7112,1,3
7112,2,2
7112,4,3
7112,6,3
7114,0,625
7114,1,499
7114,2,477
7114,3,537
7114,4,489
7114,5,267
7114,6,589
7201,0,12
7201,1,16
7201,2,11
7201,3,6
7201,4,6
7201,5,9
7201,6,3
7202,2,1
7202,4,2
7202,5,2
7202,6,1
7203,0,2
7203,1,1
7203,2,1
7203,3,1
7204,3,1
7204,5,2
7205,0,1
7205,1,2
7205,4,3
7205,5,1
7205,6,1
7206,0,1
7206,1,3
7206,2,1
7206,3,2
7206,5,2
7206,6,7
7208,0,6
7208,1,3
7208,3,5
7208,4,3
7208,5,2
7208,6,4
7302,0,48
7302,1,34
7302,2,42
7302,3,58
7302,4,73
7302,5,105
7302,6,93
7304,0,20
7304,1,10
7304,2,17
7304,3,12
7304,4,25
7304,5,23
7304,6,29
7305,0,3
7305,1,2
7305,2,4
7305,3,4
7305,4,6
7305,5,7
7305,6,3
7306,0,17
7306,1,29
7306,2,20
7306,3,26
7306,4,20
7306,5,21
7306,6,24
7307,0,18
7307,1,11
7307,2,10
7307,3,10
7307,4,23
7307,5,30
7307,6,23
7310,0,102
7310,1,108
7310,2,115
7310,3,169
7310,4,159
7310,5,240
7310,6,231
7311,0,72
7311,1,80
7311,2,78
7311,3,96
7311,4,91
7311,5,81
7311,6,73
7401,0,1
7401,1,1
7401,2,1
7401,3,1
7401,4,2
7407,4,1
7410,0,1
7410,5,1
7417,1,2
7417,3,1
7417,4,1
7417,5,2
7423,0,1
7423,1,1
7423,2,1
7423,5,1
7424,0,2
7424,1,1
7424,4,5
7424,5,2
7430,5,1
7432,2,1
7432,4,1
7432,5,1
7442,2,1
7442,4,1
7444,2,1
7444,5,1
7446,0,2
7446,1,2
7446,2,1
7446,4,3
7446,5,4
7450,0,2
7450,1,1
7450,2,2
7450,3,5
7450,4,4
7450,5,2
7450,6,2
7452,2,1
7452,5,1
7457,6,1
7458,0,3
7458,1,2
7458,2,4
7458,3,1
7458,4,3
7458,5,2
7458,6,1
7463,4,1
7463,5,1
7463,6,1
7470,1,1
7470,3,1
7470,4,2
7470,5,3
7470,6,1
7481,0,1
7481,3,5
7481,5,1
7481,6,1
7495,1,2
7495,4,1
7495,6,1
7501,4,2
7501,5,2
7502,0,1
7503,1,1
7506,1,1
7506,3,1
7506,4,1
7506,6,1
7512,1,1
7512,4,3
7512,5,1
7512,6,1
7513,0,1
7513,5,1
7514,4,1
7514,6,1
7524,2,1
7524,5,3
7601,0,3
7601,1,3
7601,2,1
7601,3,4
7601,4,4
7601,5,2
7603,3,2
7603,4,1
7603,5,1
7603,6,1
7604,0,2
7604,1,6
7604,2,3
7604,3,2
7604,4,5
7604,6,3
7605,1,4
7605,2,1
7605,3,3
7605,5,2
7605,6,4
7606,0,3
7606,5,2
7607,0,3
7607,1,2
7607,2,1
7607,4,2
7607,5,1
7607,6,1
7608,0,1
7608,1,4
7608,3,2
7608,4,3
7608,5,2
7608,6,5
7621,0,3
7621,2,1
7621,5,1
7624,2,1
7624,6,1
7626,0,2
7626,1,3
7626,3,2
7626,4,1
7626,5,2
7626,6,1
7627,2,1
7627,3,1
7627,4,1
7627,5,1
7627,6,1
7628,1,1
7628,5,1
7628,6,1
7631,0,8
7631,1,6
7631,2,5
7631,3,7
