Zip,Weekday,Hour,Number of Trips
6450,4,10,1
6511,6,11,1
6606,4,8,1
6807,2,15,1
6807,3,19,1
6807,3,20,1
6820,0,14,1
6820,4,8,1
6820,6,11,1
6830,1,23,1
6830,2,13,1
6830,3,2,1
6830,3,14,1
6830,3,15,1
6830,3,18,1
6830,4,22,1
6830,5,8,1
6830,5,22,1
6831,3,18,1
6840,2,20,1
6840,4,21,1
6850,4,11,1
6851,1,7,1
6851,4,6,1
6870,0,20,1
6870,5,22,1
6878,0,22,1
6878,1,20,1
6878,4,17,1
6878,5,18,1
6880,5,16,1
6901,0,11,1
6901,1,11,1
6901,1,22,1
6901,2,19,1
6901,3,13,1
6901,3,21,1
6901,3,23,1
6901,4,8,1
6901,4,18,1
6901,5,0,1
6901,5,2,1
6901,5,7,1
6901,5,16,1
6901,6,15,1
6902,3,17,1
6902,4,20,1
6902,5,13,1
6905,1,12,1
6905,2,15,1
6906,5,18,1
6907,5,18,1
6907,6,16,1
7001,1,7,1
7001,6,9,1
7002,0,3,1
7002,0,10,1
7002,0,16,1
7002,0,17,1
7002,0,19,1
7002,1,5,1
7002,1,9,1
7002,1,14,4
7002,2,9,1
7002,2,11,1
7002,2,13,1
7002,2,20,1
7002,3,3,1
7002,3,6,1
7002,3,8,2
7002,3,9,1
7002,3,12,2
7002,3,13,1
7002,3,16,1
7002,3,18,2
7002,4,7,1
7002,4,11,2
7002,4,12,1
7002,4,13,2
7002,4,17,2
7002,4,18,1
7002,4,22,1
7002,5,7,1
7002,5,9,1
7002,5,11,1
7002,5,13,1
7002,5,15,1
7002,5,17,1
7002,5,18,1
7002,5,20,1
7002,6,8,2
7002,6,10,3
7002,6,13,1
7002,6,14,1
7002,6,16,1
7002,6,22,2
7003,0,7,1
7003,0,19,1
7003,2,7,1
7003,2,8,1
7003,3,1,1
7003,3,20,1
7003,3,21,2
7003,5,17,1
7003,6,16,1
7004,1,20,1
7004,2,11,1
7004,2,12,1
7004,3,16,1
7004,4,11,1
7004,5,0,1
7004,6,8,1
7004,6,9,1
7005,2,14,1
7005,5,23,1
7006,4,11,1
7006,4,18,1
7006,5,0,1
7006,5,14,1
7006,5,17,1
7008,0,14,1
7008,1,12,1
7008,1,22,1
7008,2,17,1
7008,3,4,1
7008,4,8,1
7008,5,9,1
7009,0,20,1
7009,3,19,1
7009,4,20,2
7009,4,21,1
7009,4,22,1
7009,5,22,1
7009,5,23,2
7010,0,5,1
7010,0,15,1
7010,0,18,1
7010,1,5,1
7010,1,13,1
7010,2,13,1
7010,2,23,1
7010,3,8,2
7010,3,14,1
7010,3,22,1
7010,4,11,1
7010,4,12,1
7010,4,16,1
7010,4,17,1
7010,4,20,1
7010,4,23,1
7010,5,8,1
7010,5,9,1
7010,5,13,1
7010,5,14,1
7010,5,15,2
7010,5,17,1
7010,5,20,1
7010,6,20,2
7010,6,22,1
7011,4,5,2
7012,0,4,1
7012,0,12,1
7012,0,20,1
7012,2,16,1
7012,2,17,1
7012,2,20,1
7012,3,18,1
7012,3,21,1
7012,3,22,1
7012,4,21,1
7012,5,14,1
7012,5,17,1
7012,6,2,1
7013,1,10,1
7013,5,1,1
7013,5,10,1
7013,5,21,1
7013,6,10,1
7013,6,19,1
7014,1,10,1
7014,1,20,1
7014,2,20,2
7014,3,12,1
7014,4,18,1
7014,5,1,1
7014,5,10,1
7014,5,18,1
7014,5,20,1
7014,5,22,1
7014,6,11,1
7016,0,19,1
7016,2,3,1
7016,3,8,1
7016,4,0,1
7016,6,0,1
7016,6,13,1
7017,0,7,2
7017,0,9,1
7017,0,12,1
7017,1,7,1
7017,2,10,1
7017,2,11,1
7017,2,13,1
7017,3,1,1
7017,5,19,1
7017,6,5,1
7018,0,14,1
7018,0,15,1
7018,1,21,1
7018,2,9,1
7018,4,19,1
7018,5,17,1
7020,0,5,1
7020,0,6,1
7020,0,9,1
7020,0,12,1
7020,0,14,2
7020,0,22,1
7020,1,4,1
7020,1,6,1
7020,1,8,2
7020,1,9,1
7020,1,10,2
7020,1,18,1
7020,1,21,1
7020,2,17,1
7020,2,23,1
7020,3,0,1
7020,3,5,1
7020,3,17,1
7020,3,19,2
7020,4,14,1
7020,4,16,1
7020,4,20,1
7020,5,9,1
7020,5,14,1
7020,5,18,1
7020,5,19,1
7020,6,7,1
7020,6,15,1
7020,6,16,2
7020,6,21,1
7020,6,22,1
7021,0,11,1
7021,4,13,1
7021,4,15,1
7021,5,15,1
7021,5,19,1
7021,6,0,1
7021,6,13,1
7022,0,5,1
7022,0,7,1
7022,0,11,1
7022,0,15,1
7022,0,22,1
7022,1,16,1
7022,2,6,1
7022,2,10,1
7022,3,14,1
7022,3,15,1
7022,4,0,1
7022,4,9,1
7022,4,16,1
7022,4,18,1
