Zip,Weekday,Hour,Number of Trips
1566,6,8,1
6460,5,11,1
6605,3,19,1
6807,3,11,1
6820,2,20,1
6820,6,11,1
6824,5,10,1
6824,5,11,1
6830,1,13,1
6830,1,21,1
6830,1,23,1
6830,2,13,1
6830,3,19,1
6830,4,10,1
6830,4,22,2
6830,5,9,1
6830,5,17,1
6830,5,21,1
6851,0,21,1
6851,1,7,1
6851,3,10,1
6855,3,20,1
6870,0,23,1
6878,3,23,1
6878,4,17,1
6880,2,12,1
6880,4,20,1
6880,4,23,1
6890,1,7,1
6890,5,18,1
6890,6,13,1
6901,1,20,1
6901,1,21,1
6901,2,6,1
6901,2,13,1
6901,2,14,1
6901,2,19,1
6901,2,20,2
6901,3,13,1
6901,4,11,1
6901,4,17,1
6901,5,7,1
6901,5,15,1
6901,5,16,1
6901,5,18,1
6901,5,21,1
6901,6,12,1
6901,6,16,1
6902,0,23,1
6902,1,21,1
6902,5,9,1
6902,5,13,1
6902,5,20,1
6905,1,12,1
6905,3,11,1
6906,0,22,1
7001,2,18,1
7001,3,11,1
7002,0,3,1
7002,0,4,1
7002,0,6,1
7002,0,8,1
7002,0,10,1
7002,0,11,1
7002,0,13,1
7002,0,14,1
7002,0,16,2
7002,0,17,1
7002,1,10,1
7002,1,12,1
7002,1,17,1
7002,1,19,1
7002,2,5,1
7002,2,9,1
7002,2,11,1
7002,2,15,1
7002,2,19,1
7002,3,9,1
7002,3,10,1
7002,3,12,2
7002,3,14,1
7002,3,17,1
7002,4,8,1
7002,4,9,1
7002,4,12,2
7002,4,14,1
7002,4,16,1
7002,4,17,2
7002,5,8,2
7002,5,9,2
7002,5,10,1
7002,5,11,1
7002,5,12,1
7002,5,14,1
7002,5,16,1
7002,5,17,1
7002,5,18,1
7002,5,19,1
7002,5,20,1
7002,5,22,1
7002,5,23,1
7002,6,2,1
7002,6,7,1
7002,6,8,1
7002,6,10,1
7002,6,12,1
7002,6,17,1
7003,0,4,1
7003,0,18,1
7003,1,8,1
7003,2,7,2
7003,3,1,1
7003,3,10,1
7003,3,20,1
7003,3,21,1
7003,4,14,1
7003,5,5,1
7003,5,10,1
7003,5,11,1
7003,5,16,1
7003,5,20,1
7003,6,7,1
7003,6,10,1
7004,0,15,1
7004,1,7,1
7004,3,4,1
7004,5,0,1
7004,5,1,1
7004,5,21,1
7004,5,22,1
7004,6,17,1
7004,6,19,1
7005,6,16,1
7006,2,15,1
7006,4,5,1
7008,4,11,1
7008,5,9,1
7008,5,17,1
7008,6,21,1
7009,3,3,1
7009,3,9,1
7009,4,21,1
7009,5,5,1
7009,5,21,1
7009,5,22,1
7009,5,23,1
7009,6,13,1
7009,6,16,1
7010,0,3,2
7010,0,19,1
7010,0,22,1
7010,1,20,1
7010,2,6,1
7010,3,8,1
7010,3,13,1
7010,3,19,1
7010,3,22,1
7010,3,23,1
7010,4,11,1
7010,4,14,1
7010,4,16,1
7010,4,21,1
7010,5,0,2
7010,5,1,1
7010,5,4,1
7010,5,11,1
7010,5,12,1
7010,5,14,1
7010,5,20,1
7010,6,1,3
7010,6,2,1
7010,6,8,1
7010,6,11,1
7010,6,14,1
7010,6,15,1
7010,6,16,1
7010,6,22,1
7011,5,18,1
7012,0,4,1
7012,2,16,1
7012,2,20,1
7012,3,0,1
7012,3,9,1
7012,3,15,1
7012,3,19,1
7012,3,22,1
7012,5,17,1
7013,1,10,1
7013,2,8,1
7013,4,3,1
7013,4,17,1
7013,6,10,1
7014,0,19,1
7014,1,0,1
7014,1,15,1
7014,1,18,1
7014,1,23,1
7014,2,17,1
7014,2,20,1
7014,3,12,1
7014,3,21,1
7014,4,22,1
7014,5,2,1
7014,5,7,1
7014,6,1,1
7014,6,12,1
7014,6,18,1
7016,0,8,1
7016,2,11,1
7016,3,12,1
7016,3,22,1
7016,4,22,1
7017,0,7,1
7017,0,9,1
7017,1,13,1
7017,2,23,1
7017,4,22,1
7017,5,19,1
7017,5,21,1
7018,1,12,1
7018,1,21,1
7018,2,15,1
7018,5,17,1
7018,5,20,1
7020,0,6,1
7020,0,11,1
7020,0,15,1
7020,0,17,1
7020,0,18,1
7020,0,19,1
7020,0,21,1
7020,0,22,1
7020,1,5,1
7020,1,7,1
7020,1,8,2
7020,1,10,1
7020,2,5,1
7020,2,7,1
7020,2,15,1
7020,2,19,1
7020,2,22,1
7020,3,2,1
7020,3,18,1
7020,3,19,2
7020,4,3,1
7020,4,15,1
7020,4,16,1
7020,5,17,1
7020,5,18,1
7020,5,19,1
7020,5,23,1
7020,6,2,2
7020,6,9,2
7020,6,17,1
7020,6,18,1
7020,6,21,1
7021,1,7,1
7021,2,19,1
7021,4,14,2
7021,4,18,1
7021,4,20,1
7021,4,22,1
7022,0,6,1
7022,1,5,1
7022,1,16,1
7022,1,20,1
7022,2,22,1
7022,2,23,1
7022,3,16,1
7022,3,18,1
7022,4,14,1
7022,5,9,1
7022,5,10,1
7022,5,11,1
7022,5,20,1
7022,5,22,1
7022,6,0,1
7022,6,3,1
7022,6,4,1
7022,6,9,2
7023,1,17,1
7023,2,2,1
7023,2,22,1
7023,4,0,1
7023,5,23,1
7024,0,5,1
7024,0,9,1
7024,0,10,1
7024,0,11,2
7024,0,12,1
7024,0,14,1
7024,0,15,2
7024,0,16,1
7024,0,17,1
7024,0,18,1
7024,0,21,1
7024,1,2,1
7024,1,7,1
7024,1,8,1
7024,1,9,2
7024,1,12,1
7024,1,13,1
7024,1,17,1
7024,1,23,1
7024,2,4,1
7024,2,6,1
7024,2,10,1
7024,2,11,1
7024,2,17,1
7024,2,18,1
7024,2,20,1
7024,2,21,1
7024,2,23,1
7024,3,5,1
7024,3,7,1
7024,3,8,1
7024,3,9,1
7024,3,10,1
7024,3,11,1
7024,3,12,3
7024,3,13,1
7024,3,15,1
7024,3,18,1
7024,3,20,1
7024,4,6,2
7024,4,9,1
7024,4,13,1
7024,4,15,1
7024,4,18,1
7024,4,19,1
7024,4,21,2
7024,5,0,1
7024,5,4,1
7024,5,5,1
7024,5,6,1
7024,5,7,2
7024,5,10,1
7024,5,16,2
7024,5,17,1
7024,5,21,1
7024,5,23,1
7024,6,4,1
7024,6,6,2
7024,6,8,1
7024,6,10,1
7024,6,12,2
7024,6,14,1
7024,6,15,1
7024,6,16,1
7024,6,19,3
7026,0,14,1
7026,1,6,2
7026,1,19,1
7026,2,2,1
7026,2,6,1
7026,4,12,1
7026,4,13,1
7026,5,0,1
7026,5,21,1
7026,5,22,1
7026,5,23,1
7026,6,6,1
7027,1,0,1
7027,5,0,1
7028,0,4,1
7028,1,17,1
7028,1,20,1
7028,3,4,1
7028,3,10,1
7028,3,13,1
7028,3,23,1
7028,4,12,1
7028,4,23,2
7028,5,6,1
7028,5,13,1
7028,5,18,1
7028,5,19,1
7028,5,22,1
7028,6,17,1
7028,6,18,1
7029,1,21,1
7029,2,11,1
7029,2,16,1
7029,2,21,1
7029,3,3,1
7029,4,1,1
7029,4,20,1
7029,5,6,1
7029,5,22,1
7029,5,23,1
7029,6,13,1
7029,6,14,1
7030,0,0,1
7030,0,1,2
7030,0,3,7
7030,0,4,11
7030,0,5,4
7030,0,6,8
7030,0,7,8
7030,0,8,3
7030,0,9,2
7030,0,10,1
7030,0,11,3
7030,0,12,3
7030,0,13,3
7030,0,14,2
7030,0,15,5
7030,0,16,2
7030,0,17,1
7030,0,18,5
7030,0,19,6
7030,0,20,17
7030,0,21,16
7030,0,22,5
7030,0,23,5
7030,1,0,3
7030,1,1,2
7030,1,3,1
7030,1,4,4
7030,1,5,7
7030,1,6,2
7030,1,7,9
7030,1,8,1
7030,1,9,2
7030,1,10,2
7030,1,11,5
7030,1,12,1
7030,1,15,4
7030,1,16,4
7030,1,17,7
7030,1,18,7
7030,1,19,6
7030,1,20,16
7030,1,21,22
7030,1,22,21
7030,1,23,7
7030,2,0,5
7030,2,1,1
7030,2,3,1
7030,2,4,4
7030,2,5,5
7030,2,6,4
7030,2,7,5
7030,2,8,1
7030,2,10,2
7030,2,11,2
7030,2,12,2
7030,2,13,2
7030,2,14,2
7030,2,15,4
7030,2,16,2
7030,2,17,5
7030,2,18,10
7030,2,19,8
7030,2,20,24
