Zip,Weekday,Number of Trips
10458,0,1
10458,1,1
10458,3,1
10458,5,1
10459,0,2
10459,2,1
10460,3,2
10460,6,1
10461,0,1
10461,1,2
10461,2,1
10462,3,1
10463,0,3
10463,3,1
10463,4,1
10463,5,1
10465,0,1
10465,5,1
10467,3,2
10467,4,1
10468,0,1
10468,2,1
10468,3,1
10468,5,2
10468,6,1
10469,0,1
10469,3,1
10471,2,2
10471,3,1
10471,5,2
10471,6,1
10473,4,1
10475,2,1
10475,5,2
10530,6,1
10543,0,1
10552,1,1
10573,2,1
10580,1,2
10580,4,1
10601,1,1
10604,0,1
10605,1,1
10606,5,1
10607,3,1
10701,5,1
10708,4,1
10708,5,2
10710,0,1
10801,1,1
10804,0,1
10983,5,1
11004,4,1
11005,4,1
11021,3,1
11023,5,1
11030,3,1
11042,2,1
11101,0,3
11101,1,3
11101,2,2
11101,3,1
11101,4,3
11101,5,2
11102,0,4
11102,1,1
11102,2,3
11102,3,2
11102,4,4
11102,5,5
11102,6,1
11103,0,1
11103,1,3
11103,2,5
11103,3,4
11103,4,6
11103,5,6
11103,6,7
11104,0,1
11104,1,2
11104,2,1
11104,4,4
11104,5,2
11104,6,1
11105,0,3
11105,1,2
11105,2,3
11105,3,2
11105,4,2
11105,5,4
11105,6,3
11106,0,1
11106,2,2
11106,4,1
11106,5,6
11106,6,3
11109,0,6
11109,1,2
11109,2,5
11109,3,5
11109,4,5
11109,5,15
11109,6,7
11201,0,20
11201,1,12
11201,2,16
11201,3,18
11201,4,19
11201,5,34
11201,6,22
11203,0,1
11203,1,1
11203,3,1
11203,4,1
11203,5,1
11203,6,1
11204,0,1
11205,0,8
11205,1,7
11205,2,9
11205,3,4
11205,4,8
11205,5,13
11205,6,6
11206,0,5
11206,1,11
11206,2,3
11206,3,2
11206,4,7
11206,5,5
11206,6,9
11207,0,2
11207,1,1
11207,2,1
11207,6,2
11208,4,1
11208,5,1
11208,6,1
11209,1,2
11209,3,2
11209,4,1
11209,5,1
11209,6,1
11210,0,1
11210,1,1
11210,2,1
11210,4,2
11210,6,1
11211,0,28
11211,1,30
11211,2,36
11211,3,24
11211,4,42
11211,5,47
11211,6,44
11212,0,2
11212,4,1
11212,5,1
11213,1,2
11213,2,2
11213,3,3
11213,4,1
11213,5,2
11213,6,3
11215,0,3
11215,1,8
11215,2,12
11215,3,14
11215,4,9
11215,5,14
11215,6,11
11216,0,1
11216,1,7
11216,2,4
11216,3,3
11216,4,5
11216,5,10
11216,6,9
11217,0,7
11217,1,19
11217,2,16
11217,3,16
11217,4,19
11217,5,24
11217,6,14
11218,0,2
11218,2,1
11218,3,4
11218,4,5
11218,5,5
11218,6,5
11220,0,1
11220,1,1
11220,3,1
11220,4,3
11220,5,3
11220,6,2
11221,0,4
11221,1,1
11221,2,3
11221,3,1
11221,4,5
11221,5,5
11221,6,7
11222,0,15
11222,1,11
11222,2,16
11222,3,9
11222,4,25
11222,5,28
11222,6,15
11223,0,1
11223,1,3
11223,2,3
11224,0,1
11225,1,2
11225,2,2
11225,3,3
11225,4,5
11225,5,4
11225,6,5
11226,1,1
11226,2,2
11226,3,1
11226,4,2
11226,5,4
11226,6,7
11229,0,1
11229,1,2
11229,2,1
11229,4,1
11229,5,2
11229,6,1
11230,0,2
11230,1,1
11230,2,1
11230,4,2
11230,5,1
11230,6,2
11231,0,12
11231,1,7
11231,2,8
11231,3,14
11231,4,17
11231,5,25
11231,6,18
11233,0,2
11233,1,3
11233,2,2
11233,3,2
11233,4,1
11233,5,3
11233,6,2
11234,3,1
11234,5,2
11234,6,1
11235,4,1
11235,5,1
11235,6,2
11236,0,2
11237,0,6
11237,1,3
11237,2,4
11237,3,7
11237,4,5
11237,5,10
11237,6,10
11238,0,11
11238,1,8
11238,2,10
11238,3,15
11238,4,17
11238,5,21
11238,6,17
11239,0,1
11351,4,1
11351,6,1
11354,0,3
11354,1,1
11354,4,2
11355,0,1
11355,2,1
11355,4,2
11355,5,3
11356,1,1
11356,4,1
11357,5,1
11357,6,1
11358,4,1
11358,5,1
11360,4,1
11361,1,1
11361,3,1
11361,5,1
11361,6,1
11365,0,1
11365,6,1
11367,5,1
11368,0,4
11368,1,3
11368,2,3
11368,4,3
11368,5,2
11368,6,3
11369,2,1
11369,3,1
11369,4,1
11369,5,1
11370,0,6
11370,1,6
11370,2,7
11370,3,6
11370,4,2
11370,6,2
11371,0,23
11371,1,31
11371,2,29
11371,3,40
11371,4,24
11371,5,10
11371,6,34
11372,1,1
11372,4,2
11372,5,4
11372,6,1
11373,0,1
11373,1,1
11373,3,1
11373,4,2
11373,6,3
11374,2,1
11374,3,1
11374,4,2
11374,5,1
11374,6,1
11375,0,1
11375,1,1
11375,4,1
11375,5,2
11377,1,1
11377,2,1
11377,3,2
11377,4,3
11377,5,1
11377,6,2
11378,5,1
11379,0,1
11379,3,1
11379,4,2
11379,6,1
11385,2,1
11411,0,1
11411,1,1
11412,0,1
11412,2,1
11412,5,1
11414,2,1
11414,4,1
11415,0,1
11415,2,3
11415,3,1
11415,5,1
11416,2,2
11416,6,1
11417,2,1
11419,4,1
11419,5,1
11420,3,1
11420,6,1
11421,0,1
11421,1,2
11421,3,1
11421,6,1
11422,0,37
11422,1,34
11422,2,22
11422,3,36
11422,4,25
11422,5,19
11422,6,37
11423,5,1
11427,0,1
11428,3,1
11428,5,1
11432,0,1
11432,4,1
11432,5,3
11434,0,2
11435,4,1
11435,5,2
11435,6,1
11436,0,1
11436,2,2
11436,4,2
11436,5,2
11436,6,1
11501,0,1
11507,4,1
11509,3,1
11514,4,1
11520,3,1
11530,3,2
11530,6,1
11548,3,1
11548,5,2
11553,5,1
11554,6,1
11556,4,1
11556,6,1
11563,1,1
11563,3,1
11576,2,1
11580,1,1
11581,1,1
11598,0,1
11691,2,1
11701,3,1
11715,4,1
11731,3,1
11732,0,1
11741,3,1
11747,1,1
11747,3,1
11753,2,1
11753,5,1
11771,2,1
11793,5,1
11803,6,1
11804,1,1
