Zip,Weekday,Hour,Number of Trips
6830,5,8,1
7004,3,4,1
7010,3,16,1
7010,6,18,1
7020,5,23,1
7022,5,11,1
7029,1,21,1
7030,0,4,1
7030,1,6,1
7030,1,22,1
7030,2,6,1
7030,2,21,1
7030,3,17,1
7030,3,22,2
7030,3,23,2
7030,4,17,1
7030,4,19,2
7030,4,23,1
7030,5,12,1
7030,5,18,1
7030,5,19,1
7030,5,21,1
7030,5,23,1
7030,6,0,1
7030,6,6,1
7030,6,11,1
7030,6,18,2
7047,6,6,1
7059,4,13,1
7072,1,6,1
7072,3,15,1
7072,5,20,1
7078,0,11,1
7087,4,3,1
7087,5,11,1
7087,5,17,1
7087,6,14,1
7090,1,4,1
7090,3,9,1
7093,4,4,1
7093,5,0,1
7094,0,20,1
7094,3,14,1
7095,3,9,1
7102,0,7,1
7102,0,8,1
7102,0,16,1
7102,1,9,1
7102,1,14,1
7102,1,15,1
7102,2,21,1
7103,2,14,1
7104,5,16,1
7108,5,15,1
7109,5,11,1
7110,3,11,1
7114,0,4,1
7114,0,6,1
7114,0,7,2
7114,0,9,1
7114,0,11,1
7114,0,15,2
7114,0,16,2
7114,0,18,1
7114,0,20,1
7114,0,22,2
7114,1,0,1
7114,1,8,1
7114,1,13,2
7114,1,14,1
7114,1,15,1
7114,1,17,1
7114,1,18,1
7114,1,23,1
7114,2,6,1
7114,2,18,1
7114,2,19,1
7114,2,21,2
7114,2,22,1
7114,3,1,1
7114,3,6,2
7114,3,13,1
7114,3,15,1
7114,3,16,2
7114,3,18,1
7114,3,20,1
7114,3,21,1
7114,3,23,1
7114,4,0,2
7114,4,5,1
7114,4,13,1
7114,4,15,1
7114,4,16,2
7114,4,18,3
7114,4,19,1
7114,5,4,1
7114,5,11,1
7114,5,13,1
7114,5,15,1
7114,5,18,2
7114,5,21,1
7114,6,5,1
7114,6,12,1
7114,6,13,1
7114,6,15,2
7114,6,16,1
7114,6,17,1
7114,6,18,2
7114,6,19,2
7302,0,3,1
7302,0,5,1
7302,1,17,1
7302,2,3,1
7302,2,10,1
7302,4,7,1
7302,4,20,1
7302,5,17,1
7302,5,21,2
7302,6,1,1
7302,6,7,1
7304,1,5,1
7304,5,12,1
7306,2,10,1
7306,4,23,1
7306,5,8,1
7307,0,3,1
7307,0,4,1
7307,4,19,1
7310,0,3,1
7310,0,6,1
7310,0,12,1
7310,0,14,1
7310,1,4,1
7310,1,13,1
7310,1,19,1
7310,1,20,1
7310,1,22,1
7310,2,2,1
7310,2,23,1
7310,3,6,1
7310,3,11,1
7310,3,15,1
7310,3,17,1
7310,3,22,2
7310,4,10,1
7310,5,1,1
7310,5,14,1
7310,6,0,1
7310,6,2,1
7310,6,11,1
7310,6,17,1
7310,6,21,1
7311,0,0,1
7311,0,22,1
7311,2,14,1
7311,2,21,1
7311,3,21,1
7311,4,22,1
7311,4,23,1
7311,5,3,1
7311,5,10,1
7311,5,15,1
7424,5,23,1
7458,1,11,1
7495,6,10,1
7604,1,13,1
7631,5,19,1
7632,4,5,1
7646,5,19,1
7662,2,20,1
7666,4,7,1
7670,3,14,1
7716,4,13,1
7801,4,12,1
7936,5,23,1
7950,6,12,1
7974,0,4,1
8824,0,8,1
8873,1,14,1
10001,0,1,1
10001,0,5,1
10001,0,6,1
10001,0,9,2
10001,0,10,2
10001,0,11,3
10001,0,13,4
10001,0,14,3
10001,0,15,5
10001,0,16,4
10001,0,17,5
10001,0,18,6
10001,0,19,4
10001,0,20,2
10001,0,21,4
10001,0,22,1
10001,1,0,1
10001,1,4,1
10001,1,6,4
10001,1,7,3
10001,1,8,4
10001,1,9,3
10001,1,10,2
10001,1,11,3
10001,1,12,4
10001,1,13,6
10001,1,14,3
10001,1,15,10
10001,1,16,7
10001,1,17,6
10001,1,18,5
10001,1,20,6
10001,1,21,5
10001,1,22,5
10001,1,23,1
10001,2,0,1
10001,2,3,1
10001,2,7,3
10001,2,8,3
10001,2,9,3
10001,2,10,5
10001,2,11,7
10001,2,12,1
10001,2,13,1
10001,2,14,6
10001,2,15,3
10001,2,16,11
10001,2,17,6
10001,2,18,7
10001,2,19,7
10001,2,20,3
10001,2,21,3
10001,2,22,4
10001,2,23,2
10001,3,1,1
10001,3,4,3
10001,3,6,2
10001,3,7,2
10001,3,8,2
10001,3,9,4
10001,3,10,3
10001,3,11,3
10001,3,12,3
10001,3,13,5
10001,3,14,7
10001,3,15,4
10001,3,16,7
10001,3,17,8
10001,3,18,6
10001,3,19,2
10001,3,20,8
10001,3,21,6
10001,3,22,4
10001,3,23,1
10001,4,0,3
10001,4,1,1
10001,4,5,3
10001,4,8,3
10001,4,9,2
10001,4,10,1
10001,4,11,2
10001,4,12,4
10001,4,13,3
10001,4,14,4
10001,4,15,10
10001,4,16,2
10001,4,17,7
10001,4,18,6
10001,4,19,2
10001,4,20,5
10001,4,21,4
10001,4,22,6
10001,4,23,8
10001,5,0,5
10001,5,1,1
10001,5,2,1
10001,5,3,1
10001,5,7,1
10001,5,10,1
10001,5,11,1
10001,5,12,2
10001,5,13,1
10001,5,14,3
10001,5,15,4
10001,5,16,3
10001,5,17,3
10001,5,18,6
10001,5,19,5
10001,5,20,1
10001,5,21,4
10001,5,22,3
10001,5,23,3
10001,6,0,3
10001,6,1,4
10001,6,2,1
10001,6,5,2
10001,6,6,1
10001,6,7,1
10001,6,10,1
10001,6,11,2
10001,6,12,1
10001,6,13,1
10001,6,16,2
10001,6,17,1
10001,6,18,2
10001,6,19,1
10001,6,20,3
10001,6,21,3
10001,6,22,1
10002,0,0,5
10002,0,1,1
10002,0,3,2
10002,0,5,2
10002,0,6,4
10002,0,7,6
10002,0,8,4
10002,0,9,2
10002,0,10,3
10002,0,11,1
10002,0,12,2
10002,0,13,1
10002,0,14,1
10002,0,15,1
10002,0,16,2
10002,0,17,1
10002,0,18,1
10002,0,19,2
10002,0,20,6
10002,0,21,1
10002,0,23,1
10002,1,2,1
10002,1,4,1
10002,1,5,2
10002,1,6,1
10002,1,7,1
10002,1,8,6
10002,1,9,3
10002,1,10,3
10002,1,12,1
10002,1,14,1
10002,1,15,1
10002,1,16,2
10002,1,17,2
10002,1,18,1
10002,1,19,6
10002,1,20,5
10002,1,21,3
10002,1,22,3
10002,1,23,1
10002,2,0,1
10002,2,2,1
10002,2,6,2
10002,2,7,1
10002,2,8,2
10002,2,10,3
10002,2,11,1
10002,2,12,1
10002,2,13,1
10002,2,14,1
10002,2,15,4
10002,2,16,3
10002,2,17,4
10002,2,18,2
10002,2,19,1
10002,2,20,5
10002,2,21,2
10002,2,22,1
10002,2,23,4
10002,3,1,1
10002,3,4,1
10002,3,5,4
10002,3,6,2
10002,3,7,3
10002,3,8,3
10002,3,9,3
10002,3,10,1
10002,3,11,1
10002,3,12,1
10002,3,13,2
10002,3,14,1
10002,3,16,2
10002,3,18,3
10002,3,19,5
10002,3,20,3
10002,3,21,9
10002,3,22,3
10002,3,23,2
10002,4,0,1
10002,4,1,1
10002,4,2,2
10002,4,3,1
10002,4,4,1
10002,4,5,3
10002,4,6,2
10002,4,8,2
10002,4,9,3
10002,4,10,1
10002,4,11,3
10002,4,13,2
10002,4,14,2
10002,4,15,2
10002,4,16,2
10002,4,17,7
10002,4,18,4
10002,4,19,2
10002,4,20,3
