Zip,Weekday,Hour,Expected Trips,Expected Trips (Est)
7014,0,0,0,0.046116068959236145
7014,0,1,0,0.046551335602998734
7014,0,2,0,0.04698660597205162
7014,0,3,0,0.047507550567388535
7014,0,4,0,0.04748859629034996
7014,0,5,0,0.04753856360912323
7014,0,6,0,0.04749642312526703
7014,0,7,0,0.047976166009902954
7014,0,8,0,0.04857717454433441
7014,0,9,0,0.04917817935347557
7014,0,10,0,0.05005341395735741
7014,0,11,0,0.051098961383104324
7014,0,12,0,0.05250968039035797
7014,0,13,0,0.05392039939761162
7014,0,14,0,0.055545393377542496
7014,0,15,0,0.057677824050188065
7014,0,16,0,0.05981025844812393
7014,0,17,0,0.0619426928460598
7014,0,18,0,0.06098490580916405
7014,0,19,0,0.059730056673288345
7014,0,20,0,0.05847520753741264
7014,0,21,0,0.05722035840153694
7014,0,22,0,0.05596550926566124
7014,0,23,0,0.05505966767668724
7014,1,0,0,0.049168143421411514
7014,1,1,0,0.04762544482946396
7014,1,2,0,0.04658770561218262
7014,1,3,0,0.045707836747169495
7014,1,4,0,0.044827964156866074
7014,1,5,0,0.04416598007082939
7014,1,6,0,0.04375271499156952
7014,1,7,0,0.044194456189870834
7014,1,8,0,0.0448259636759758
7014,1,9,0,0.04546310752630234
7014,1,10,0,0.0468314103782177
7014,1,11,0,0.04824930056929588
7014,1,12,0,0.04970330372452736
7014,1,13,0,0.05142408236861229
7014,1,14,0,0.05323705077171326
7014,1,15,0,0.055369485169649124
7014,1,16,0,0.054173070937395096
7014,1,17,0,0.05291822552680969
7014,1,18,0,0.05166337266564369
7014,1,19,0,0.05040852352976799
7014,1,20,0,0.04915367439389229
7014,1,21,0,0.0484745018184185
7014,1,22,0,0.050031498074531555
7014,1,23,0,0.05235257372260094
7014,2,0,0,0.048182494938373566
7014,2,1,0,0.04618358612060547
7014,2,2,0,0.04503779858350754
7014,2,3,0,0.044157933443784714
7014,2,4,0,0.04327806085348129
7014,2,5,0,0.04301407188177109
7014,2,6,0,0.043019626289606094
7014,2,7,0,0.0430251769721508
7014,2,8,0,0.04419346898794174
7014,2,9,0,0.045611362904310226
7014,2,10,0,0.0470331646502018
7014,2,11,0,0.04875394329428673
7014,2,12,0,0.05047472566366196
7014,2,13,0,0.05201532319188118
7014,2,14,0,0.05034881830215454
7014,2,15,0,0.0486823245882988
7014,2,16,0,0.047015827149152756
7014,2,17,0,0.045349325984716415
7014,2,18,0,0.043682824820280075
7014,2,19,0,0.04366157203912735
7014,2,20,0,0.04434405639767647
7014,2,21,0,0.04560325667262077
7014,2,22,0,0.04781830310821533
7014,2,23,0,0.05013937130570412
7014,3,0,0,0.04688325151801109
7014,3,1,0,0.04636063054203987
7014,3,2,0,0.04478054121136665
7014,3,3,0,0.04400835558772087
7014,3,4,0,0.043547309935092926
7014,3,5,0,0.04353180527687073
7014,3,6,0,0.04375136271119118
7014,3,7,0,0.04412447661161423
7014,3,8,0,0.04449760168790817
7014,3,9,0,0.046083804219961166
7014,3,10,0,0.047804586589336395
7014,3,11,0,0.04910655319690704
7014,3,12,0,0.0474400594830513
7014,3,13,0,0.04577356204390526
7014,3,14,0,0.04410705342888832
7014,3,15,0,0.04244055598974228
7014,3,16,0,0.04113990440964699
7014,3,17,0,0.04182238131761551
