Zip,Hour,Number of Trips
6901,22,1
7024,16,1
7030,21,1
7094,22,1
7102,0,1
7114,10,1
7114,13,1
7114,14,1
7114,15,1
7114,16,1
7114,17,2
7114,19,3
7114,22,1
7302,18,1
7304,6,1
7306,21,1
7310,15,1
8869,7,1
10001,0,2
10001,1,1
10001,7,2
10001,9,1
10001,10,1
10001,13,2
10001,14,2
10001,15,2
10001,16,5
10001,17,4
10001,18,1
10001,19,2
10001,20,2
10001,23,1
10002,0,2
10002,1,1
10002,2,3
10002,5,1
10002,7,3
10002,8,1
10002,9,2
10002,10,1
10002,11,2
10002,12,1
10002,14,2
10002,15,1
10002,16,1
10002,17,1
10002,18,2
10002,21,3
10002,22,9
10002,23,1
10003,1,2
10003,3,1
10003,5,1
10003,6,1
10003,7,1
10003,8,1
10003,9,1
10003,10,1
10003,12,3
10003,13,1
10003,15,2
10003,16,5
10003,17,1
10003,18,5
10003,19,6
10003,20,4
10003,21,1
10003,22,7
10003,23,1
10005,11,2
10005,15,1
10005,16,1
10005,19,1
10005,20,1
10005,21,2
10005,22,1
10006,9,1
10006,10,1
10006,11,1
10006,12,1
10006,18,1
10006,19,1
10006,21,1
10006,23,1
10007,6,1
10007,12,3
10007,17,2
10007,19,1
10009,6,3
10009,7,3
10009,8,3
10009,9,1
10009,11,1
10009,13,2
10009,14,1
10009,17,2
10009,18,1
10009,19,2
10009,20,1
10009,21,1
10009,22,3
10009,23,1
10011,0,3
10011,1,2
10011,2,1
10011,3,1
10011,5,1
10011,6,4
10011,8,2
10011,9,2
10011,10,3
10011,12,3
10011,13,1
10011,14,2
10011,15,4
10011,16,6
10011,17,3
10011,18,3
10011,19,4
10011,21,4
10011,22,3
10011,23,3
10012,1,1
10012,2,1
10012,3,1
10012,5,1
10012,7,2
10012,8,2
10012,9,1
10012,10,4
10012,11,2
10012,12,6
10012,13,3
10012,14,1
10012,15,7
10012,16,3
10012,17,5
10012,18,2
10012,19,3
10012,20,6
10012,21,1
10012,22,4
10012,23,2
10013,7,1
10013,8,3
10013,13,2
10013,14,1
10013,15,2
10013,16,3
10013,17,4
10013,18,1
10013,19,2
10013,20,6
10013,21,5
10013,22,1
10014,0,2
10014,2,1
10014,4,1
10014,9,2
10014,10,1
10014,11,1
10014,12,1
10014,13,3
10014,16,2
10014,17,3
10014,18,2
10014,19,2
10014,20,1
10014,21,3
10014,22,1
10014,23,1
10016,2,1
10016,6,1
10016,8,1
10016,10,1
10016,13,1
10016,14,1
10016,15,1
10016,17,1
10016,18,2
10016,19,1
10017,1,2
10017,5,1
10017,7,3
10017,8,1
10017,9,1
10017,12,1
10017,13,1
10017,15,2
10017,16,2
10017,17,1
10017,18,3
10017,19,1
10017,20,1
10017,22,2
10018,0,2
10018,6,2
10018,7,5
10018,8,2
10018,9,1
10018,10,1
10018,12,2
10018,13,2
10018,15,3
10018,17,3
10018,19,6
10018,20,1
10018,21,1
10018,22,4
10019,7,1
10019,8,1
10019,10,1
10019,11,3
10019,13,1
10019,14,1
10019,16,1
10019,17,1
10019,18,2
10019,19,3
10019,20,1
10019,21,4
10020,0,1
10020,5,1
10020,11,1
10020,13,1
10020,14,2
10020,19,1
10020,20,1
10020,21,4
10021,0,1
10021,1,1
10021,3,1
10021,5,1
10021,6,1
10021,7,1
10021,9,1
10021,10,1
10021,12,1
10021,13,1
10021,14,1
10021,15,1
10021,16,1
10021,17,5
10021,18,2
10021,21,1
10021,23,1
10022,2,2
10022,6,1
10022,8,1
10022,15,1
10022,16,1
10022,17,2
10022,18,2
10023,7,1
10023,8,1
10023,9,1
10023,10,1
10023,11,1
10023,15,2
10023,16,1
10023,18,1
10023,20,2
10023,21,2
10023,23,1
10025,14,1
10025,20,1
10025,23,1
10028,0,1
10028,4,1
10028,5,1
10028,6,3
10028,7,2
10028,9,2
10028,12,1
10028,13,2
10028,14,1
10028,16,1
10028,17,3
10028,19,1
10028,21,1
10028,23,1
10029,13,1
10029,17,1
10029,19,2
10030,10,1
10030,21,1
10031,16,1
10031,19,1
10032,3,1
10032,7,1
10032,21,1
10034,1,1
10034,11,1
10035,16,1
10037,15,1
10038,16,1
10038,20,1
10038,23,1
10039,1,1
10039,19,1
10039,20,1
10044,8,1
10044,9,1
10044,10,1
10044,12,1
10044,15,1
10065,0,1
10065,6,1
10065,9,1
10065,10,2
10065,11,1
10065,12,1
10065,13,3
10065,14,1
10065,15,2
10065,16,1
10065,17,2
10065,18,4
10065,20,2
10065,23,1
10069,7,1
10069,10,2
10069,11,1
10069,17,1
10103,0,1
10103,2,1
10103,6,1
10103,11,2
10103,12,1
10103,13,2
10103,15,1
10103,16,1
10103,17,2
10103,18,1
10103,19,2
10103,21,2
10103,23,1
10110,3,1
10110,7,1
10110,8,1
10110,11,1
10110,12,2
10110,15,4
10110,16,8
10110,17,3
10110,18,6
10110,19,1
10110,20,5
10110,21,4
10111,13,1
10111,19,1
10112,8,1
10112,17,3
10112,20,1
10115,14,1
10119,8,1
10119,9,1
10119,10,2
10119,11,1
10119,12,1
10119,13,1
10119,15,1
10119,18,1
10119,21,2
10119,22,1
10152,1,1
10152,14,2
10152,16,1
10152,19,2
10152,22,1
10153,7,1
10153,10,1
10153,12,2
10153,13,3
10153,14,2
10153,15,1
10153,16,3
10153,17,2
10153,20,3
10153,21,3
10153,22,1
10153,23,1
10154,5,1
10154,6,1
10154,12,1
10154,13,1
10154,17,1
10154,19,2
10154,22,1
10162,2,1
10162,5,1
10162,6,2
10162,7,3
10162,8,1
10162,9,1
10162,16,2
10162,17,1
10162,18,1
10162,22,1
10167,9,2
10167,12,1
10167,14,1
10167,18,2
10167,19,1
10167,20,1
10167,21,1
10171,6,1
10171,8,1
10171,10,1
10171,14,1
10171,16,1
10171,17,2
10171,18,1
10199,0,1
10199,8,1
10199,11,2
10199,12,2
10199,14,1
10199,15,4
10199,16,2
10199,17,1
10199,19,1
10199,20,1
10199,21,1
10199,22,1
10199,23,1
10271,10,1
10271,12,1
10271,15,1
10271,16,2
10271,19,1
10271,20,1
10271,22,1
10278,0,1
10278,3,1
10278,6,1
10278,7,1
10278,9,1
10278,11,1
10278,14,1
10278,15,3
10280,7,1
10280,8,1
10280,19,1
10280,20,1
10282,12,2
10282,14,1
10282,15,1
10282,16,3
10282,20,1
10282,22,1
10451,16,1
10452,18,1
10456,22,1
10458,2,1
10468,10,1
10471,19,1
