Zip,Weekday,Hour,Expected Trips,Expected Trips (Est)
7020,5,2,0,0.04409471154212952
7020,5,3,0,0.043206363916397095
7020,5,4,0,0.04231802001595497
7020,5,5,0,0.04142966866493225
7020,5,6,0,0.04076724871993065
7020,5,7,0,0.04045836627483368
7020,5,8,0,0.04014947637915611
7020,5,9,0,0.03984059393405914
7020,5,10,0,0.03956524282693863
7020,5,11,0,0.039282314479351044
7020,5,12,0,0.03897792473435402
7020,5,13,0,0.039085619151592255
7020,5,14,0,0.03919331729412079
7020,5,15,0,0.039301007986068726
7020,5,16,0,0.03940870985388756
7020,5,17,0,0.03951640427112579
7020,5,18,0,0.03962409496307373
7020,5,19,0,0.039731789380311966
7020,5,20,0,0.0398394837975502
7020,5,21,0,0.039947181940078735
7020,5,22,0,0.04005487263202667
7020,5,23,0,0.040396831929683685
7020,6,0,0,0.046085208654403687
7020,6,1,0,0.04551846906542778
7020,6,2,0,0.044951729476451874
7020,6,3,0,0.04447965696454048
7020,6,4,0,0.0443306490778923
7020,6,5,0,0.04342539608478546
7020,6,6,0,0.04241791367530823
7020,6,7,0,0.041410427540540695
7020,6,8,0,0.040570568293333054
7020,6,9,0,0.04014255106449127
7020,6,10,0,0.03971453011035919
7020,6,11,0,0.03928651288151741
7020,6,12,0,0.03885848820209503
7020,6,13,0,0.03843047097325325
7020,6,14,0,0.03800244629383087
7020,6,15,0,0.03757443279027939
7020,6,16,0,0.03714640066027641
7020,6,17,0,0.03699474409222603
7020,6,18,0,0.03710243105888367
7020,6,19,0,0.03774452582001686
7020,6,20,0,0.03861198574304581
7020,6,21,0,0.03947945311665535
7020,6,22,0,0.040346909314394
7020,6,23,0,0.04121437668800354
7029,0,0,0,0.04240531846880913
7029,0,1,0,0.04237321391701698
7029,0,2,0,0.04241642355918884
7029,0,3,0,0.0430232472717762
7029,0,4,0,0.043630074709653854
7029,0,5,0,0.04423689842224121
7029,0,6,0,0.04484372213482857
7029,0,7,0,0.045542072504758835
